EVENT=commit
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#

{ len:       1122, common_pid:    3350414 } hitcount:        590
{ len:         60, common_pid:    3350414 } hitcount:        590
{ len:         60, common_pid:    3350402 } hitcount:        596
{ len:       1122, common_pid:    3350402 } hitcount:        596
{ len:       1122, common_pid:    3350404 } hitcount:        602
{ len:         60, common_pid:    3350404 } hitcount:        603
{ len:       1122, common_pid:    3350412 } hitcount:        605
{ len:         60, common_pid:    3350412 } hitcount:        605
{ len:       1109, common_pid:    3350406 } hitcount:        986
{ len:         50, common_pid:    3350406 } hitcount:        986
{ len:       1282, common_pid:    3350412 } hitcount:        995
{ len:       1109, common_pid:    3350412 } hitcount:       1000
{ len:         50, common_pid:    3350412 } hitcount:       1001
{ len:         50, common_pid:    3350408 } hitcount:       1022
{ len:       1109, common_pid:    3350408 } hitcount:       1022
{ len:       1282, common_pid:    3350406 } hitcount:       1027
{ len:       1282, common_pid:    3350400 } hitcount:       1029
{ len:       1109, common_pid:    3350404 } hitcount:       1046
{ len:         50, common_pid:    3350404 } hitcount:       1047
{ len:       1282, common_pid:    3350408 } hitcount:       1050
{ len:         50, common_pid:    3350402 } hitcount:       1056
{ len:       1109, common_pid:    3350402 } hitcount:       1056
{ len:         50, common_pid:    3350410 } hitcount:       1058
{ len:       1109, common_pid:    3350410 } hitcount:       1058
{ len:       1282, common_pid:    3350410 } hitcount:       1070
{ len:       1282, common_pid:    3350402 } hitcount:       1075
{ len:       1282, common_pid:    3350404 } hitcount:       1076
{ len:       1109, common_pid:    3350400 } hitcount:       1084
{ len:         50, common_pid:    3350400 } hitcount:       1085
{ len:       1282, common_pid:    3350414 } hitcount:       1110
{ len:       1109, common_pid:    3350414 } hitcount:       1127
{ len:         50, common_pid:    3350414 } hitcount:       1128
{ len:       1096, common_pid:    3350412 } hitcount:       1405
{ len:         40, common_pid:    3350412 } hitcount:       1406
{ len:       1096, common_pid:    3350402 } hitcount:       1412
{ len:         40, common_pid:    3350402 } hitcount:       1412
{ len:       1235, common_pid:    3350402 } hitcount:       1424
{ len:       1096, common_pid:    3350404 } hitcount:       1430
{ len:         40, common_pid:    3350404 } hitcount:       1430
{ len:       1096, common_pid:    3350406 } hitcount:       1477
{ len:         40, common_pid:    3350406 } hitcount:       1478
{ len:       1235, common_pid:    3350406 } hitcount:       1498
{ len:       1235, common_pid:    3350404 } hitcount:       1514
{ len:       1235, common_pid:    3350412 } hitcount:       1527
{ len:       1096, common_pid:    3350408 } hitcount:       1557
{ len:         40, common_pid:    3350408 } hitcount:       1558
{ len:       1235, common_pid:    3350408 } hitcount:       1563
{ len:       1235, common_pid:    3350414 } hitcount:       1569
{ len:       1096, common_pid:    3350414 } hitcount:       1586
{ len:         40, common_pid:    3350414 } hitcount:       1587
{ len:       1096, common_pid:    3350410 } hitcount:       1629
{ len:         40, common_pid:    3350410 } hitcount:       1632
{ len:       1235, common_pid:    3350410 } hitcount:       1654
{ len:       1096, common_pid:    3350400 } hitcount:       1676
{ len:         40, common_pid:    3350400 } hitcount:       1677
{ len:       1235, common_pid:    3350400 } hitcount:       1710
{ len:       1188, common_pid:    3350404 } hitcount:       1789
{ len:       1083, common_pid:    3350404 } hitcount:       1827
{ len:         30, common_pid:    3350404 } hitcount:       1828
{ len:       1188, common_pid:    3350412 } hitcount:       1841
{ len:       1083, common_pid:    3350412 } hitcount:       1872
{ len:         30, common_pid:    3350412 } hitcount:       1873
{ len:       1188, common_pid:    3350406 } hitcount:       1940
{ len:       1083, common_pid:    3350406 } hitcount:       1944
{ len:       1083, common_pid:    3350402 } hitcount:       1945
{ len:         30, common_pid:    3350406 } hitcount:       1947
{ len:         30, common_pid:    3350402 } hitcount:       1949
{ len:       1188, common_pid:    3350402 } hitcount:       1993
{ len:       1141, common_pid:    3350412 } hitcount:       1999
{ len:       1141, common_pid:    3350406 } hitcount:       2079
{ len:       1188, common_pid:    3350410 } hitcount:       2116
{ len:       1141, common_pid:    3350404 } hitcount:       2119
{ len:       1141, common_pid:    3350402 } hitcount:       2120
{ len:       1188, common_pid:    3350414 } hitcount:       2131
{ len:       1188, common_pid:    3350408 } hitcount:       2132
{ len:       1083, common_pid:    3350414 } hitcount:       2160
{ len:         30, common_pid:    3350414 } hitcount:       2162
{ len:       1083, common_pid:    3350408 } hitcount:       2165
{ len:         30, common_pid:    3350408 } hitcount:       2166
{ len:         30, common_pid:    3350410 } hitcount:       2221
{ len:       1083, common_pid:    3350410 } hitcount:       2221
{ len:       1188, common_pid:    3350400 } hitcount:       2238
{ len:       1070, common_pid:    3350412 } hitcount:       2264
{ len:         20, common_pid:    3350412 } hitcount:       2265
{ len:       1083, common_pid:    3350400 } hitcount:       2300
{ len:         30, common_pid:    3350400 } hitcount:       2301
{ len:       1141, common_pid:    3350414 } hitcount:       2316
{ len:       1070, common_pid:    3350402 } hitcount:       2316
{ len:         20, common_pid:    3350402 } hitcount:       2317
{ len:       1070, common_pid:    3350404 } hitcount:       2345
{ len:       1141, common_pid:    3350408 } hitcount:       2347
{ len:         20, common_pid:    3350404 } hitcount:       2348
{ len:       1141, common_pid:    3350400 } hitcount:       2379
{ len:       1070, common_pid:    3350406 } hitcount:       2394
{ len:         20, common_pid:    3350406 } hitcount:       2395
{ len:       1141, common_pid:    3350410 } hitcount:       2454
{ len:       1070, common_pid:    3350414 } hitcount:       2568
{ len:         20, common_pid:    3350414 } hitcount:       2571
{ len:       1070, common_pid:    3350408 } hitcount:       2610
{ len:       1070, common_pid:    3350400 } hitcount:       2610
{ len:         20, common_pid:    3350408 } hitcount:       2614
{ len:         20, common_pid:    3350400 } hitcount:       2614
{ len:       1070, common_pid:    3350410 } hitcount:       2729
{ len:         20, common_pid:    3350410 } hitcount:       2732
{ len:       1094, common_pid:    3350406 } hitcount:       3767
{ len:       1057, common_pid:    3350400 } hitcount:       3820
{ len:       1094, common_pid:    3350400 } hitcount:       3821
{ len:         10, common_pid:    3350400 } hitcount:       3825
{ len:       1057, common_pid:    3350406 } hitcount:       3829
{ len:         10, common_pid:    3350406 } hitcount:       3833
{ len:       1094, common_pid:    3350410 } hitcount:       3871
{ len:       1094, common_pid:    3350404 } hitcount:       3874
{ len:       1094, common_pid:    3350408 } hitcount:       3897
{ len:       1057, common_pid:    3350414 } hitcount:       3902
{ len:       1057, common_pid:    3350410 } hitcount:       3903
{ len:         10, common_pid:    3350410 } hitcount:       3906
{ len:         10, common_pid:    3350414 } hitcount:       3909
{ len:       1094, common_pid:    3350414 } hitcount:       3920
{ len:       1094, common_pid:    3350402 } hitcount:       3921
{ len:       1057, common_pid:    3350408 } hitcount:       3979
{ len:       1057, common_pid:    3350404 } hitcount:       3979
{ len:         10, common_pid:    3350408 } hitcount:       3983
{ len:         10, common_pid:    3350404 } hitcount:       3984
{ len:       1094, common_pid:    3350412 } hitcount:       3986
{ len:       1057, common_pid:    3350402 } hitcount:       4001
{ len:         10, common_pid:    3350402 } hitcount:       4007
{ len:       1057, common_pid:    3350412 } hitcount:       4018
{ len:         10, common_pid:    3350412 } hitcount:       4024
{ len:       1044, common_pid:    3350406 } hitcount:      18533
{ len:       1044, common_pid:    3350412 } hitcount:      18595
{ len:       1044, common_pid:    3350404 } hitcount:      18622
{ len:       1047, common_pid:    3350412 } hitcount:      18796
{ len:       1047, common_pid:    3350406 } hitcount:      18807
{ len:       1047, common_pid:    3350404 } hitcount:      18871
{ len:       1044, common_pid:    3350402 } hitcount:      18954
{ len:       1047, common_pid:    3350402 } hitcount:      19134
{ len:       1044, common_pid:    3350408 } hitcount:      19697
{ len:       1044, common_pid:    3350410 } hitcount:      19959
{ len:       1047, common_pid:    3350408 } hitcount:      19975
{ len:       1044, common_pid:    3350400 } hitcount:      20015
{ len:       1044, common_pid:    3350414 } hitcount:      20203
{ len:       1047, common_pid:    3350400 } hitcount:      20218
{ len:       1047, common_pid:    3350410 } hitcount:      20228
{ len:       1047, common_pid:    3350414 } hitcount:      20400

Totals:
    Hits: 593844
    Entries: 253
    Dropped: 0
EVENT=commit_remote
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#


Totals:
    Hits: 0
    Entries: 0
    Dropped: 0
