EVENT=commit
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#

{ len:       1119, common_pid:    3350412 } hitcount:          1
{ len:       1107, common_pid:    3350408 } hitcount:          1
{ len:       1133, common_pid:    3350400 } hitcount:          1
{ len:       1146, common_pid:    3350404 } hitcount:          1
{ len:       1159, common_pid:    3350406 } hitcount:          1
{ len:       1133, common_pid:    3350414 } hitcount:          1
{ len:       1106, common_pid:    3350406 } hitcount:          1
{ len:       1132, common_pid:    3350404 } hitcount:          1
{ len:       1106, common_pid:    3350402 } hitcount:          1
{ len:       1133, common_pid:    3350412 } hitcount:          1
{ len:       1061, common_pid:    3350408 } hitcount:          1
{ len:       1093, common_pid:    3350408 } hitcount:          1
{ len:       1120, common_pid:    3350414 } hitcount:          1
{ len:       1119, common_pid:    3350408 } hitcount:          1
{ len:       1119, common_pid:    3350406 } hitcount:          1
{ len:       1148, common_pid:    3350410 } hitcount:          1
{ len:       1080, common_pid:    3350402 } hitcount:          1
{ len:       1120, common_pid:    3350400 } hitcount:          1
{ len:       1081, common_pid:    3350404 } hitcount:          1
{ len:       1080, common_pid:    3350404 } hitcount:          1
{ len:       1081, common_pid:    3350400 } hitcount:          1
{ len:       1080, common_pid:    3350412 } hitcount:          1
{ len:       1107, common_pid:    3350400 } hitcount:          1
{ len:       1107, common_pid:    3350404 } hitcount:          1
{ len:       1107, common_pid:    3350412 } hitcount:          1
{ len:       1120, common_pid:    3350410 } hitcount:          1
{ len:       1093, common_pid:    3350400 } hitcount:          2
{ len:       1107, common_pid:    3350406 } hitcount:          2
{ len:       1107, common_pid:    3350414 } hitcount:          2
{ len:       1081, common_pid:    3350402 } hitcount:          2
{ len:       1081, common_pid:    3350408 } hitcount:          2
{ len:       1081, common_pid:    3350406 } hitcount:          2
{ len:       1423, common_pid:    3350410 } hitcount:          2
{ len:       1148, common_pid:    3350406 } hitcount:          2
{ len:       1081, common_pid:    3350410 } hitcount:          2
{ len:       1148, common_pid:    3350408 } hitcount:          2
{ len:       1081, common_pid:    3350414 } hitcount:          2
{ len:       1119, common_pid:    3350410 } hitcount:          2
{ len:       1093, common_pid:    3350414 } hitcount:          2
{ len:       1148, common_pid:    3350412 } hitcount:          2
{ len:       1107, common_pid:    3350402 } hitcount:          3
{ len:       1148, common_pid:    3350402 } hitcount:          3
{ len:       1081, common_pid:    3350412 } hitcount:          3
{ len:       1148, common_pid:    3350404 } hitcount:          3
{ len:       1148, common_pid:    3350400 } hitcount:          4
{ len:       1423, common_pid:    3350414 } hitcount:          5
{ len:       1148, common_pid:    3350414 } hitcount:          5
{ len:       1423, common_pid:    3350402 } hitcount:          6
{ len:       1423, common_pid:    3350400 } hitcount:          8
{ len:       1423, common_pid:    3350408 } hitcount:          8
{ len:       1423, common_pid:    3350412 } hitcount:          9
{ len:       1423, common_pid:    3350404 } hitcount:         10
{ len:       1423, common_pid:    3350406 } hitcount:         11
{ len:         17, common_pid:    3350408 } hitcount:         15
{ len:         17, common_pid:    3350406 } hitcount:         17
{ len:         17, common_pid:    3350400 } hitcount:         17
{ len:         17, common_pid:    3350410 } hitcount:         17
{ len:         17, common_pid:    3350412 } hitcount:         17
{ len:         17, common_pid:    3350402 } hitcount:         17
{ len:         17, common_pid:    3350414 } hitcount:         18
{ len:         17, common_pid:    3350404 } hitcount:         18
{ len:       1135, common_pid:    3350400 } hitcount:        150
{ len:         70, common_pid:    3350400 } hitcount:        154
{ len:       1135, common_pid:    3350414 } hitcount:        175
{ len:         13, common_pid:    3350412 } hitcount:        177
{ len:         13, common_pid:    3350406 } hitcount:        177
{ len:         13, common_pid:    3350404 } hitcount:        178
{ len:         70, common_pid:    3350414 } hitcount:        180
{ len:         13, common_pid:    3350402 } hitcount:        181
{ len:       1135, common_pid:    3350404 } hitcount:        184
{ len:       1135, common_pid:    3350408 } hitcount:        186
{ len:         70, common_pid:    3350404 } hitcount:        187
{ len:         13, common_pid:    3350408 } hitcount:        188
{ len:         70, common_pid:    3350408 } hitcount:        188
{ len:       1135, common_pid:    3350410 } hitcount:        190
{ len:         13, common_pid:    3350414 } hitcount:        191
{ len:         13, common_pid:    3350410 } hitcount:        191
{ len:         13, common_pid:    3350400 } hitcount:        191
{ len:         70, common_pid:    3350410 } hitcount:        191
{ len:       1135, common_pid:    3350406 } hitcount:        196
{ len:         70, common_pid:    3350406 } hitcount:        199
{ len:       1135, common_pid:    3350402 } hitcount:        213
{ len:         70, common_pid:    3350402 } hitcount:        216
{ len:       1135, common_pid:    3350412 } hitcount:        221
{ len:         70, common_pid:    3350412 } hitcount:        222
{ len:       1376, common_pid:    3350400 } hitcount:        231
{ len:       1376, common_pid:    3350410 } hitcount:        251
{ len:       1376, common_pid:    3350402 } hitcount:        269
{ len:       1376, common_pid:    3350408 } hitcount:        284
{ len:       1376, common_pid:    3350406 } hitcount:        284
{ len:       1376, common_pid:    3350404 } hitcount:        288
{ len:       1376, common_pid:    3350414 } hitcount:        290
{ len:       1376, common_pid:    3350412 } hitcount:        291
{ len:       1329, common_pid:    3350406 } hitcount:        493
{ len:       1122, common_pid:    3350400 } hitcount:        500
{ len:         60, common_pid:    3350400 } hitcount:        500
{ len:       1122, common_pid:    3350410 } hitcount:        502
{ len:         60, common_pid:    3350410 } hitcount:        502
{ len:       1329, common_pid:    3350404 } hitcount:        506
{ len:       1122, common_pid:    3350406 } hitcount:        534
{ len:         60, common_pid:    3350406 } hitcount:        534
{ len:       1329, common_pid:    3350400 } hitcount:        535
{ len:       1329, common_pid:    3350408 } hitcount:        543
{ len:       1329, common_pid:    3350412 } hitcount:        549
{ len:       1329, common_pid:    3350410 } hitcount:        556
{ len:       1329, common_pid:    3350402 } hitcount:        560
{ len:       1122, common_pid:    3350408 } hitcount:        572
{ len:         60, common_pid:    3350408 } hitcount:        572
{ len:       1329, common_pid:    3350414 } hitcount:        580
