run_id,stage,sequence,config,frame_bytes,offered_rps,duration_s,achieved_rps,p50_us,p99_us,scheduled,admission_drops,pending,fail,overflow,reorder,achieved_ratio,schedule_ratio,admission_drop_ratio,client_busy_cores,server_busy_cores,host_busy_cores,host_core_budget,dpu_arm_cores,tx_grow_waits,clean,reason,raw_result
scout-64-grpc-envoy-permissive-refine2-v1,refine,2,grpc-envoy-permissive,64,51180,10,51170.000,19708.00,43016.00,511595,0,0,0,0,0,0.999805,0.999599,0.000000,0.996327,0.945102,1.941429,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-permissive-refine2-v1.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine2-v2,refine,2,grpc-envoy-permissive,64,51180,10,51180.000,19063.00,31315.00,511550,0,0,0,0,0,1.000000,0.999512,0.000000,0.996325,0.947174,1.943499,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-permissive-refine2-v2.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine3-v1,refine,3,grpc-envoy-permissive,64,53137,10,50137.000,263856.00,647189.00,516843,0,0,0,0,0,0.943542,0.972661,0.000000,0.996005,0.935036,1.931041,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-permissive-refine3-v1.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine3-v2,refine,3,grpc-envoy-permissive,64,53137,10,49898.000,313944.00,706320.00,519416,0,0,0,0,0,0.939044,0.977503,0.000000,0.996190,0.935109,1.931299,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-permissive-refine3-v2.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine4-v1,refine,4,grpc-envoy-permissive,64,52149,10,51066.000,40444.00,288312.00,518473,0,0,0,0,0,0.979233,0.994215,0.000000,0.995997,0.955182,1.951179,2,NA,0,0,achieved,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-permissive-refine4-v1.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine4-v2,refine,4,grpc-envoy-permissive,64,52149,10,51964.000,30676.00,178325.00,520483,0,0,0,0,0,0.996452,0.998069,0.000000,0.996122,0.955995,1.952117,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-permissive-refine4-v2.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine4-v3,refine,4,grpc-envoy-permissive,64,52149,10,52108.000,22514.00,43593.00,521256,0,0,0,0,0,0.999214,0.999551,0.000000,0.996133,0.956159,1.952292,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-permissive-refine4-v3.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot1-v1,pilot,1,grpc-envoy-strict,64,5000,2,4998.000,189.00,231.00,10000,0,0,0,0,0,0.999600,1.000000,0.000000,0.370301,0.318386,0.688687,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-strict-pilot1-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot2-v1,pilot,2,grpc-envoy-strict,64,6750,2,6747.000,188.00,270.00,13500,0,0,0,0,0,0.999556,1.000000,0.000000,0.499869,0.422687,0.922556,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-strict-pilot2-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot3-v1,pilot,3,grpc-envoy-strict,64,9113,2,9111.000,228.00,736.00,18226,0,0,0,0,0,0.999781,1.000000,0.000000,0.651176,0.596347,1.247523,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260811/open/raw/scout-64-grpc-envoy-strict-pilot3-v1.result.attempt1.txt
