config,frame,kind,offered,achieved,client,server,client_cgroup,server_cgroup,p99,drop,clean
grpc-tcp,1024,bound,31784,28391.0,0.98893,0.989308,0.995091,0.995346,1276483.05,0.0,0
grpc-tcp,1024,bound,34811,26350.0,0.98887,0.853975,0.995262,0.858248,4164502.99,0.0,0
grpc-tcp,1024,bound,39351,26896.0,0.988225,0.989109,0.995736,0.995305,3321046.28,0.0,0
grpc-tcp,1024,common,3316,3316.0,0.152908,0.153361,0.153785,0.154295,387.0,0.0,1
grpc-tcp,1024,common,6631,6631.0,0.299319,0.34229,0.301351,0.344581,536.0,0.0,1
grpc-tcp,1024,common,9947,9947.0,0.449018,0.408275,0.452107,0.411078,144.0,0.0,1
grpc-tcp,1024,common,11936,11936.0,0.534091,0.49353,0.537754,0.496768,182.0,0.0,1
grpc-tcp,8192,bound,1303,1303.0,0.067462,0.137528,0.067862,0.137254,410.0,0.0,1
grpc-tcp,8192,bound,3908,3908.0,0.20186,0.181329,0.203227,0.182595,149.0,0.0,1
grpc-tcp,8192,bound,7816,7816.0,0.40382,0.360239,0.406555,0.36271,149.0,0.0,1
grpc-tcp,8192,bound,13026,13010.0,0.645991,0.751811,0.650955,0.755771,15006.0,0.0,1
grpc-tcp,8192,bound,18236,18235.0,0.944419,0.851865,0.950649,0.857536,8258.0,0.0,1
grpc-tcp,8192,bound,22144,22151.0,0.985779,0.929618,0.992408,0.935807,8667.0,0.0,1
grpc-tcp,8192,bound,24749,24766.0,0.989015,0.980139,0.995452,0.987065,37247.0,0.0,1
grpc-tcp,8192,bound,26052,25870.0,0.985006,0.987699,0.991755,0.994302,282916.0,0.0,1
grpc-tcp,8192,bound,27355,25766.0,0.988736,0.988563,0.995272,0.994886,635008.0,0.0,0
grpc-tcp,8192,bound,29960,23467.0,0.988697,0.968921,0.994976,0.972639,4786733.6,0.0,0
grpc-tcp,8192,bound,33868,23866.0,0.988601,0.983665,0.994392,0.987828,5408595.8,0.0,0
grpc-tcp,8192,common,2698,2698.0,0.140087,0.175532,0.140999,0.176773,396.0,0.0,1
grpc-tcp,8192,common,5395,5395.0,0.28024,0.249612,0.282139,0.251322,149.0,0.0,1
grpc-tcp,8192,common,8093,8093.0,0.416148,0.374351,0.419,0.37689,149.0,0.0,1
grpc-tcp,8192,common,9711,9711.0,0.50504,0.451413,0.508516,0.454486,153.0,0.0,1
