arm,protocol,size,mode,reps,ipc,ipc_min,ipc_max,cores,cores_min,cores_max,cycles_per_rpc_estimate,cycles_per_rpc_estimate_min,cycles_per_rpc_estimate_max,instructions_per_rpc_estimate,instructions_per_rpc_estimate_min,instructions_per_rpc_estimate_max,cache_misses_per_rpc_estimate,cache_misses_per_rpc_estimate_min,cache_misses_per_rpc_estimate_max,context_switches_per_rpc_estimate,context_switches_per_rpc_estimate_min,context_switches_per_rpc_estimate_max
batch,grpc,65536,capacity,3,0.44791512653917526,0.4473676312829331,0.4481226823769958,7.7440887499999995,7.2576625,7.7636475,1280629.9865054055,1273076.4649275027,1280865.6868411223,572912.4036128179,570494.4403343359,573719.1162011289,10072.549012802714,10027.506426460293,10120.375,0.1925799175546395,0.18438608668826162,0.21507429235494313
direct,grpc,65536,capacity,3,0.4261163520338682,0.42541810630760146,0.42633146537114947,7.771837499999999,7.7599825000000004,7.7735337499999995,1322393.4195142447,1320388.4108114596,1324929.8376452907,562923.126040333,562570.1043233835,564574.2691182365,10107.750850272087,10100.088298255441,10138.941693386774,0.18642965749039692,0.18532064128256512,0.18711987836107555
