arm,protocol,size,mode,kind,rep,valid,elapsed,cpu_seconds,scheduled,rps,p50_us,p99_us,cpu_us_per_scheduled_rpc,dmesh_tx_publications_total,dmesh_tx_retries_total,dmesh_tx_budget_wait_total,dmesh_tx_errors_total,dmesh_worker_local_completions_total,dmesh_worker_drain_calls_total,dmesh_worker_drain_pending_total,dmesh_worker_cross_in_total,dmesh_worker_pe_progressed_total,dmesh_worker_cross_out_total,dmesh_worker_arms_total,dmesh_tx_arena_copy_bytes_total,dmesh_tx_accepted_bytes_total,dmesh_worker_maintenances_total,dmesh_tx_writer_wakes_total,dmesh_worker_data_progressed_total,dmesh_worker_drain_idle_total,dmesh_worker_notification_clears_total,dmesh_worker_drain_progressed_total,dmesh_tx_reserve_attempts_total
direct,grpc,8192,capacity,trace,1,True,12.542190595995635,85.74,235077,19116.0,3302.0,5708.0,364.73155604333897,,0.0,2.0,0.0,550909.0,1714814.0,31886.0,0.0,550909.0,0.0,165645.0,3878118448.0,3878118448.0,96072.0,2.0,1427383.0,255545.0,165645.0,1427383.0,
direct,grpc,8192,matched,clean,1,True,8.500740998075344,44.16,80000,9999.0,1696.0,2242.0,552.0,,0.0,0.0,0.0,314021.0,2951441.0,124974.0,0.0,314021.0,0.0,572921.0,1319774913.0,1319774913.0,65367.0,0.0,1988454.0,838013.0,572921.0,1988454.0,
direct,grpc,8192,matched,clean,2,True,8.516162608982995,44.18,80000,9999.0,1709.0,2295.0,552.25,,0.0,0.0,0.0,312915.0,2943545.0,124462.0,0.0,312915.0,0.0,571743.0,1319783173.0,1319783173.0,65549.0,0.0,1981798.0,837285.0,571743.0,1981798.0,
direct,grpc,8192,matched,clean,3,True,8.478181043989025,44.11,80000,9999.0,1713.0,2416.0,551.375,,0.0,0.0,0.0,312977.0,2939141.0,124569.0,0.0,312977.0,0.0,570480.0,1319799608.0,1319799608.0,65078.0,0.0,1981324.0,833248.0,570480.0,1981324.0,
direct,opaque,1024,capacity,clean,1,True,8.212613223004155,24.3,970159,121485.0,478.0,1179.0,25.04744067724981,,0.0,0.0,0.0,584311.0,6822655.0,267337.0,0.0,584311.0,0.0,1447535.0,2017930720.0,2017930720.0,68551.0,0.0,4198285.0,2357033.0,1447535.0,4198285.0,
direct,opaque,1024,capacity,clean,2,True,8.260256425943226,24.5,980657,122685.0,475.0,1176.0,24.983251024568222,,0.0,0.0,0.0,590552.0,6889045.0,268917.0,0.0,590552.0,0.0,1459276.0,2039766560.0,2039766560.0,65911.0,0.0,4243196.0,2376932.0,1459276.0,4243196.0,
direct,opaque,1024,capacity,clean,3,True,8.19523355702404,24.25,977447,122802.0,475.0,1154.0,24.809529314632915,,0.0,0.0,0.0,588411.0,6863956.0,268642.0,0.0,588411.0,0.0,1454184.0,2033089760.0,2033089760.0,65329.0,0.0,4227605.0,2367709.0,1454184.0,4227605.0,
direct,opaque,1024,capacity,trace,1,True,12.271663276012987,39.34,1302647,108673.0,551.0,1246.0,30.20004652066139,,0.0,0.0,0.0,785115.0,9078170.0,328798.0,0.0,785115.0,0.0,1912264.0,2709505760.0,2709505760.0,98133.0,0.0,5587788.0,3161584.0,1912264.0,5587788.0,
direct,opaque,1024,matched,clean,1,True,8.230770259979181,13.03,160000,20000.0,306.0,503.0,81.4375,,0.0,40.0,0.0,319020.0,3678382.0,144645.0,0.0,319020.0,0.0,795867.0,332800000.0,332800000.0,64397.0,20.0,2232430.0,1301307.0,795867.0,2232430.0,
direct,opaque,1024,matched,clean,2,True,8.179617166984826,13.07,160000,20000.0,268.0,499.0,81.6875,,0.0,48.0,0.0,319047.0,3674188.0,144926.0,0.0,319047.0,0.0,794286.0,332800000.0,332800000.0,60010.0,24.0,2231949.0,1297313.0,794286.0,2231949.0,
direct,opaque,1024,matched,clean,3,True,8.241055704071186,12.94,160000,19999.0,265.0,483.0,80.875,,0.0,28.0,0.0,319233.0,3679649.0,146374.0,0.0,319233.0,0.0,796840.0,332800000.0,332800000.0,59798.0,14.0,2233844.0,1299431.0,796840.0,2233844.0,
direct,opaque,64,capacity,clean,1,True,8.275916020036675,26.87,1121576,140311.0,432.0,1073.0,23.957360000570624,,0.0,0.0,0.0,673542.0,7731463.0,303507.0,0.0,673542.0,0.0,1664709.0,179452160.0,179452160.0,65940.0,0.0,4715409.0,2712547.0,1664709.0,4715409.0,
direct,opaque,64,capacity,clean,2,True,8.216195608023554,25.24,1059099,133844.0,446.0,1112.0,23.831577595673302,,0.0,0.0,0.0,636171.0,7308985.0,291605.0,0.0,636171.0,0.0,1577924.0,169455840.0,169455840.0,65669.0,0.0,4453671.0,2563709.0,1577924.0,4453671.0,
direct,opaque,64,capacity,clean,3,True,8.25760818796698,25.52,1061084,132829.0,448.0,1121.0,24.050876273697465,,0.0,0.0,0.0,637366.0,7314995.0,285074.0,0.0,637366.0,0.0,1573601.0,169773440.0,169773440.0,65946.0,0.0,4462048.0,2567873.0,1573601.0,4462048.0,
direct,opaque,64,capacity,trace,1,True,12.27446698199492,38.16,1353347,112878.0,528.0,1217.0,28.196759589373606,,0.0,0.0,0.0,813469.0,9320310.0,347667.0,0.0,813469.0,0.0,1990593.0,216535520.0,216535520.0,98176.0,0.0,5694798.0,3277845.0,1990593.0,5694798.0,
direct,opaque,64,matched,clean,1,True,8.191415500012226,12.93,160000,19999.0,289.0,494.0,80.8125,,0.0,26.0,0.0,319001.0,3673914.0,143273.0,0.0,319001.0,0.0,793206.0,25600000.0,25600000.0,60452.0,13.0,2232670.0,1297971.0,793206.0,2232670.0,
direct,opaque,64,matched,clean,2,True,8.278712690924294,12.87,160000,20000.0,248.0,478.0,80.4375,,0.0,36.0,0.0,319268.0,3679580.0,143602.0,0.0,319268.0,0.0,795872.0,25600000.0,25600000.0,59726.0,18.0,2234379.0,1301599.0,795872.0,2234379.0,
direct,opaque,64,matched,clean,3,True,8.191060816054232,12.87,160000,20000.0,265.0,487.0,80.4375,,0.0,24.0,0.0,319373.0,3684179.0,146494.0,0.0,319373.0,0.0,799436.0,25600000.0,25600000.0,59756.0,12.0,2235339.0,1302346.0,799436.0,2235339.0,
