arm,protocol,size,mode,rep,window_seconds,whole_run_rps,estimated_window_rpcs,ipc,cores,cycles,cycles_per_rpc_estimate,instructions,instructions_per_rpc_estimate,cache_misses,cache_misses_per_rpc_estimate,context_switches,context_switches_per_rpc_estimate,cpu_migrations,cpu_migrations_per_rpc_estimate
batch,grpc,65536,capacity,1,8.0,12857.0,102856.0,0.4473676312829331,7.7440887499999995,131720477892.0,1280629.9865054055,58927478186.0,572912.4036128179,1031389201.0,10027.506426460293,19808.0,0.1925799175546395,0.0,0.0
batch,grpc,65536,capacity,2,8.0,12966.0,103728.0,0.4481226823769958,7.7636475,132053675554.0,1273076.4649275027,59176247307.0,570494.4403343359,1044805364.0,10072.549012802714,19126.0,0.18438608668826162,0.0,0.0
batch,grpc,65536,capacity,3,8.0,12047.0,96376.0,0.44791512653917526,7.2576625,123444711435.0,1280865.6868411223,55292753543.0,573719.1162011289,975361261.0,10120.375,20728.0,0.21507429235494313,0.0,0.0
direct,grpc,65536,capacity,1,8.0,12475.0,99800.0,0.4261163520338682,7.7735337499999995,132227997797.0,1324929.8376452907,56344512058.0,564574.2691182365,1011866381.0,10138.941693386774,18495.0,0.18532064128256512,0.0,0.0
direct,grpc,65536,capacity,2,8.0,12496.0,99968.0,0.42541810630760146,7.771837499999999,132197025362.0,1322393.4195142447,56239008189.0,562570.1043233835,1009685627.0,10100.088298255441,18706.0,0.18711987836107555,0.0,0.0
direct,grpc,65536,capacity,3,8.0,12496.0,99968.0,0.42633146537114947,7.7599825000000004,131996588652.0,1320388.4108114596,56274299064.0,562923.126040333,1010451637.0,10107.750850272087,18637.0,0.18642965749039692,0.0,0.0
