arm,protocol,size,mode,rep,symbol,self_percent
after,grpc,1024,capacity,1,"core::ptr::drop_in_place<linkerd_stack::result::ResultService<linkerd_stack::either::vendor::Either<tower::util::boxed::sync::BoxService<linkerd_io::sensor::SensorIo<linkerd_io::prefixed::PrefixedIo<linkerd_io::either::EitherIo<linkerd_meshtls::server::ServerIo<linkerd_io::either::EitherIo<linkerd_io::scoped::ScopedIo<tokio::net::tcp::stream::TcpStream>,linkerd_io::prefixed::PrefixedIo<linkerd_io::scoped::ScopedIo<tokio::net::tcp::stream::TcpStream>>>>,linkerd_io::either::EitherIo<linkerd_io::scoped::ScopedIo<tokio::net::tcp::stream::TcpStream>,linkerd_io::prefixed::PrefixedIo<linkerd_io::scoped::ScopedIo<tokio::net::tcp::stream::TcpStream>>>>>,linkerd_transport_metrics::sensor::Sensor>,(),alloc::boxed::Box<dyn core::error::Error+core::marker::Sync+core::marker::Send>>,tower::util::boxed::sync::BoxService<linkerd_io::sensor::SensorIo<linkerd_io::prefixed::PrefixedIo<linkerd_io::either::EitherIo<linkerd_meshtls::server::ServerIo<linkerd_io::either::EitherIo<linkerd_io::scoped::ScopedIo<tokio::net::tcp::stream::TcpStream>,linkerd_io::prefixed::PrefixedIo<linkerd_io::scoped::ScopedIo<tokio::net::tcp::stream::TcpStream>>>>,linkerd_io::either::EitherIo<linkerd_io::scoped::ScopedIo<tokio::net::tcp::stream::TcpStream>,linkerd_io::prefixed::PrefixedIo<linkerd_io::scoped::ScopedIo<tokio::net::tcp::stream::TcpStream>>>>>,linkerd_transport_metrics::sensor::Sensor>,(),alloc::boxed::Box<dyn core::error::Error+core::marker::Sync+core::marker::Send>>>>>",0.11
after,grpc,1024,capacity,1,linkerd_http_route::find::{{closure}},0.11
after,grpc,1024,capacity,1,core::ops::function::FnOnce::call_once,0.11
after,grpc,1024,capacity,1,core::ptr::drop_in_place<hyper::proto::h2::PipeToSendStream<linkerd_http_box::body::BoxBody>>,0.1
after,grpc,1024,capacity,1,<linkerd_app_core::classify::Response as linkerd_http_classify::ClassifyResponse>::start,0.1
after,grpc,1024,capacity,1,<tower::spawn_ready::service::SpawnReady<S> as tower_service::Service<Req>>::poll_ready,0.1
after,grpc,1024,capacity,1,tracing::span::Span::current,0.1
after,grpc,1024,capacity,1,linkerd_http_prom::body_data::metrics::RequestBodyFamilies<L>::metrics,0.1
after,grpc,1024,capacity,1,tokio::sync::oneshot::Sender<T>::poll_closed,0.1
after,grpc,1024,capacity,1,read,0.1
after,grpc,1024,capacity,1,"<bytes::buf::chain::Chain<T,U> as bytes::buf::buf_impl::Buf>::chunks_vectored",0.1
after,grpc,1024,capacity,1,linkerd_proxy_tap::registry::Registry::get_taps,0.1
after,grpc,1024,capacity,1,<tokio::time::sleep::Sleep as core::future::future::Future>::poll,0.1
after,grpc,1024,capacity,1,<h2::proto::streams::streams::OpaqueStreamRef as core::clone::Clone>::clone,0.1
after,grpc,1024,capacity,1,0x0000000000003328,0.1
after,grpc,1024,capacity,1,security_file_permission,0.1
after,grpc,1024,capacity,1,linkerd_proxy_balance_queue::worker::PoolDriver<P>::ready_or_failfast::{{closure}},0.1
after,grpc,1024,capacity,1,px_arrival_release,0.1
after,grpc,1024,capacity,1,"<linkerd_http_classify::insert::InsertClassifyResponse<C,S> as tower_service::Service<http::request::Request<B>>>::call",0.1
after,grpc,1024,capacity,1,_rjem_je_arena_cache_bin_fill_small,0.1
after,grpc,1024,capacity,1,h2::proto::streams::state::State::send_open,0.1
after,grpc,1024,capacity,1,doca_task_try_submit,0.1
after,grpc,1024,capacity,1,_rjem_je_arena_ralloc,0.1
after,grpc,1024,capacity,1,<linkerd_stack::result::ResultService<S> as tower_service::Service<T>>::poll_ready,0.1
after,grpc,1024,capacity,1,<dmesh_l7::ExternalBackend as dmesh_doca::runtime::RuntimeBackend>::maintenance,0.09
after,grpc,1024,capacity,1,"<E as hyper::rt::bounds::h2_server::Http2ServerConnExec<F,B>>::execute_h2stream",0.09
after,grpc,1024,capacity,1,"indexmap::map::IndexMap<K,V,S>::swap_remove",0.09
after,grpc,1024,capacity,1,px_unit_alloc,0.09
after,grpc,1024,capacity,1,ep_done_scan,0.09
after,grpc,1024,capacity,1,__aarch64_swp1_acq,0.09
after,grpc,1024,capacity,1,0x000000000001d81c,0.09
after,grpc,1024,capacity,1,memblock_is_map_memory,0.09
after,grpc,1024,capacity,1,tokio::runtime::task::raw::schedule,0.09
after,grpc,1024,capacity,1,"<linkerd_stack_tracing::Instrument<T,G,S> as tower_service::Service<Req>>::call",0.09
