worker,opened,closed,active,pending,tasks,progress_age_ms,drains,progressed,completion_q,cross_q,deferred_recv,dma_inflight,dma_retries,dma_stalled,stalled_conns,emit_pending,ack_release_q,ack_retry,remote_fin,parked,wake_posted
0,0,0,0,0,0,26518,32855,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,14837,166424,83717,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,27188,33487,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,27547,33791,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,27854,34137,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,28180,34477,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,28577,34829,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,28917,35207,3,0,0,0,0,0,0,0,0,0,0,0,0,0
