payload_bytes,config,rate_index,offered_rps,source,min_knee_rps,config_knee_rps,expected_reps,observed_reps,missing_reps,validation_ok_reps,clean_reps,clean_fraction,clean_reasons,achieved_rps_med,achieved_rps_min,achieved_rps_max,achieved_ratio_med,achieved_ratio_min,achieved_ratio_max,p50_us_med,p50_us_min,p50_us_max,p99_us_med,p99_us_min,p99_us_max,endpoint_app_cores_med,endpoint_app_cores_min,endpoint_app_cores_max,endpoint_app_user_cores_med,endpoint_app_user_cores_min,endpoint_app_user_cores_max,endpoint_app_system_cores_med,endpoint_app_system_cores_min,endpoint_app_system_cores_max,endpoint_sidecar_cores_med,endpoint_sidecar_cores_min,endpoint_sidecar_cores_max,endpoint_sidecar_user_cores_med,endpoint_sidecar_user_cores_min,endpoint_sidecar_user_cores_max,endpoint_sidecar_system_cores_med,endpoint_sidecar_system_cores_min,endpoint_sidecar_system_cores_max,host_cgroup_cores_med,host_cgroup_cores_min,host_cgroup_cores_max,host_cgroup_user_cores_med,host_cgroup_user_cores_min,host_cgroup_user_cores_max,host_cgroup_system_cores_med,host_cgroup_system_cores_min,host_cgroup_system_cores_max,host_busy_cores_med,host_busy_cores_min,host_busy_cores_max,client_app_cores_med,client_app_cores_min,client_app_cores_max,server_app_cores_med,server_app_cores_min,server_app_cores_max,client_sidecar_cores_med,client_sidecar_cores_min,client_sidecar_cores_max,server_sidecar_cores_med,server_sidecar_cores_min,server_sidecar_cores_max,host_irq_cores_med,host_irq_cores_min,host_irq_cores_max,host_softirq_cores_med,host_softirq_cores_min,host_softirq_cores_max,system_softirq_cores_med,system_softirq_cores_min,system_softirq_cores_max,dpu_arm_cores_med,dpu_arm_cores_min,dpu_arm_cores_max,host_incremental_cores_med,host_cores_per_mrps_med,dpu_incremental_cores_med,generator_drops_sum,fail_sum,overflow_sum,reorder_sum
64,dpumesh-preload,6,123583,knee,123583,123583,3,3,0,3,3,1.000000,clean:3,123569.000000,123565.000000,123580.000000,0.999887,0.999854,0.999976,1082.000000,324.000000,1142.000000,2158.000000,591.000000,2246.000000,1.789810,1.785684,1.815258,0.425472,0.422879,0.431404,1.362805,1.358405,1.389787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.789810,1.785684,1.815258,0.425472,0.422879,0.431404,1.362805,1.358405,1.389787,1.763158,1.754161,1.799119,0.979435,0.978851,0.979811,0.810375,0.805873,0.836407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100350,0.090519,0.118040,3.495735,3.467742,3.564929,1.789652,14.483486,3.363263,0,0,0,0
64,dpumesh-preload,7,129762,knee,123583,123583,3,3,0,3,2,0.666667,clean:2;p99:1,129752.000000,128876.000000,129753.000000,0.999923,0.993172,0.999931,1007.000000,878.000000,59430.000000,2754.000000,2026.000000,139387.000000,1.823797,1.810527,1.827159,0.417419,0.413896,0.424450,1.402709,1.393107,1.409901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.823797,1.810527,1.827159,0.417419,0.413896,0.424450,1.402709,1.393107,1.409901,1.800807,1.759482,1.810245,0.975849,0.975776,0.980357,0.847948,0.830170,0.851383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.104252,0.088515,0.133801,3.435606,3.427625,3.714421,1.823639,14.054696,3.303134,0,0,0,0
64,dpumesh-native,5,2550000,knee,123583,3000000,3,3,0,3,3,1.000000,clean:3,2550045.000000,2550002.000000,2550047.000000,1.000018,1.000001,1.000018,199.000000,196.000000,209.000000,454.000000,344.000000,615.000000,0.812874,0.795823,0.842449,0.542751,0.530438,0.560423,0.270124,0.265386,0.282026,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.812874,0.795823,0.842449,0.542751,0.530438,0.560423,0.270124,0.265386,0.282026,0.793994,0.716144,0.867598,0.468891,0.468140,0.471307,0.343983,0.327683,0.371142,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033445,0.025577,0.050178,3.048341,3.005687,3.339640,0.812717,0.318712,2.915008,0,0,0,0
64,dpumesh-native,6,3000000,knee,123583,3000000,3,3,0,3,3,1.000000,clean:3,3000042.000000,3000021.000000,3000067.000000,1.000014,1.000007,1.000022,198.000000,189.000000,200.000000,365.000000,332.000000,529.000000,0.926081,0.887418,0.940817,0.619460,0.598778,0.647855,0.292963,0.288640,0.306621,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.926081,0.887418,0.940817,0.619460,0.598778,0.647855,0.292963,0.288640,0.306621,0.904045,0.846107,0.933542,0.523126,0.517528,0.541176,0.399641,0.369890,0.402955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.035418,0.035414,0.049186,3.128092,3.053131,3.130627,0.925924,0.308634,2.994759,0,0,0,0
64,dpumesh-native,7,3150000,knee,123583,3000000,3,3,0,3,3,1.000000,clean:3,3150096.000000,3150069.000000,3150128.000000,1.000030,1.000022,1.000041,187.000000,186.000000,197.000000,344.000000,264.000000,454.000000,0.925073,0.912246,0.953415,0.640226,0.626732,0.640726,0.285512,0.284845,0.312688,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.925073,0.912246,0.953415,0.640226,0.626732,0.640726,0.285512,0.284845,0.312688,0.899064,0.898194,0.916952,0.536718,0.535439,0.540578,0.389634,0.375528,0.412837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043286,0.042297,0.047225,3.088152,3.084360,3.347538,0.924916,0.293612,2.954819,0,0,0,0
1024,plain,5,405396,knee,125923,476937,3,3,0,3,3,1.000000,clean:3,405392.000000,405392.000000,405398.000000,0.999990,0.999990,1.000005,105.000000,98.000000,121.000000,235.000000,226.000000,386.000000,1.877314,1.799711,1.906535,0.102090,0.093272,0.113480,1.775224,1.686231,1.813262,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.877314,1.799711,1.906535,0.102090,0.093272,0.113480,1.775224,1.686231,1.813262,1.869616,1.780745,1.901886,0.984560,0.976126,0.984755,0.892559,0.815151,0.930409,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.906272,0.794940,0.934380,1.063713,0.967112,1.085400,NA,NA,NA,1.877314,4.630861,NA,3661,0,0,0
1024,plain,6,476937,knee,125923,476937,3,3,0,3,1,0.333333,achieved+generator_drop:2;clean:1,298106.000000,258678.000000,476907.000000,0.625043,0.542374,0.999937,167.000000,121.000000,194.000000,4276.000000,414.000000,5361.000000,1.837177,1.807682,1.876382,0.102672,0.100630,0.104762,1.736547,1.705011,1.771620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.837177,1.807682,1.876382,0.102672,0.100630,0.104762,1.736547,1.705011,1.771620,1.826851,1.784775,1.874429,0.984414,0.984031,0.984611,0.852763,0.823651,0.891771,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.762418,0.740868,0.858991,0.969008,0.916985,1.000680,NA,NA,NA,1.837177,6.063890,NA,3974948,0,0,0
1024,plain,7,500784,knee,125923,476937,3,3,0,3,0,0.000000,achieved+generator_drop:2;generator_drop:1,484164.000000,326147.000000,494633.000000,0.966812,0.651273,0.987717,147.000000,144.000000,249.000000,837.000000,646.000000,3087.000000,1.861116,1.832386,1.871765,0.108157,0.095525,0.112306,1.759459,1.724229,1.765591,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.861116,1.832386,1.871765,0.108157,0.095525,0.112306,1.759459,1.724229,1.765591,1.837040,1.821612,1.857890,0.975579,0.975518,0.984705,0.876411,0.856807,0.896247,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.837344,0.771506,0.845647,0.870798,0.794885,0.998604,NA,NA,NA,1.861116,3.865973,NA,1978678,0,0,0
1024,envoy-permissive,5,796398,knee,125923,936939,3,3,0,3,3,1.000000,clean:3,796369.000000,796368.000000,796376.000000,0.999964,0.999962,0.999972,462.000000,358.000000,474.000000,899.000000,505.000000,914.000000,0.598395,0.545483,0.601197,0.104113,0.093948,0.105133,0.494281,0.451534,0.496063,1.089838,1.070413,1.305941,0.204494,0.203188,0.235843,0.886651,0.865919,1.070098,1.688233,1.671610,1.851424,0.309627,0.307301,0.329791,1.380932,1.361982,1.521632,1.674755,1.640612,1.849815,0.451754,0.369636,0.458168,0.146641,0.143029,0.175847,0.532496,0.526282,0.614620,0.557342,0.544131,0.691321,0.000000,0.000000,0.000000,0.408117,0.398350,0.508429,0.424835,0.411137,0.525147,NA,NA,NA,1.680694,2.110446,NA,1682,0,0,0
1024,envoy-permissive,6,936939,knee,125923,936939,3,3,0,3,2,0.666667,clean:2;generator_drop:1,936884.000000,935765.000000,936902.000000,0.999941,0.998747,0.999961,397.000000,395.000000,624.000000,559.000000,549.000000,977.000000,0.583466,0.576455,0.653835,0.097372,0.097070,0.112658,0.486094,0.479385,0.541178,1.242901,1.016948,1.287176,0.225775,0.171940,0.227598,1.015303,0.845009,1.061401,1.819356,1.670783,1.870642,0.323147,0.284598,0.324668,1.494688,1.386187,1.547495,1.816358,1.670203,1.879306,0.403610,0.400703,0.489218,0.172845,0.164617,0.182763,0.580671,0.495265,0.583603,0.662230,0.521683,0.703573,0.000000,0.000000,0.000000,0.456302,0.379681,0.486790,0.468103,0.392468,0.516293,NA,NA,NA,1.811817,1.933875,NA,14461,0,0,0
