stage,fixture,arm,expected,observed,verdict,rcnt,fail,admitted,denied,route_hits,target_mismatch,note
P0,no policy,dpumesh,serve,serve,PASS,40703,0,205,0,0,0,default policy admits
P1,Server, no authorization,dpumesh,refuse,refuse,PASS,0,1,0,1,0,0,deny by default
P1b,Server, no authorization (cold watch),dpumesh,refuse,refuse,PASS,1500,1,8,1,0,0,admitted>0 here is the fail-open window
P2,AuthorizationPolicy: caller identity,dpumesh,serve,serve,PASS,45281,0,227,0,0,0,identity allows
P3,AuthorizationPolicy: another identity,dpumesh,refuse,refuse,PASS,0,1,0,1,0,0,negative control for identity
P4,AuthorizationPolicy: caller address,dpumesh,serve,serve,PASS,45295,0,227,0,0,0,networks clause allows
P5,AuthorizationPolicy: another network,dpumesh,refuse,refuse,PASS,0,1,0,1,0,0,negative control for networks
P6,no policy,dpumesh,serve,serve,PASS,63889,0,320,0,0,0,returned to the default
R0,no route,grpc-dpumesh,serve,serve,PASS,11770,0,1,0,0,0,served by the default route
R1,HTTPRoute matching the method,grpc-dpumesh,serve,serve,PASS,11738,0,1,0,11838,0,route_hits must be > 0
R2,HTTPRoute matching nothing,grpc-dpumesh,refuse,refuse,PASS,0,35752,1,0,0,0,no rule matches
R3,HTTPRoute to another Service,grpc-dpumesh,refuse,refuse,PASS,0,5,6,0,5,81,backend registry refuses a foreign Service
R4,no route,grpc-dpumesh,serve,serve,PASS,11845,0,1,0,0,0,returned to the default route
L1,opaque, 1 threads, rep 1,dpumesh,,,,163085,0,,,,,backends={0} ready_endpoints=NA dist=0:163185 
L1,opaque, 1 threads, rep 2,dpumesh,,,,341337,0,,,,,backends={1} ready_endpoints=NA dist=1:341437 
L1,opaque, 1 threads, rep 3,dpumesh,,,,325738,0,,,,,backends={1} ready_endpoints=NA dist=1:325838 
L1,opaque, 2 threads, rep 1,dpumesh,,,,636553,0,,,,,backends={0 1} ready_endpoints=NA dist=0:318271,1:318482 
L1,opaque, 2 threads, rep 2,dpumesh,,,,393000,0,,,,,backends={0 1} ready_endpoints=NA dist=0:196316,1:196884 
L1,opaque, 2 threads, rep 3,dpumesh,,,,313061,0,,,,,backends={2} ready_endpoints=NA dist=2:313261 
L1,opaque, 4 threads, rep 1,dpumesh,,,,565186,0,,,,,backends={1} ready_endpoints=NA dist=1:565586 
L1,opaque, 4 threads, rep 2,dpumesh,,,,601657,0,,,,,backends={0 1} ready_endpoints=NA dist=0:301304,1:300753 
L1,opaque, 4 threads, rep 3,dpumesh,,,,653961,0,,,,,backends={0 1 2} ready_endpoints=NA dist=0:170324,1:170901,2:313136 
L1,opaque, 6 threads, rep 1,dpumesh,,,,1187912,0,,,,,backends={0 1 2} ready_endpoints=NA dist=0:431651,1:220012,2:536849 
L1,opaque, 6 threads, rep 2,dpumesh,,,,1034669,0,,,,,backends={0 1 2} ready_endpoints=NA dist=0:373911,1:188023,2:473335 
L1,opaque, 6 threads, rep 3,dpumesh,,,,1508524,0,,,,,backends={0 1 2} ready_endpoints=NA dist=0:765741,1:514459,2:228924 
L2,two backends, rep 1,dpumesh,,,,858126,0,,,,,backends={0 1} ready_endpoints=2 dist=0:571885,1:286841 
L2,two backends, rep 2,dpumesh,,,,1014424,0,,,,,backends={0 1} ready_endpoints=2 dist=0:507206,1:507818 
L2,two backends, rep 3,dpumesh,,,,1171938,0,,,,,backends={0 1} ready_endpoints=2 dist=0:390340,1:782198 
L3,three backends, rep 1,dpumesh,,,,1074924,0,,,,,backends={0 1 2} ready_endpoints=3 dist=0:366186,1:366540,2:342798 
L3,three backends, rep 2,dpumesh,,,,1303417,0,,,,,backends={0 2} ready_endpoints=3 dist=0:1100174,2:203843 
L3,three backends, rep 3,dpumesh,,,,1439711,0,,,,,backends={0 1 2} ready_endpoints=3 dist=0:509089,1:510735,2:420487 
L4a,grpc 1 channels,grpc-dpumesh,,,,24996,0,,,,,ready_endpoints=1 served: echo-grpc-dpumesh-96fdcf88c-lg75l=25104 
L4b,grpc 4 channels,grpc-dpumesh,,,,120343,0,,,,,ready_endpoints=1 served: echo-grpc-dpumesh-96fdcf88c-4b2ql=29974 echo-grpc-dpumesh-96fdcf88c-lg75l=90801 
L5,grpc, one backend,grpc-dpumesh,,,,25044,0,,,,,backends={} ready_endpoints=NA dist=NA 
