run_id,phase,config,payload_bytes,reply_bytes,connections,arrival,rate_index,offered_rps,reported_offered_rps,rep,duration_s,achieved_rps,gbps,p50_us,p95_us,p99_us,p999_us,p9999_us,avg_us,min_us,max_us,ok,scheduled,pending,fail,generator_drops,overflow,reorder,client_app_cores,client_app_user_cores,client_app_system_cores,server_app_cores,server_app_user_cores,server_app_system_cores,client_sidecar_cores,client_sidecar_user_cores,client_sidecar_system_cores,server_sidecar_cores,server_sidecar_user_cores,server_sidecar_system_cores,host_cgroup_cores,host_cgroup_user_cores,host_cgroup_system_cores,host_busy_cores,host_user_cores,host_system_cores,host_irq_cores,host_softirq_cores,system_softirq_cores,dpu_arm_cores,nr_throttled,throttled_seconds,core_list,mpstat_file,perf_data,validation_status,sla_clean,achieved_ratio,schedule_ratio,generator_drop_ratio,clean_reason
idle-0-q0-envoy-permissive-r1,idle,envoy-permissive,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003690,0.000874,0.002816,0.003730,0.001296,0.002434,0.007420,0.002170,0.005250,0.015992,0.005997,0.009995,0.000000,0.000000,0.009995,NA,0.000000,0.000000,22;23,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-envoy-permissive-r1.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-envoy-strict-r1,idle,envoy-strict,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003939,0.001235,0.002704,0.003466,0.001166,0.002300,0.007405,0.002401,0.005004,0.017991,0.015992,0.001999,0.000000,0.000000,0.009995,NA,0.000000,0.000000,24;25,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-envoy-strict-r1.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-dpumesh-preload-r1,idle,dpumesh-preload,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000080,0.000000,0.000080,0.000082,0.000082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000162,0.000082,0.000080,0.011994,0.007996,0.001999,0.000000,0.001999,0.005997,0.133581,0.000000,0.000000,18;19,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-dpumesh-preload-r1.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-dpumesh-native-r1,idle,dpumesh-native,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000080,0.000048,0.000032,0.000076,0.000000,0.000076,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000156,0.000048,0.000108,0.011994,0.007996,0.003998,0.000000,0.000000,0.005997,0.137291,0.000000,0.000000,26;27,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-dpumesh-native-r1.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-plain-r1,idle,plain,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.017991,0.013993,0.003998,0.000000,0.000000,0.009995,NA,0.000000,0.000000,20;21,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-plain-r1.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-envoy-strict-r2,idle,envoy-strict,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004011,0.000269,0.003742,0.004065,0.000288,0.003777,0.008076,0.000557,0.007519,0.013993,0.005997,0.007996,0.000000,0.000000,0.005997,NA,0.000000,0.000000,24;25,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-envoy-strict-r2.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-dpumesh-preload-r2,idle,dpumesh-preload,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000081,0.000021,0.000061,0.000077,0.000018,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000158,0.000039,0.000120,0.015993,0.009995,0.005997,0.000000,0.000000,0.007996,0.131725,0.000000,0.000000,18;19,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-dpumesh-preload-r2.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-dpumesh-native-r2,idle,dpumesh-native,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000075,0.000045,0.000030,0.000082,0.000000,0.000082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000157,0.000045,0.000112,0.023988,0.015992,0.007996,0.000000,0.000000,0.005997,0.129870,0.000000,0.000000,26;27,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-dpumesh-native-r2.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-plain-r2,idle,plain,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015993,0.011995,0.001999,0.000000,0.001999,0.007996,NA,0.000000,0.000000,20;21,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-plain-r2.txt,NA,ok,NA,NA,NA,NA,idle
idle-0-q0-envoy-permissive-r2,idle,envoy-permissive,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004216,0.001629,0.002587,0.003638,0.000339,0.003299,0.007854,0.001968,0.005886,0.039979,0.023988,0.015992,0.000000,0.000000,0.005997,NA,0.000000,0.000000,22;23,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/mpstat/idle-0-q0-envoy-permissive-r2.txt,NA,ok,NA,NA,NA,NA,idle
