run_id,stage,sequence,config,payload_bytes,offered_rps,duration_s,achieved_rps,p50_us,p99_us,scheduled,generator_drops,pending,fail,overflow,reorder,achieved_ratio,schedule_ratio,generator_drop_ratio,clean,reason,raw_result
scout-1024-envoy-strict-validate18-v1,validate,18,envoy-strict,1024,821657,10,614736.000,1087.00,1706.00,8216421,2069709,674,0,0,0,0.748166,0.999982,0.251899,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-validate18-v1.result.attempt1.txt
scout-1024-envoy-strict-validate18-v2,validate,18,envoy-strict,1024,821657,10,710183.000,1013.00,1347.00,8216415,1114875,523,0,0,0,0.864330,0.999981,0.135689,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-validate18-v2.result.attempt1.txt
scout-1024-envoy-strict-backtrack17-v1,backtrack,17,envoy-strict,1024,608635,10,608615.000,599.00,832.00,6086239,436,296,0,0,0,0.999967,0.999982,0.000072,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-backtrack17-v1.result.attempt1.txt
scout-1024-envoy-strict-backtrack17-v2,backtrack,17,envoy-strict,1024,608635,10,608608.000,596.00,852.00,6086273,411,262,0,0,0,0.999956,0.999987,0.000068,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-backtrack17-v2.result.attempt1.txt
scout-1024-envoy-strict-refine1-v1,refine,1,envoy-strict,1024,707170,10,613638.000,994.00,1583.00,7071649,935329,524,0,0,0,0.867738,0.999993,0.132265,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine1-v1.result.attempt1.txt
scout-1024-envoy-strict-refine1-v2,refine,1,envoy-strict,1024,707170,10,693024.000,917.00,1270.00,7071605,141458,533,0,0,0,0.979996,0.999987,0.020004,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine1-v2.result.attempt1.txt
scout-1024-envoy-strict-refine2-v1,refine,2,envoy-strict,1024,656055,10,655838.000,633.00,974.00,6560483,2127,310,0,0,0,0.999669,0.999990,0.000324,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine2-v1.result.attempt1.txt
scout-1024-envoy-strict-refine2-v2,refine,2,envoy-strict,1024,656055,10,622156.000,994.00,1462.00,6560425,339000,565,0,0,0,0.948329,0.999981,0.051673,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine2-v2.result.attempt1.txt
scout-1024-envoy-strict-refine2-v3,refine,2,envoy-strict,1024,656055,10,655823.000,639.00,1012.00,6560395,2598,347,0,0,0,0.999646,0.999976,0.000396,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine2-v3.result.attempt1.txt
scout-1024-envoy-strict-refine3-v1,refine,3,envoy-strict,1024,681133,10,679073.000,770.00,1181.00,6811265,20704,335,0,0,0,0.996976,0.999990,0.003040,0,generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine3-v1.result.attempt1.txt
scout-1024-envoy-strict-refine3-v2,refine,3,envoy-strict,1024,681133,10,680857.000,613.00,984.00,6811264,2944,392,0,0,0,0.999595,0.999990,0.000432,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine3-v2.result.attempt1.txt
scout-1024-envoy-strict-refine3-v3,refine,3,envoy-strict,1024,681133,10,621276.000,1025.00,1496.00,6811189,598585,446,0,0,0,0.912121,0.999979,0.087883,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine3-v3.result.attempt1.txt
scout-1024-envoy-strict-refine4-v1,refine,4,envoy-strict,1024,668476,10,667644.000,698.00,1147.00,6684655,8440,357,0,0,0,0.998755,0.999984,0.001263,0,generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine4-v1.result.attempt1.txt
scout-1024-envoy-strict-refine4-v2,refine,4,envoy-strict,1024,668476,10,667826.000,686.00,1116.00,6684741,6819,313,0,0,0,0.999028,0.999997,0.001020,0,generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-envoy-strict-refine4-v2.result.attempt1.txt
scout-1024-dpumesh-preload-pilot1-v1,pilot,1,dpumesh-preload,1024,5000,2,4999.000,331.00,395.00,10000,0,0,0,0,0,0.999800,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot1-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot2-v1,pilot,2,dpumesh-preload,1024,6750,2,6749.000,291.00,1508.00,13500,0,0,0,0,0,0.999852,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot2-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot3-v1,pilot,3,dpumesh-preload,1024,9113,2,9111.000,226.00,428.00,18228,0,4,0,0,0,0.999781,1.000110,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot3-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot4-v1,pilot,4,dpumesh-preload,1024,12303,2,12300.000,227.00,1642.00,24608,0,4,0,0,0,0.999756,1.000081,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot4-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot5-v1,pilot,5,dpumesh-preload,1024,16609,2,16606.000,226.00,500.00,33220,0,8,0,0,0,0.999819,1.000060,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot5-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot6-v1,pilot,6,dpumesh-preload,1024,22422,2,22420.000,213.00,440.00,44844,0,4,0,0,0,0.999911,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot6-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot7-v1,pilot,7,dpumesh-preload,1024,30270,2,30268.000,210.00,2414.00,60540,0,4,0,0,0,0.999934,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot7-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot8-v1,pilot,8,dpumesh-preload,1024,40865,2,40863.000,181.00,4818.00,81728,0,4,0,0,0,0.999951,0.999976,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot8-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot9-v1,pilot,9,dpumesh-preload,1024,55168,2,55165.000,167.00,9081.00,110336,0,10,0,0,0,0.999946,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot9-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot10-v1,pilot,10,dpumesh-preload,1024,74477,2,74473.000,170.00,371.00,148955,0,13,0,0,0,0.999946,1.000007,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot10-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot11-v1,pilot,11,dpumesh-preload,1024,100544,2,100542.000,161.00,238.00,201086,0,14,0,0,0,0.999980,0.999990,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot11-v1.result.attempt1.txt
scout-1024-dpumesh-preload-pilot12-v1,pilot,12,dpumesh-preload,1024,135734,2,130174.000,26347.00,159120.00,271467,0,11098,0,0,0,0.959038,0.999996,0.000000,0,achieved+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-pilot12-v1.result.attempt1.txt
scout-1024-dpumesh-preload-validate12-v1,validate,12,dpumesh-preload,1024,135734,10,134787.000,66806.00,142279.00,1357337,0,9474,0,0,0,0.993023,0.999998,0.000000,0,p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-validate12-v1.result.attempt1.txt
scout-1024-dpumesh-preload-validate12-v2,validate,12,dpumesh-preload,1024,135734,10,134768.000,67129.00,142632.00,1357340,0,9662,0,0,0,0.992883,1.000000,0.000000,0,p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-validate12-v2.result.attempt1.txt
scout-1024-dpumesh-preload-backtrack11-v1,backtrack,11,dpumesh-preload,1024,100544,10,100543.000,190.00,366.00,1005439,0,17,0,0,0,0.999990,0.999999,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-backtrack11-v1.result.attempt1.txt
scout-1024-dpumesh-preload-backtrack11-v2,backtrack,11,dpumesh-preload,1024,100544,10,100544.000,165.00,252.00,1005443,0,16,0,0,0,1.000000,1.000003,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-backtrack11-v2.result.attempt1.txt
scout-1024-dpumesh-preload-refine1-v1,refine,1,dpumesh-preload,1024,116821,10,116819.000,276.00,500.00,1168207,0,31,0,0,0,0.999983,0.999997,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine1-v1.result.attempt1.txt
scout-1024-dpumesh-preload-refine1-v2,refine,1,dpumesh-preload,1024,116821,10,116818.000,258.00,431.00,1168210,0,38,0,0,0,0.999974,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine1-v2.result.attempt1.txt
scout-1024-dpumesh-preload-refine2-v1,refine,2,dpumesh-preload,1024,125923,10,125058.000,608.00,124147.00,1259229,0,8656,0,0,0,0.993131,0.999999,0.000000,0,p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine2-v1.result.attempt1.txt
scout-1024-dpumesh-preload-refine2-v2,refine,2,dpumesh-preload,1024,125923,10,125916.000,541.00,1009.00,1259226,0,86,0,0,0,0.999944,0.999997,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine2-v2.result.attempt1.txt
scout-1024-dpumesh-preload-refine2-v3,refine,2,dpumesh-preload,1024,125923,10,125919.000,530.00,986.00,1259230,0,57,0,0,0,0.999968,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine2-v3.result.attempt1.txt
scout-1024-dpumesh-preload-refine3-v1,refine,3,dpumesh-preload,1024,130737,10,129810.000,55806.00,167010.00,1307368,0,9271,0,0,0,0.992909,0.999998,0.000000,0,p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine3-v1.result.attempt1.txt
scout-1024-dpumesh-preload-refine3-v2,refine,3,dpumesh-preload,1024,130737,10,129833.000,64816.00,141069.00,1307368,0,9047,0,0,0,0.993085,0.999998,0.000000,0,p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine3-v2.result.attempt1.txt
scout-1024-dpumesh-preload-refine4-v1,refine,4,dpumesh-preload,1024,128307,10,127430.000,62350.00,139615.00,1283065,0,8770,0,0,0,0.993165,0.999996,0.000000,0,p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine4-v1.result.attempt1.txt
scout-1024-dpumesh-preload-refine4-v2,refine,4,dpumesh-preload,1024,128307,10,128297.000,812.00,1547.00,1283068,0,116,0,0,0,0.999922,0.999998,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine4-v2.result.attempt1.txt
scout-1024-dpumesh-preload-refine4-v3,refine,4,dpumesh-preload,1024,128307,10,127390.000,65412.00,144040.00,1283070,0,9176,0,0,0,0.992853,1.000000,0.000000,0,p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-1024-dpumesh-preload-refine4-v3.result.attempt1.txt
scout-8192-envoy-strict-pilot1-v1,pilot,1,envoy-strict,8192,5000,2,4998.000,199.00,446.00,10000,0,0,0,0,0,0.999600,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot1-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot2-v1,pilot,2,envoy-strict,8192,6750,2,6748.000,370.00,480.00,13500,0,0,0,0,0,0.999704,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot2-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot3-v1,pilot,3,envoy-strict,8192,9113,2,9112.000,214.00,611.00,18228,0,3,0,0,0,0.999890,1.000110,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot3-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot4-v1,pilot,4,envoy-strict,8192,12303,2,12301.000,197.00,560.00,24608,0,2,0,0,0,0.999837,1.000081,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot4-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot5-v1,pilot,5,envoy-strict,8192,16609,2,16608.000,202.00,639.00,33220,0,4,0,0,0,0.999940,1.000060,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot5-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot6-v1,pilot,6,envoy-strict,8192,22422,2,22420.000,178.00,556.00,44844,0,1,0,0,0,0.999911,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot6-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot7-v1,pilot,7,envoy-strict,8192,30270,2,30269.000,334.00,509.00,60540,0,6,0,0,0,0.999967,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot7-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot8-v1,pilot,8,envoy-strict,8192,40865,2,40863.000,329.00,461.00,81728,0,10,0,0,0,0.999951,0.999976,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot8-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot9-v1,pilot,9,envoy-strict,8192,55168,2,55165.000,374.00,499.00,110336,0,16,0,0,0,0.999946,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot9-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot10-v1,pilot,10,envoy-strict,8192,74477,2,74472.000,574.00,925.00,148946,0,40,0,0,0,0.999933,0.999946,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot10-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot11-v1,pilot,11,envoy-strict,8192,100544,2,100758.000,2168.00,4169.00,201066,0,227,0,0,0,1.002128,0.999891,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot11-v1.result.attempt1.txt
scout-8192-envoy-strict-pilot12-v1,pilot,12,envoy-strict,8192,135734,2,123060.000,5216.00,7242.00,271350,25432,518,0,0,0,0.906626,0.999565,0.093724,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-pilot12-v1.result.attempt1.txt
scout-8192-envoy-strict-validate12-v1,validate,12,envoy-strict,8192,135734,10,124861.000,5687.00,7269.00,1357125,108496,670,0,0,0,0.919895,0.999842,0.079945,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-validate12-v1.result.attempt1.txt
scout-8192-envoy-strict-validate12-v2,validate,12,envoy-strict,8192,135734,10,124855.000,5705.00,7173.00,1357265,108946,563,0,0,0,0.919851,0.999945,0.080269,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-validate12-v2.result.attempt1.txt
scout-8192-envoy-strict-backtrack11-v1,backtrack,11,envoy-strict,8192,100544,10,100552.000,912.00,1503.00,1005420,0,64,0,0,0,1.000080,0.999980,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-backtrack11-v1.result.attempt1.txt
scout-8192-envoy-strict-backtrack11-v2,backtrack,11,envoy-strict,8192,100544,10,100551.000,880.00,1422.00,1005427,0,71,0,0,0,1.000070,0.999987,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-backtrack11-v2.result.attempt1.txt
scout-8192-envoy-strict-refine1-v1,refine,1,envoy-strict,8192,116821,10,116836.000,2655.00,4265.00,1168193,0,230,0,0,0,1.000128,0.999985,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine1-v1.result.attempt1.txt
scout-8192-envoy-strict-refine1-v2,refine,1,envoy-strict,8192,116821,10,116847.000,2078.00,3562.00,1168178,0,232,0,0,0,1.000223,0.999973,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine1-v2.result.attempt1.txt
scout-8192-envoy-strict-refine2-v1,refine,2,envoy-strict,8192,125923,10,113995.000,5426.00,7723.00,1259194,119262,367,0,0,0,0.905275,0.999971,0.094713,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine2-v1.result.attempt1.txt
scout-8192-envoy-strict-refine2-v2,refine,2,envoy-strict,8192,125923,10,114537.000,5183.00,7643.00,1259088,113863,428,0,0,0,0.909580,0.999887,0.090433,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine2-v2.result.attempt1.txt
scout-8192-envoy-strict-refine3-v1,refine,3,envoy-strict,8192,121287,10,114489.000,5133.00,7680.00,1212686,67660,600,0,0,0,0.943951,0.999848,0.055794,0,achieved+generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine3-v1.result.attempt1.txt
scout-8192-envoy-strict-refine3-v2,refine,3,envoy-strict,8192,121287,10,121295.000,3222.00,5788.00,1212773,159,365,0,0,0,1.000066,0.999920,0.000131,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine3-v2.result.attempt1.txt
scout-8192-envoy-strict-refine3-v3,refine,3,envoy-strict,8192,121287,10,121282.000,3326.00,5723.00,1212832,119,286,0,0,0,0.999959,0.999969,0.000098,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine3-v3.result.attempt1.txt
scout-8192-envoy-strict-refine4-v1,refine,4,envoy-strict,8192,123583,10,122910.000,4703.00,6770.00,1235743,6456,470,0,0,0,0.994554,0.999930,0.005224,0,generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine4-v1.result.attempt1.txt
scout-8192-envoy-strict-refine4-v2,refine,4,envoy-strict,8192,123583,10,123250.000,4875.00,6666.00,1235818,3208,426,0,0,0,0.997305,0.999990,0.002596,0,generator_drop,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-envoy-strict-refine4-v2.result.attempt1.txt
scout-8192-dpumesh-preload-pilot1-v1,pilot,1,dpumesh-preload,8192,5000,2,4998.000,325.00,388.00,10000,0,0,0,0,0,0.999600,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot1-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot2-v1,pilot,2,dpumesh-preload,8192,6750,2,6749.000,326.00,482.00,13500,0,0,0,0,0,0.999852,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot2-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot3-v1,pilot,3,dpumesh-preload,8192,9113,2,9111.000,232.00,471.00,18228,0,4,0,0,0,0.999781,1.000110,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot3-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot4-v1,pilot,4,dpumesh-preload,8192,12303,2,12300.000,247.00,455.00,24608,0,4,0,0,0,0.999756,1.000081,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot4-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot5-v1,pilot,5,dpumesh-preload,8192,16609,2,16608.000,230.00,454.00,33220,0,4,0,0,0,0.999940,1.000060,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot5-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot6-v1,pilot,6,dpumesh-preload,8192,22422,2,22421.000,210.00,325.00,44844,0,3,0,0,0,0.999955,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot6-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot7-v1,pilot,7,dpumesh-preload,8192,30270,2,30268.000,216.00,452.00,60540,0,4,0,0,0,0.999934,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot7-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot8-v1,pilot,8,dpumesh-preload,8192,40865,2,40863.000,195.00,311.00,81729,0,6,0,0,0,0.999951,0.999988,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot8-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot9-v1,pilot,9,dpumesh-preload,8192,55168,2,55153.000,451.00,857.00,110336,0,34,0,0,0,0.999728,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot9-v1.result.attempt1.txt
scout-8192-dpumesh-preload-pilot10-v1,pilot,10,dpumesh-preload,8192,74477,2,65441.000,40485.00,71498.00,148954,14984,2995,0,0,0,0.878674,1.000000,0.100595,0,achieved+generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-pilot10-v1.result.attempt1.txt
scout-8192-dpumesh-preload-validate10-v1,validate,10,dpumesh-preload,8192,74477,10,62274.000,47083.00,77999.00,744769,118872,3036,0,0,0,0.836151,0.999999,0.159609,0,achieved+generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-validate10-v1.result.attempt1.txt
scout-8192-dpumesh-preload-validate10-v2,validate,10,dpumesh-preload,8192,74477,10,66135.000,43117.00,70636.00,744772,80396,2943,0,0,0,0.887992,1.000003,0.107947,0,achieved+generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-validate10-v2.result.attempt1.txt
scout-8192-dpumesh-preload-backtrack9-v1,backtrack,9,dpumesh-preload,8192,55168,10,55166.000,392.00,924.00,551681,0,21,0,0,0,0.999964,1.000002,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-backtrack9-v1.result.attempt1.txt
scout-8192-dpumesh-preload-backtrack9-v2,backtrack,9,dpumesh-preload,8192,55168,10,55166.000,375.00,882.00,551680,0,18,0,0,0,0.999964,1.000000,0.000000,1,clean,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-backtrack9-v2.result.attempt1.txt
scout-8192-dpumesh-preload-refine1-v1,refine,1,dpumesh-preload,8192,64100,10,59031.000,44326.00,74561.00,641003,47873,2759,0,0,0,0.920920,1.000005,0.074685,0,achieved+generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-refine1-v1.result.attempt1.txt
scout-8192-dpumesh-preload-refine1-v2,refine,1,dpumesh-preload,8192,64100,10,59310.000,32557.00,72586.00,640998,45794,2048,0,0,0,0.925273,0.999997,0.071442,0,achieved+generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-refine1-v2.result.attempt1.txt
scout-8192-dpumesh-preload-refine2-v1,refine,2,dpumesh-preload,8192,59467,10,57956.000,31342.00,68868.00,594669,13197,1900,0,0,0,0.974591,0.999998,0.022192,0,achieved+generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-refine2-v1.result.attempt1.txt
scout-8192-dpumesh-preload-refine2-v2,refine,2,dpumesh-preload,8192,59467,10,57920.000,31507.00,69091.00,594669,13428,2025,0,0,0,0.973986,0.999998,0.022581,0,achieved+generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-refine2-v2.result.attempt1.txt
scout-8192-dpumesh-preload-refine3-v1,refine,3,dpumesh-preload,8192,57277,10,57017.000,25203.00,63984.00,572769,769,1828,0,0,0,0.995461,0.999998,0.001343,0,generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-refine3-v1.result.attempt1.txt
scout-8192-dpumesh-preload-refine3-v2,refine,3,dpumesh-preload,8192,57277,10,56950.000,28229.00,66078.00,572769,1350,1920,0,0,0,0.994291,0.999998,0.002357,0,generator_drop+p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-refine3-v2.result.attempt1.txt
scout-8192-dpumesh-preload-refine4-v1,refine,4,dpumesh-preload,8192,56213,10,56178.000,4521.00,15821.00,562131,0,352,0,0,0,0.999377,1.000002,0.000000,0,p99,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-113431/raw/scout-8192-dpumesh-preload-refine4-v1.result.attempt1.txt
