config,body,rate,role,layer,site,samples,cores,share
grpc-tcp,48,16000,server,grpc,kernel-poll,127,0.01799,0.02708
grpc-tcp,48,16000,server,grpc,vdso,63,0.00892,0.01343
grpc-tcp,48,16000,server,kernel-only,kernel-syscall,37,0.00524,0.00789
grpc-tcp,48,16000,server,kernel-only,kernel-sched,4,0.00057,0.00085
grpc-tcp,48,16000,server,kernel-only,kernel-other,3,0.00042,0.00064
grpc-tcp,48,16000,server,app,libc,3,0.00042,0.00064
grpc-tcp,48,16000,server,app,app-code,1,0.00014,0.00021
grpc-tcp,48,16000,server,app,kernel-sched,1,0.00014,0.00021
grpc-tcp,48,16000,server,noise,libc,1,0.00014,0.00021
grpc-tcp,48,24000,client,grpc,grpc-code,2760,0.38907,0.45061
grpc-tcp,48,24000,client,grpc,kernel-sched,1069,0.15069,0.17453
grpc-tcp,48,24000,client,grpc,kernel-net,859,0.12109,0.14024
grpc-tcp,48,24000,client,grpc,kernel-other,529,0.07457,0.08637
grpc-tcp,48,24000,client,grpc,libc,355,0.05004,0.05796
grpc-tcp,48,24000,client,grpc,kernel-syscall,244,0.0344,0.03984
grpc-tcp,48,24000,client,grpc,kernel-poll,123,0.01734,0.02008
grpc-tcp,48,24000,client,grpc,vdso,54,0.00761,0.00882
grpc-tcp,48,24000,client,app,libc,51,0.00719,0.00833
grpc-tcp,48,24000,client,kernel-only,kernel-syscall,35,0.00493,0.00571
grpc-tcp,48,24000,client,app,app-code,28,0.00395,0.00457
grpc-tcp,48,24000,client,app,kernel-sched,7,0.00099,0.00114
grpc-tcp,48,24000,client,kernel-only,kernel-other,3,0.00042,0.00049
grpc-tcp,48,24000,client,app,vdso,3,0.00042,0.00049
grpc-tcp,48,24000,client,app,kernel-other,2,0.00028,0.00033
grpc-tcp,48,24000,client,app,kernel-syscall,2,0.00028,0.00033
grpc-tcp,48,24000,client,kernel-only,kernel-sched,1,0.00014,0.00016
grpc-tcp,48,24000,server,grpc,grpc-code,2796,0.39343,0.4719
grpc-tcp,48,24000,server,grpc,kernel-net,875,0.12312,0.14768
grpc-tcp,48,24000,server,grpc,kernel-sched,875,0.12312,0.14768
grpc-tcp,48,24000,server,grpc,kernel-other,521,0.07331,0.08793
grpc-tcp,48,24000,server,grpc,libc,415,0.05839,0.07004
grpc-tcp,48,24000,server,grpc,kernel-syscall,230,0.03236,0.03882
grpc-tcp,48,24000,server,grpc,kernel-poll,96,0.01351,0.0162
grpc-tcp,48,24000,server,grpc,vdso,77,0.01083,0.013
grpc-tcp,48,24000,server,kernel-only,kernel-syscall,28,0.00394,0.00473
grpc-tcp,48,24000,server,app,app-code,5,0.0007,0.00084
grpc-tcp,48,24000,server,kernel-only,kernel-other,4,0.00056,0.00068
grpc-tcp,48,24000,server,noise,libc,1,0.00014,0.00017
grpc-tcp,48,24000,server,app,libc,1,0.00014,0.00017
grpc-tcp,48,24000,server,softirq,kernel-sched,1,0.00014,0.00017
grpc-tcp,1008,20000,client,grpc,grpc-code,2434,0.34271,0.43125
grpc-tcp,1008,20000,client,grpc,kernel-sched,1192,0.16783,0.2112
grpc-tcp,1008,20000,client,grpc,kernel-net,640,0.09011,0.11339
grpc-tcp,1008,20000,client,grpc,kernel-other,473,0.0666,0.08381
grpc-tcp,1008,20000,client,grpc,libc,327,0.04604,0.05794
grpc-tcp,1008,20000,client,grpc,kernel-syscall,249,0.03506,0.04412
grpc-tcp,1008,20000,client,grpc,kernel-poll,132,0.01859,0.02339
grpc-tcp,1008,20000,client,grpc,vdso,59,0.00831,0.01045
grpc-tcp,1008,20000,client,kernel-only,kernel-syscall,35,0.00493,0.0062
grpc-tcp,1008,20000,client,app,libc,33,0.00465,0.00585
grpc-tcp,1008,20000,client,app,kernel-sched,24,0.00338,0.00425
grpc-tcp,1008,20000,client,app,app-code,23,0.00324,0.00408
grpc-tcp,1008,20000,client,app,vdso,10,0.00141,0.00177
grpc-tcp,1008,20000,client,app,kernel-other,6,0.00084,0.00106
grpc-tcp,1008,20000,client,app,kernel-syscall,5,0.0007,0.00089
grpc-tcp,1008,20000,client,kernel-only,kernel-sched,1,0.00014,0.00018
grpc-tcp,1008,20000,client,kernel-only,kernel-other,1,0.00014,0.00018
grpc-tcp,1008,20000,server,grpc,grpc-code,2473,0.34786,0.4632
grpc-tcp,1008,20000,server,grpc,kernel-sched,964,0.1356,0.18056
grpc-tcp,1008,20000,server,grpc,kernel-net,645,0.09073,0.12081
grpc-tcp,1008,20000,server,grpc,kernel-other,448,0.06302,0.08391
grpc-tcp,1008,20000,server,grpc,libc,322,0.04529,0.06031
grpc-tcp,1008,20000,server,grpc,kernel-syscall,259,0.03643,0.04851
grpc-tcp,1008,20000,server,grpc,kernel-poll,137,0.01927,0.02566
grpc-tcp,1008,20000,server,grpc,vdso,57,0.00802,0.01068
grpc-tcp,1008,20000,server,kernel-only,kernel-syscall,25,0.00352,0.00468
grpc-tcp,1008,20000,server,noise,libc,3,0.00042,0.00056
grpc-tcp,1008,20000,server,kernel-only,kernel-other,2,0.00028,0.00037
grpc-tcp,1008,20000,server,app,libc,2,0.00028,0.00037
grpc-tcp,1008,20000,server,app,app-code,2,0.00028,0.00037
