config,body,rate,role,core,site,samples,cores,share
grpc-envoy-strict,48,8000,client,24,envoy-code,314,0.05106,0.09026
grpc-envoy-strict,48,8000,client,24,kernel-syscall,243,0.03952,0.06985
grpc-envoy-strict,48,8000,client,24,libc,201,0.03269,0.05778
grpc-envoy-strict,48,8000,client,24,kernel-poll,80,0.01301,0.023
grpc-envoy-strict,48,8000,client,24,vdso,28,0.00455,0.00805
grpc-envoy-strict,48,8000,client,24,app-code,10,0.00163,0.00287
grpc-envoy-strict,48,8000,server,25,grpc-code,1058,0.16959,0.3207
grpc-envoy-strict,48,8000,server,25,kernel-sched,632,0.10131,0.19157
grpc-envoy-strict,48,8000,server,25,kernel-net,457,0.07326,0.13853
grpc-envoy-strict,48,8000,server,25,envoy-code,340,0.0545,0.10306
grpc-envoy-strict,48,8000,server,25,kernel-other,314,0.05033,0.09518
