config,body,role,layer,dso,symbol,samples,cores
grpc-envoy-strict,1008,client,runtime,libc.so.6,_int_free,75,0.01206
grpc-envoy-strict,1008,client,runtime,libc.so.6,malloc,72,0.01158
grpc-envoy-strict,1008,client,grpc,bench_grpc,absl::lts_20250512::Mutex::Lock,67,0.01077
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],copy_user_enhanced_fast_string,64,0.01029
grpc-envoy-strict,1008,client,runtime,libc.so.6,_int_malloc,58,0.00933
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],_raw_spin_lock_irqsave,51,0.0082
grpc-envoy-strict,1008,client,envoy,envoy,_aesni_ctr32_ghash_6x,50,0.00804
grpc-envoy-strict,1008,client,grpc,bench_grpc,_ZN9grpc_core5TableIJNS_15metadata_detail5ValueINS_17LbCostBinMetadataEvEENS2_INS_17GrpcStatusContextEvEENS2_INS_22W3CTraceParentMetadataEvEENS2_INS_22XForwardedHostMetadataEvEENS2_INS_21XForwardedForMetadataEvEENS2_INS_18XEnvoyPeerMetadataEvEENS2_INS_15LbTokenMetadataEvEENS2_INS_10PeerStringEvEENS2_INS_19GrpcTagsBinMetadataEvEENS2_INS_20GrpcTraceBinMetadataEvEENS2_INS_26GrpcServerStatsBinMetadataEvEENS2_INS_30EndpointLoadMetricsBinMetadataEvEENS2_INS_12HostMetadataEvEENS2_INS_19GrpcMessageMetadataEvEENS2_INS_17UserAgentMetadataEvEENS2_INS_21HttpAuthorityMetadataEvEENS2_INS_16HttpPathMetadataEvEENS2_INS_27GrpcRetryPushbackMsMetadataEvEENS2_INS_19GrpcTimeoutMetadataEvEENS2_INS_25GrpcLbClientStatsMetadataEvEENS2_INS_20GrpcRegisteredMethodEvEENS2_INS_27GrpcInternalEncodingRequestEvEENS2_INS_20GrpcEncodingMetadataEvEENS2_INS_18HttpStatusMetadataEvEENS2_INS_31GrpcPreviousRpcAttemptsMetadataEvEENS2_INS_18GrpcStatusMetadataEvEENS2_INS_12WaitForReadyEvEENS2_INS_22GrpcStreamNetworkStateEvEENS2_INS_26GrpcAcceptEncodingMetadataEvEENS2_INS_10GrpcTarPitEvEENS2_INS_20GrpcCallWasCancelledEvEENS2_INS_10TeMetadataEvEENS2_INS_19ContentTypeMetadataEvEENS2_INS_18HttpSchemeMetadataEvEENS2_INS_18GrpcStatusFromWireEvEENS2_INS_18HttpMethodMetadataEvEENS2_INS_16GrpcTrailersOnlyEvEENS2_INS_18IsTransparentRetryEvEEEE4MoveILb1EJLm0ELm1ELm2ELm3ELm4ELm5ELm6ELm7ELm8ELm9ELm10ELm11ELm12ELm13ELm14ELm15ELm16ELm17ELm18ELm19ELm20ELm21ELm22ELm23ELm24ELm25ELm26ELm27ELm28ELm29ELm30ELm31ELm32ELm33ELm34ELm35ELm36ELm37EEEEvSt16integer_sequenceImJXspT0_EEEOS27_.isra.0,46,0.0074
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],aa_dfa_match_len,45,0.00724
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],update_cfs_group,44,0.00707
grpc-envoy-strict,1008,client,grpc,bench_grpc,grpc_core::promise_filter_detail::ClientCallData::PollContext::Run,43,0.00691
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],_raw_spin_lock,42,0.00675
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],update_load_avg,42,0.00675
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],restore_fpregs_from_fpstate,42,0.00675
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],__nf_conntrack_find_get,41,0.00659
grpc-envoy-strict,1008,client,vdso,[vdso],[unknown],40,0.00643
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],update_curr,39,0.00627
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],__schedule,39,0.00627
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],nft_do_chain,39,0.00627
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],__fget_files,38,0.00611
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],__calc_delta,37,0.00595
grpc-envoy-strict,1008,client,envoy,envoy,Envoy::Buffer::OwnedImpl::reserveWithMaxLength,36,0.00579
grpc-envoy-strict,1008,client,grpc,bench_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::Flusher,36,0.00579
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],_raw_spin_lock_bh,36,0.00579
grpc-envoy-strict,1008,client,grpc,bench_grpc,grpc_slice_buffer_reset_and_unref,35,0.00563
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],skb_release_data,35,0.00563
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],enqueue_entity,32,0.00515
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],futex_wake,32,0.00515
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],__update_load_avg_se,32,0.00515
grpc-envoy-strict,1008,client,grpc,bench_grpc,grpc_core::MultiProducerSingleConsumerQueue::Push,30,0.00482
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],read_tsc,29,0.00466
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],enqueue_task_fair,29,0.00466
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],__inet_lookup_established,27,0.00434
grpc-envoy-strict,1008,client,runtime,libc.so.6,pthread_mutex_lock,27,0.00434
grpc-envoy-strict,1008,client,kernel,[kernel.kallsyms],native_queued_spin_lock_slowpath.part.0,27,0.00434
grpc-envoy-strict,1008,client,grpc,bench_grpc,grpc_core::CallCombiner::Stop,26,0.00418
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],psi_group_change,145,0.02332
grpc-envoy-strict,1008,server,grpc,echo_grpc,absl::lts_20250512::Mutex::Unlock,117,0.01882
grpc-envoy-strict,1008,server,runtime,libc.so.6,malloc,99,0.01592
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],entry_SYSCALL_64,85,0.01367
grpc-envoy-strict,1008,server,grpc,echo_grpc,absl::lts_20250512::Mutex::Lock,78,0.01254
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],copy_user_enhanced_fast_string,78,0.01254
grpc-envoy-strict,1008,server,grpc,echo_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::~Flusher,73,0.01174
grpc-envoy-strict,1008,server,grpc,echo_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::Flusher,70,0.01126
grpc-envoy-strict,1008,server,grpc,echo_grpc,grpc_core::promise_filter_detail::ServerCallData::WakeInsideCombiner,66,0.01061
grpc-envoy-strict,1008,server,envoy,envoy,_aesni_ctr32_ghash_6x,58,0.00933
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],__nf_conntrack_find_get,57,0.00917
grpc-envoy-strict,1008,server,runtime,libc.so.6,_int_malloc,56,0.00901
grpc-envoy-strict,1008,server,vdso,[vdso],[unknown],55,0.00885
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],__fget_files,46,0.0074
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],_raw_spin_lock_irqsave,45,0.00724
grpc-envoy-strict,1008,server,runtime,libc.so.6,_int_free,42,0.00675
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],update_cfs_group,42,0.00675
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],update_curr,41,0.00659
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],aa_dfa_match_len,41,0.00659
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],_raw_spin_lock,39,0.00627
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],update_load_avg,38,0.00611
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],nft_do_chain,37,0.00595
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],__update_load_avg_se,37,0.00595
grpc-envoy-strict,1008,server,envoy,envoy,Envoy::Buffer::OwnedImpl::reserveWithMaxLength,37,0.00595
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],_raw_spin_lock_bh,37,0.00595
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],timerqueue_add,35,0.00563
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],read_tsc,33,0.00531
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],restore_fpregs_from_fpstate,33,0.00531
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],__schedule,30,0.00482
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],enqueue_task_fair,30,0.00482
grpc-envoy-strict,1008,server,runtime,libc.so.6,pthread_mutex_lock,30,0.00482
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],native_queued_spin_lock_slowpath.part.0,30,0.00482
grpc-envoy-strict,1008,server,grpc,echo_grpc,grpc_core::MultiProducerSingleConsumerQueue::Push,30,0.00482
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],__update_load_avg_cfs_rq,29,0.00466
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],arch_exit_to_user_mode_prepare.constprop.0,29,0.00466
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],__calc_delta,29,0.00466
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],__siphash_unaligned,28,0.0045
grpc-envoy-strict,1008,server,grpc,echo_grpc,grpc_core::CallCombiner::Start,27,0.00434
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],native_sched_clock,27,0.00434
grpc-envoy-strict,1008,server,kernel,[kernel.kallsyms],tcp_recvmsg_locked,27,0.00434
grpc-tcp,48,client,kernel,[kernel.kallsyms],psi_group_change,65,0.00937
grpc-tcp,48,client,grpc,bench_grpc,absl::lts_20250512::Mutex::Unlock,40,0.00576
grpc-tcp,48,client,runtime,libc.so.6,malloc,40,0.00576
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::~Flusher,33,0.00476
grpc-tcp,48,client,grpc,bench_grpc,absl::lts_20250512::Mutex::Lock,33,0.00476
grpc-tcp,48,client,kernel,[kernel.kallsyms],update_cfs_group,27,0.00389
grpc-tcp,48,client,kernel,[kernel.kallsyms],__nf_conntrack_find_get,25,0.0036
grpc-tcp,48,client,kernel,[kernel.kallsyms],update_curr,24,0.00346
grpc-tcp,48,client,runtime,libc.so.6,_int_free,23,0.00331
grpc-tcp,48,client,runtime,libc.so.6,_int_malloc,23,0.00331
grpc-tcp,48,client,kernel,[kernel.kallsyms],__calc_delta,22,0.00317
grpc-tcp,48,client,kernel,[kernel.kallsyms],restore_fpregs_from_fpstate,20,0.00288
grpc-tcp,48,client,kernel,[kernel.kallsyms],__schedule,20,0.00288
grpc-tcp,48,client,kernel,[kernel.kallsyms],entry_SYSCALL_64,20,0.00288
grpc-tcp,48,client,kernel,[kernel.kallsyms],read_tsc,19,0.00274
grpc-tcp,48,client,kernel,[kernel.kallsyms],nft_do_chain,19,0.00274
grpc-tcp,48,client,vdso,[vdso],[unknown],19,0.00274
grpc-tcp,48,client,grpc,bench_grpc,_ZN9grpc_core5TableIJNS_15metadata_detail5ValueINS_17LbCostBinMetadataEvEENS2_INS_17GrpcStatusContextEvEENS2_INS_22W3CTraceParentMetadataEvEENS2_INS_22XForwardedHostMetadataEvEENS2_INS_21XForwardedForMetadataEvEENS2_INS_18XEnvoyPeerMetadataEvEENS2_INS_15LbTokenMetadataEvEENS2_INS_10PeerStringEvEENS2_INS_19GrpcTagsBinMetadataEvEENS2_INS_20GrpcTraceBinMetadataEvEENS2_INS_26GrpcServerStatsBinMetadataEvEENS2_INS_30EndpointLoadMetricsBinMetadataEvEENS2_INS_12HostMetadataEvEENS2_INS_19GrpcMessageMetadataEvEENS2_INS_17UserAgentMetadataEvEENS2_INS_21HttpAuthorityMetadataEvEENS2_INS_16HttpPathMetadataEvEENS2_INS_27GrpcRetryPushbackMsMetadataEvEENS2_INS_19GrpcTimeoutMetadataEvEENS2_INS_25GrpcLbClientStatsMetadataEvEENS2_INS_20GrpcRegisteredMethodEvEENS2_INS_27GrpcInternalEncodingRequestEvEENS2_INS_20GrpcEncodingMetadataEvEENS2_INS_18HttpStatusMetadataEvEENS2_INS_31GrpcPreviousRpcAttemptsMetadataEvEENS2_INS_18GrpcStatusMetadataEvEENS2_INS_12WaitForReadyEvEENS2_INS_22GrpcStreamNetworkStateEvEENS2_INS_26GrpcAcceptEncodingMetadataEvEENS2_INS_10GrpcTarPitEvEENS2_INS_20GrpcCallWasCancelledEvEENS2_INS_10TeMetadataEvEENS2_INS_19ContentTypeMetadataEvEENS2_INS_18HttpSchemeMetadataEvEENS2_INS_18GrpcStatusFromWireEvEENS2_INS_18HttpMethodMetadataEvEENS2_INS_16GrpcTrailersOnlyEvEENS2_INS_18IsTransparentRetryEvEEEE4MoveILb1EJLm0ELm1ELm2ELm3ELm4ELm5ELm6ELm7ELm8ELm9ELm10ELm11ELm12ELm13ELm14ELm15ELm16ELm17ELm18ELm19ELm20ELm21ELm22ELm23ELm24ELm25ELm26ELm27ELm28ELm29ELm30ELm31ELm32ELm33ELm34ELm35ELm36ELm37EEEEvSt16integer_sequenceImJXspT0_EEEOS27_.isra.0,18,0.00259
grpc-tcp,48,client,kernel,[kernel.kallsyms],tcp_check_space,17,0.00245
grpc-tcp,48,client,kernel,[kernel.kallsyms],_raw_spin_lock_irqsave,17,0.00245
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::promise_filter_detail::ClientCallData::PollContext::Run,17,0.00245
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::MultiProducerSingleConsumerQueue::Push,16,0.00231
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::Flusher,16,0.00231
grpc-tcp,48,client,kernel,[kernel.kallsyms],__switch_to,16,0.00231
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::promise_filter_detail::ClientCallData::StartPromise,15,0.00216
grpc-tcp,48,client,grpc,bench_grpc,_ZN9grpc_core5TableIJNS_15metadata_detail5ValueINS_17LbCostBinMetadataEvEENS2_INS_17GrpcStatusContextEvEENS2_INS_22W3CTraceParentMetadataEvEENS2_INS_22XForwardedHostMetadataEvEENS2_INS_21XForwardedForMetadataEvEENS2_INS_18XEnvoyPeerMetadataEvEENS2_INS_15LbTokenMetadataEvEENS2_INS_10PeerStringEvEENS2_INS_19GrpcTagsBinMetadataEvEENS2_INS_20GrpcTraceBinMetadataEvEENS2_INS_26GrpcServerStatsBinMetadataEvEENS2_INS_30EndpointLoadMetricsBinMetadataEvEENS2_INS_12HostMetadataEvEENS2_INS_19GrpcMessageMetadataEvEENS2_INS_17UserAgentMetadataEvEENS2_INS_21HttpAuthorityMetadataEvEENS2_INS_16HttpPathMetadataEvEENS2_INS_27GrpcRetryPushbackMsMetadataEvEENS2_INS_19GrpcTimeoutMetadataEvEENS2_INS_25GrpcLbClientStatsMetadataEvEENS2_INS_20GrpcRegisteredMethodEvEENS2_INS_27GrpcInternalEncodingRequestEvEENS2_INS_20GrpcEncodingMetadataEvEENS2_INS_18HttpStatusMetadataEvEENS2_INS_31GrpcPreviousRpcAttemptsMetadataEvEENS2_INS_18GrpcStatusMetadataEvEENS2_INS_12WaitForReadyEvEENS2_INS_22GrpcStreamNetworkStateEvEENS2_INS_26GrpcAcceptEncodingMetadataEvEENS2_INS_10GrpcTarPitEvEENS2_INS_20GrpcCallWasCancelledEvEENS2_INS_10TeMetadataEvEENS2_INS_19ContentTypeMetadataEvEENS2_INS_18HttpSchemeMetadataEvEENS2_INS_18GrpcStatusFromWireEvEENS2_INS_18HttpMethodMetadataEvEENS2_INS_16GrpcTrailersOnlyEvEENS2_INS_18IsTransparentRetryEvEEEE8DestructIJLm0ELm1ELm2ELm3ELm4ELm5ELm6ELm7ELm8ELm9ELm10ELm11ELm12ELm13ELm14ELm15ELm16ELm17ELm18ELm19ELm20ELm21ELm22ELm23ELm24ELm25ELm26ELm27ELm28ELm29ELm30ELm31ELm32ELm33ELm34ELm35ELm36ELm37EEEEvSt16integer_sequenceImJXspT_EEE.isra.0,14,0.00202
grpc-tcp,48,client,kernel,[kernel.kallsyms],nf_ct_seq_offset,14,0.00202
grpc-tcp,48,client,kernel,[kernel.kallsyms],__update_load_avg_se,14,0.00202
grpc-tcp,48,client,kernel,[kernel.kallsyms],timerqueue_add,14,0.00202
grpc-tcp,48,client,kernel,[kernel.kallsyms],copy_user_enhanced_fast_string,14,0.00202
grpc-tcp,48,client,kernel,[kernel.kallsyms],native_sched_clock,13,0.00187
grpc-tcp,48,client,kernel,[kernel.kallsyms],__fget_files,13,0.00187
grpc-tcp,48,client,kernel,[kernel.kallsyms],try_to_wake_up,13,0.00187
grpc-tcp,48,client,grpc,bench_grpc,absl::lts_20250512::Mutex::UnlockSlow,13,0.00187
grpc-tcp,48,client,kernel,[kernel.kallsyms],save_fpregs_to_fpstate,12,0.00173
grpc-tcp,48,client,grpc,bench_grpc,grpc_event_engine::experimental::PosixEndpointImpl::TcpDoRead,12,0.00173
grpc-tcp,48,client,kernel,[kernel.kallsyms],_raw_spin_lock,12,0.00173
grpc-tcp,48,client,kernel,[kernel.kallsyms],__wrgsbase_inactive,12,0.00173
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::FilterStackCall::Create,12,0.00173
grpc-tcp,48,client,kernel,[kernel.kallsyms],__update_load_avg_cfs_rq,11,0.00159
grpc-tcp,48,server,grpc,echo_grpc,absl::lts_20250512::Mutex::Unlock,74,0.01049
grpc-tcp,48,server,grpc,echo_grpc,absl::lts_20250512::Mutex::Lock,68,0.00964
grpc-tcp,48,server,kernel,[kernel.kallsyms],psi_group_change,51,0.00723
grpc-tcp,48,server,runtime,libc.so.6,malloc,45,0.00638
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::~Flusher,43,0.0061
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::promise_filter_detail::ServerCallData::WakeInsideCombiner,39,0.00553
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::Flusher,35,0.00496
grpc-tcp,48,server,kernel,[kernel.kallsyms],entry_SYSCALL_64,27,0.00383
grpc-tcp,48,server,vdso,[vdso],[unknown],27,0.00383
grpc-tcp,48,server,kernel,[kernel.kallsyms],__nf_conntrack_find_get,26,0.00369
grpc-tcp,48,server,kernel,[kernel.kallsyms],tcp_recvmsg_locked,24,0.0034
grpc-tcp,48,server,kernel,[kernel.kallsyms],copy_user_enhanced_fast_string,23,0.00326
grpc-tcp,48,server,kernel,[kernel.kallsyms],nft_do_chain,21,0.00298
grpc-tcp,48,server,runtime,libc.so.6,_int_free,21,0.00298
grpc-tcp,48,server,kernel,[kernel.kallsyms],__ksize,21,0.00298
grpc-tcp,48,server,kernel,[kernel.kallsyms],__calc_delta,20,0.00284
grpc-tcp,48,server,kernel,[kernel.kallsyms],_raw_spin_lock_irqsave,20,0.00284
grpc-tcp,48,server,kernel,[kernel.kallsyms],update_cfs_group,18,0.00255
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::promise_filter_detail::BaseCallData::BaseCallData,18,0.00255
grpc-tcp,48,server,kernel,[kernel.kallsyms],tcp_check_space,16,0.00227
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::promise_filter_detail::ServerCallData::StartBatch,16,0.00227
grpc-tcp,48,server,kernel,[kernel.kallsyms],nf_ct_seq_offset,16,0.00227
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::CallCombiner::Stop,16,0.00227
grpc-tcp,48,server,kernel,[kernel.kallsyms],_raw_spin_lock,15,0.00213
grpc-tcp,48,server,kernel,[kernel.kallsyms],update_curr,14,0.00198
grpc-tcp,48,server,grpc,echo_grpc,grpc_event_engine::experimental::PosixEndpointImpl::TcpDoRead,13,0.00184
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::MultiProducerSingleConsumerQueue::Push,13,0.00184
grpc-tcp,48,server,kernel,[kernel.kallsyms],save_fpregs_to_fpstate,13,0.00184
grpc-tcp,48,server,runtime,libc.so.6,cfree@GLIBC_2.2.5,13,0.00184
grpc-tcp,48,server,grpc,echo_grpc,absl::lts_20250512::Mutex::UnlockSlow,13,0.00184
grpc-tcp,48,server,kernel,[kernel.kallsyms],aa_dfa_match_len,12,0.0017
grpc-tcp,48,server,grpc,echo_grpc,absl::lts_20250512::CondVar::Signal,11,0.00156
grpc-tcp,48,server,kernel,[kernel.kallsyms],reweight_entity,11,0.00156
grpc-tcp,48,server,kernel,[kernel.kallsyms],tcp_rcv_established,11,0.00156
grpc-tcp,48,server,grpc,echo_grpc,grpc_chttp2_perform_read,11,0.00156
grpc-tcp,48,server,kernel,[kernel.kallsyms],try_to_wake_up,10,0.00142
grpc-tcp,48,server,kernel,[kernel.kallsyms],restore_fpregs_from_fpstate,10,0.00142
grpc-tcp,48,server,grpc,echo_grpc,grpc_slice_buffer_add,10,0.00142
grpc-tcp,48,server,kernel,[kernel.kallsyms],__update_load_avg_cfs_rq,10,0.00142
grpc-tcp,48,server,kernel,[kernel.kallsyms],__wake_up_common,10,0.00142
grpc-tcp,48,client,kernel,[kernel.kallsyms],psi_group_change,105,0.01478
grpc-tcp,48,client,grpc,bench_grpc,absl::lts_20250512::Mutex::Unlock,83,0.01168
grpc-tcp,48,client,runtime,libc.so.6,malloc,66,0.00929
grpc-tcp,48,client,grpc,bench_grpc,absl::lts_20250512::Mutex::Lock,64,0.00901
grpc-tcp,48,client,kernel,[kernel.kallsyms],entry_SYSCALL_64,62,0.00873
grpc-tcp,48,client,vdso,[vdso],[unknown],55,0.00774
grpc-tcp,48,client,runtime,libc.so.6,_int_free,55,0.00774
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::~Flusher,49,0.0069
grpc-tcp,48,client,kernel,[kernel.kallsyms],update_cfs_group,48,0.00676
grpc-tcp,48,client,kernel,[kernel.kallsyms],__nf_conntrack_find_get,48,0.00676
grpc-tcp,48,client,kernel,[kernel.kallsyms],__update_load_avg_se,48,0.00676
grpc-tcp,48,client,grpc,bench_grpc,_ZN9grpc_core5TableIJNS_15metadata_detail5ValueINS_17LbCostBinMetadataEvEENS2_INS_17GrpcStatusContextEvEENS2_INS_22W3CTraceParentMetadataEvEENS2_INS_22XForwardedHostMetadataEvEENS2_INS_21XForwardedForMetadataEvEENS2_INS_18XEnvoyPeerMetadataEvEENS2_INS_15LbTokenMetadataEvEENS2_INS_10PeerStringEvEENS2_INS_19GrpcTagsBinMetadataEvEENS2_INS_20GrpcTraceBinMetadataEvEENS2_INS_26GrpcServerStatsBinMetadataEvEENS2_INS_30EndpointLoadMetricsBinMetadataEvEENS2_INS_12HostMetadataEvEENS2_INS_19GrpcMessageMetadataEvEENS2_INS_17UserAgentMetadataEvEENS2_INS_21HttpAuthorityMetadataEvEENS2_INS_16HttpPathMetadataEvEENS2_INS_27GrpcRetryPushbackMsMetadataEvEENS2_INS_19GrpcTimeoutMetadataEvEENS2_INS_25GrpcLbClientStatsMetadataEvEENS2_INS_20GrpcRegisteredMethodEvEENS2_INS_27GrpcInternalEncodingRequestEvEENS2_INS_20GrpcEncodingMetadataEvEENS2_INS_18HttpStatusMetadataEvEENS2_INS_31GrpcPreviousRpcAttemptsMetadataEvEENS2_INS_18GrpcStatusMetadataEvEENS2_INS_12WaitForReadyEvEENS2_INS_22GrpcStreamNetworkStateEvEENS2_INS_26GrpcAcceptEncodingMetadataEvEENS2_INS_10GrpcTarPitEvEENS2_INS_20GrpcCallWasCancelledEvEENS2_INS_10TeMetadataEvEENS2_INS_19ContentTypeMetadataEvEENS2_INS_18HttpSchemeMetadataEvEENS2_INS_18GrpcStatusFromWireEvEENS2_INS_18HttpMethodMetadataEvEENS2_INS_16GrpcTrailersOnlyEvEENS2_INS_18IsTransparentRetryEvEEEE4MoveILb1EJLm0ELm1ELm2ELm3ELm4ELm5ELm6ELm7ELm8ELm9ELm10ELm11ELm12ELm13ELm14ELm15ELm16ELm17ELm18ELm19ELm20ELm21ELm22ELm23ELm24ELm25ELm26ELm27ELm28ELm29ELm30ELm31ELm32ELm33ELm34ELm35ELm36ELm37EEEEvSt16integer_sequenceImJXspT0_EEEOS27_.isra.0,45,0.00633
grpc-tcp,48,client,kernel,[kernel.kallsyms],update_load_avg,44,0.00619
grpc-tcp,48,client,runtime,libc.so.6,_int_malloc,43,0.00605
grpc-tcp,48,client,kernel,[kernel.kallsyms],__calc_delta,42,0.00591
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::promise_filter_detail::ClientCallData::PollContext::Run,41,0.00577
grpc-tcp,48,client,kernel,[kernel.kallsyms],nft_do_chain,40,0.00563
grpc-tcp,48,client,kernel,[kernel.kallsyms],_raw_spin_lock_irqsave,40,0.00563
grpc-tcp,48,client,kernel,[kernel.kallsyms],_raw_spin_lock,40,0.00563
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::Flusher,40,0.00563
grpc-tcp,48,client,kernel,[kernel.kallsyms],enqueue_task_fair,38,0.00535
grpc-tcp,48,client,kernel,[kernel.kallsyms],__update_load_avg_cfs_rq,37,0.00521
grpc-tcp,48,client,kernel,[kernel.kallsyms],copy_user_enhanced_fast_string,35,0.00493
grpc-tcp,48,client,kernel,[kernel.kallsyms],restore_fpregs_from_fpstate,32,0.0045
grpc-tcp,48,client,kernel,[kernel.kallsyms],update_curr,31,0.00436
grpc-tcp,48,client,kernel,[kernel.kallsyms],native_sched_clock,30,0.00422
grpc-tcp,48,client,kernel,[kernel.kallsyms],tcp_recvmsg_locked,29,0.00408
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::ExecCtx::Run,26,0.00366
grpc-tcp,48,client,kernel,[kernel.kallsyms],__schedule,25,0.00352
grpc-tcp,48,client,kernel,[kernel.kallsyms],enqueue_entity,24,0.00338
grpc-tcp,48,client,kernel,[kernel.kallsyms],update_rq_clock,24,0.00338
grpc-tcp,48,client,kernel,[kernel.kallsyms],cpuacct_charge,24,0.00338
grpc-tcp,48,client,kernel,[kernel.kallsyms],strncpy,23,0.00324
grpc-tcp,48,client,kernel,[kernel.kallsyms],pick_next_task_fair,23,0.00324
grpc-tcp,48,client,kernel,[kernel.kallsyms],reweight_entity,23,0.00324
grpc-tcp,48,client,grpc,bench_grpc,grpc_chttp2_perform_read,23,0.00324
grpc-tcp,48,client,kernel,[kernel.kallsyms],read_tsc,23,0.00324
grpc-tcp,48,client,kernel,[kernel.kallsyms],arch_exit_to_user_mode_prepare.constprop.0,22,0.0031
grpc-tcp,48,client,grpc,bench_grpc,grpc_core::promise_filter_detail::BaseCallData::SendMessage::WakeInsideCombiner,22,0.0031
grpc-tcp,48,client,grpc,bench_grpc,grpc_slice_buffer_reset_and_unref,22,0.0031
grpc-tcp,48,server,kernel,[kernel.kallsyms],psi_group_change,146,0.02068
grpc-tcp,48,server,grpc,echo_grpc,absl::lts_20250512::Mutex::Lock,137,0.0194
grpc-tcp,48,server,grpc,echo_grpc,absl::lts_20250512::Mutex::Unlock,125,0.0177
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::Flusher,74,0.01048
grpc-tcp,48,server,grpc,echo_grpc,grpc_core::promise_filter_detail::BaseCallData::Flusher::~Flusher,69,0.00977
grpc-tcp,48,server,vdso,[vdso],[unknown],63,0.00892
grpc-tcp,48,server,runtime,libc.so.6,malloc,62,0.00878
grpc-tcp,48,server,kernel,[kernel.kallsyms],entry_SYSCALL_64,58,0.00821
grpc-tcp,48,server,kernel,[kernel.kallsyms],__nf_conntrack_find_get,55,0.00779
