stage,fixture,arm,expected,observed,verdict,rcnt,fail,admitted,denied,route_hits,target_mismatch,note
P0,no policy,dpumesh,serve,serve,PASS,41955,0,211,0,0,0,default policy admits
P1,Server, no authorization,dpumesh,refuse,refuse,PASS,0,1,0,1,0,0,deny by default
P1b,Server, no authorization (after 100s idle),dpumesh,refuse,refuse,PASS,0,1,0,1,0,0,no stream may be admitted after silence
P2,AuthorizationPolicy: caller identity,dpumesh,serve,serve,PASS,44582,0,224,0,0,0,identity allows
P3,AuthorizationPolicy: another identity,dpumesh,refuse,refuse,PASS,0,1,0,1,0,0,negative control for identity
P4,AuthorizationPolicy: caller address,dpumesh,serve,serve,PASS,44100,0,221,0,0,0,networks clause allows
P5,AuthorizationPolicy: another network,dpumesh,refuse,refuse,PASS,0,1,0,1,0,0,negative control for networks
P6,no policy,dpumesh,serve,serve,PASS,42046,0,211,0,0,0,returned to the default
