EVENT=commit
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#

{ len:        233, common_pid:    3361196 } hitcount:          1
{ len:        443, common_pid:    3361198 } hitcount:          1
{ len:        548, common_pid:    3361202 } hitcount:          1
{ len:        548, common_pid:    3361196 } hitcount:          1
{ len:        338, common_pid:    3361194 } hitcount:          1
{ len:        443, common_pid:    3361204 } hitcount:          1
{ len:        443, common_pid:    3361202 } hitcount:          1
{ len:        548, common_pid:    3361198 } hitcount:          1
{ len:        548, common_pid:    3361194 } hitcount:          1
{ len:        338, common_pid:    3361204 } hitcount:          1
{ len:        443, common_pid:    3361206 } hitcount:          1
{ len:        233, common_pid:    3361202 } hitcount:          1
{ len:        233, common_pid:    3361198 } hitcount:          1
{ len:        233, common_pid:    3361206 } hitcount:          2
{ len:        548, common_pid:    3361206 } hitcount:          2
{ len:        443, common_pid:    3361200 } hitcount:          2
{ len:        233, common_pid:    3361200 } hitcount:          2
{ len:        443, common_pid:    3361194 } hitcount:          2
{ len:        128, common_pid:    3361204 } hitcount:          3
{ len:        128, common_pid:    3361206 } hitcount:          3
{ len:        233, common_pid:    3361204 } hitcount:          3
{ len:        128, common_pid:    3361208 } hitcount:          3
{ len:        128, common_pid:    3361200 } hitcount:          4
{ len:        128, common_pid:    3361194 } hitcount:          4
{ len:        128, common_pid:    3361202 } hitcount:          5
{ len:        128, common_pid:    3361198 } hitcount:          5
{ len:        233, common_pid:    3361208 } hitcount:          5
{ len:        128, common_pid:    3361196 } hitcount:          6
{ len:         13, common_pid:    3361206 } hitcount:         13
{ len:         13, common_pid:    3361200 } hitcount:         13
{ len:         13, common_pid:    3361198 } hitcount:         13
{ len:         13, common_pid:    3361208 } hitcount:         14
{ len:         13, common_pid:    3361204 } hitcount:         14
{ len:         13, common_pid:    3361202 } hitcount:         14
{ len:         13, common_pid:    3361194 } hitcount:         14
{ len:         13, common_pid:    3361196 } hitcount:         14
{ len:       1048, common_pid:    3361204 } hitcount:         16
{ len:         17, common_pid:    3361198 } hitcount:         16
{ len:         17, common_pid:    3361206 } hitcount:         16
{ len:         17, common_pid:    3361204 } hitcount:         16
{ len:         17, common_pid:    3361196 } hitcount:         17
{ len:       1048, common_pid:    3361206 } hitcount:         17
{ len:         17, common_pid:    3361194 } hitcount:         17
{ len:         17, common_pid:    3361208 } hitcount:         17
{ len:         17, common_pid:    3361202 } hitcount:         17
{ len:         17, common_pid:    3361200 } hitcount:         17
{ len:        840, common_pid:    3361206 } hitcount:         21
{ len:       1048, common_pid:    3361200 } hitcount:         22
{ len:       1048, common_pid:    3361194 } hitcount:         22
{ len:       1048, common_pid:    3361196 } hitcount:         23
{ len:        840, common_pid:    3361202 } hitcount:         25
{ len:        840, common_pid:    3361196 } hitcount:         26
{ len:       1048, common_pid:    3361198 } hitcount:         26
{ len:        840, common_pid:    3361204 } hitcount:         26
{ len:        840, common_pid:    3361208 } hitcount:         29
{ len:       1048, common_pid:    3361202 } hitcount:         30
{ len:        840, common_pid:    3361198 } hitcount:         31
{ len:        840, common_pid:    3361194 } hitcount:         32
{ len:        840, common_pid:    3361200 } hitcount:         33
{ len:       1048, common_pid:    3361208 } hitcount:         37
{ len:        735, common_pid:    3361196 } hitcount:        263
{ len:        735, common_pid:    3361204 } hitcount:        278
{ len:        735, common_pid:    3361202 } hitcount:        295
{ len:        735, common_pid:    3361206 } hitcount:        295
{ len:        735, common_pid:    3361200 } hitcount:        300
{ len:        735, common_pid:    3361198 } hitcount:        309
{ len:        735, common_pid:    3361208 } hitcount:        313
{ len:        735, common_pid:    3361194 } hitcount:        318
{ len:        917, common_pid:    3361204 } hitcount:        323
{ len:        917, common_pid:    3361208 } hitcount:        377
{ len:        917, common_pid:    3361206 } hitcount:        384
{ len:        917, common_pid:    3361196 } hitcount:        384
{ len:        917, common_pid:    3361198 } hitcount:        385
{ len:        917, common_pid:    3361202 } hitcount:        395
{ len:        917, common_pid:    3361200 } hitcount:        397
{ len:        917, common_pid:    3361194 } hitcount:        399
{ len:        786, common_pid:    3361196 } hitcount:        594
{ len:        786, common_pid:    3361200 } hitcount:        614
{ len:        786, common_pid:    3361206 } hitcount:        637
{ len:        786, common_pid:    3361198 } hitcount:        642
{ len:        630, common_pid:    3361206 } hitcount:        647
{ len:        630, common_pid:    3361204 } hitcount:        648
