EVENT=commit
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#

{ len:         30, common_pid:    3361204 } hitcount:          1
{ len:       1090, common_pid:    3361198 } hitcount:          1
{ len:       3224, common_pid:    3361206 } hitcount:          1
{ len:       6425, common_pid:    3361194 } hitcount:          1
{ len:       4291, common_pid:    3361198 } hitcount:          1
{ len:       2157, common_pid:    3361200 } hitcount:          1
{ len:       1090, common_pid:    3361208 } hitcount:          1
{ len:       4291, common_pid:    3361204 } hitcount:          1
{ len:       1090, common_pid:    3361194 } hitcount:          1
{ len:       4291, common_pid:    3361200 } hitcount:          1
{ len:       1090, common_pid:    3361202 } hitcount:          1
{ len:       6425, common_pid:    3361200 } hitcount:          1
{ len:       3224, common_pid:    3361198 } hitcount:          1
{ len:       5358, common_pid:    3361202 } hitcount:          1
{ len:         30, common_pid:    3361206 } hitcount:          1
{ len:       5358, common_pid:    3361194 } hitcount:          1
{ len:       1090, common_pid:    3361204 } hitcount:          2
{ len:       2157, common_pid:    3361204 } hitcount:          2
{ len:       3224, common_pid:    3361200 } hitcount:          2
{ len:       2157, common_pid:    3361194 } hitcount:          2
{ len:       6425, common_pid:    3361202 } hitcount:          2
{ len:       5358, common_pid:    3361198 } hitcount:          2
{ len:       2157, common_pid:    3361208 } hitcount:          2
{ len:       2157, common_pid:    3361198 } hitcount:          3
{ len:       1090, common_pid:    3361200 } hitcount:          3
{ len:       2157, common_pid:    3361206 } hitcount:          3
{ len:       7482, common_pid:    3361194 } hitcount:          3
{ len:       1054, common_pid:    3361194 } hitcount:          3
{ len:       3224, common_pid:    3361194 } hitcount:          3
{ len:       3224, common_pid:    3361204 } hitcount:          3
{ len:       2157, common_pid:    3361202 } hitcount:          4
{ len:       1090, common_pid:    3361206 } hitcount:          4
{ len:       7482, common_pid:    3361202 } hitcount:          4
{ len:       7482, common_pid:    3361208 } hitcount:          4
{ len:       1054, common_pid:    3361208 } hitcount:          4
{ len:       1054, common_pid:    3361202 } hitcount:          4
{ len:       7705, common_pid:    3361200 } hitcount:          5
{ len:       7482, common_pid:    3361206 } hitcount:          5
{ len:       3224, common_pid:    3361208 } hitcount:          5
{ len:       1047, common_pid:    3361200 } hitcount:          5
{ len:       1054, common_pid:    3361206 } hitcount:          5
{ len:       1054, common_pid:    3361204 } hitcount:          6
{ len:       1047, common_pid:    3361204 } hitcount:          6
{ len:       1054, common_pid:    3361200 } hitcount:          6
{ len:       1054, common_pid:    3361198 } hitcount:          6
{ len:       1047, common_pid:    3361198 } hitcount:          6
{ len:       7705, common_pid:    3361204 } hitcount:          6
{ len:       7705, common_pid:    3361198 } hitcount:          6
{ len:       7482, common_pid:    3361198 } hitcount:          6
{ len:       7482, common_pid:    3361200 } hitcount:          6
{ len:       7482, common_pid:    3361204 } hitcount:          6
{ len:       1047, common_pid:    3361206 } hitcount:          7
{ len:       7705, common_pid:    3361206 } hitcount:          7
{ len:       1047, common_pid:    3361208 } hitcount:          8
{ len:       7705, common_pid:    3361208 } hitcount:          8
{ len:       1047, common_pid:    3361202 } hitcount:         10
{ len:       7705, common_pid:    3361202 } hitcount:         10
{ len:       7705, common_pid:    3361194 } hitcount:         15
{ len:       1047, common_pid:    3361194 } hitcount:         15
{ len:         17, common_pid:    3361206 } hitcount:         15
{ len:         17, common_pid:    3361204 } hitcount:         16
{ len:         17, common_pid:    3361194 } hitcount:         17
{ len:         17, common_pid:    3361208 } hitcount:         17
{ len:         17, common_pid:    3361200 } hitcount:         17
{ len:         17, common_pid:    3361198 } hitcount:         17
{ len:         17, common_pid:    3361202 } hitcount:         18
{ len:       7469, common_pid:    3361202 } hitcount:        172
{ len:         13, common_pid:    3361206 } hitcount:        183
{ len:       7469, common_pid:    3361200 } hitcount:        184
{ len:         13, common_pid:    3361200 } hitcount:        185
{ len:         13, common_pid:    3361198 } hitcount:        185
{ len:       7469, common_pid:    3361194 } hitcount:        186
{ len:       7469, common_pid:    3361204 } hitcount:        186
{ len:         13, common_pid:    3361208 } hitcount:        193
{ len:         13, common_pid:    3361204 } hitcount:        196
{ len:       7469, common_pid:    3361198 } hitcount:        197
{ len:         13, common_pid:    3361202 } hitcount:        197
{ len:       7469, common_pid:    3361208 } hitcount:        199
{ len:         13, common_pid:    3361194 } hitcount:        199
{ len:       7469, common_pid:    3361206 } hitcount:        217
{ len:       7658, common_pid:    3361204 } hitcount:        269
{ len:       7658, common_pid:    3361202 } hitcount:        274
{ len:       7658, common_pid:    3361208 } hitcount:        283
{ len:       7658, common_pid:    3361200 } hitcount:        292
{ len:       7658, common_pid:    3361194 } hitcount:        295
{ len:       7658, common_pid:    3361198 } hitcount:        299
{ len:       7658, common_pid:    3361206 } hitcount:        329
{ len:       6564, common_pid:    3361198 } hitcount:        551
{ len:       6402, common_pid:    3361208 } hitcount:        555
{ len:       6402, common_pid:    3361200 } hitcount:        568
{ len:       6402, common_pid:    3361204 } hitcount:        573
{ len:       6564, common_pid:    3361200 } hitcount:        583
{ len:       6564, common_pid:    3361208 } hitcount:        586
{ len:       6564, common_pid:    3361206 } hitcount:        594
{ len:       6402, common_pid:    3361202 } hitcount:        598
{ len:       6402, common_pid:    3361198 } hitcount:        611
{ len:       6564, common_pid:    3361204 } hitcount:        621
{ len:       6402, common_pid:    3361194 } hitcount:        624
{ len:       6564, common_pid:    3361194 } hitcount:        625
{ len:       6402, common_pid:    3361206 } hitcount:        644
{ len:       6564, common_pid:    3361202 } hitcount:        644
{ len:       5335, common_pid:    3361208 } hitcount:       1022
{ len:       5335, common_pid:    3361200 } hitcount:       1053
{ len:       5470, common_pid:    3361200 } hitcount:       1055
{ len:       5470, common_pid:    3361208 } hitcount:       1063
{ len:       5335, common_pid:    3361206 } hitcount:       1070
{ len:       5470, common_pid:    3361206 } hitcount:       1083
{ len:       5335, common_pid:    3361198 } hitcount:       1101
{ len:       5335, common_pid:    3361204 } hitcount:       1124
{ len:       5470, common_pid:    3361204 } hitcount:       1134
{ len:       5470, common_pid:    3361202 } hitcount:       1136
{ len:       5335, common_pid:    3361202 } hitcount:       1137
{ len:       5470, common_pid:    3361194 } hitcount:       1138
{ len:       5335, common_pid:    3361194 } hitcount:       1164
{ len:       5470, common_pid:    3361198 } hitcount:       1169
{ len:       4268, common_pid:    3361206 } hitcount:       1442
{ len:       4376, common_pid:    3361206 } hitcount:       1501
{ len:       4268, common_pid:    3361200 } hitcount:       1521
{ len:       4376, common_pid:    3361198 } hitcount:       1528
{ len:       4376, common_pid:    3361200 } hitcount:       1540
{ len:       4268, common_pid:    3361198 } hitcount:       1548
{ len:       4268, common_pid:    3361194 } hitcount:       1643
{ len:       4268, common_pid:    3361204 } hitcount:       1651
{ len:       4376, common_pid:    3361202 } hitcount:       1653
{ len:       4268, common_pid:    3361202 } hitcount:       1672
{ len:       4268, common_pid:    3361208 } hitcount:       1681
{ len:       4376, common_pid:    3361204 } hitcount:       1695
{ len:       4376, common_pid:    3361208 } hitcount:       1699
{ len:       4376, common_pid:    3361194 } hitcount:       1707
{ len:       3282, common_pid:    3361206 } hitcount:       1798
{ len:       3201, common_pid:    3361206 } hitcount:       1866
{ len:       3282, common_pid:    3361198 } hitcount:       1878
{ len:       3201, common_pid:    3361198 } hitcount:       1927
{ len:       3282, common_pid:    3361200 } hitcount:       1931
{ len:       3201, common_pid:    3361200 } hitcount:       2019
{ len:       3282, common_pid:    3361208 } hitcount:       2044
{ len:       3282, common_pid:    3361202 } hitcount:       2089
{ len:       3282, common_pid:    3361204 } hitcount:       2110
{ len:       3282, common_pid:    3361194 } hitcount:       2113
{ len:       3201, common_pid:    3361208 } hitcount:       2121
{ len:       2188, common_pid:    3361206 } hitcount:       2135
{ len:       2188, common_pid:    3361198 } hitcount:       2154
{ len:       2188, common_pid:    3361200 } hitcount:       2157
{ len:       3201, common_pid:    3361202 } hitcount:       2217
{ len:       3201, common_pid:    3361204 } hitcount:       2257
{ len:       3201, common_pid:    3361194 } hitcount:       2293
{ len:       2188, common_pid:    3361208 } hitcount:       2357
{ len:       2188, common_pid:    3361202 } hitcount:       2384
{ len:       2134, common_pid:    3361198 } hitcount:       2391
{ len:       2134, common_pid:    3361206 } hitcount:       2447
{ len:       2188, common_pid:    3361204 } hitcount:       2465
{ len:       2188, common_pid:    3361194 } hitcount:       2470
{ len:       2134, common_pid:    3361200 } hitcount:       2516
{ len:       2134, common_pid:    3361202 } hitcount:       2698
{ len:       2134, common_pid:    3361194 } hitcount:       2733
{ len:       2134, common_pid:    3361208 } hitcount:       2758
{ len:       2134, common_pid:    3361204 } hitcount:       2819
{ len:       1067, common_pid:    3361194 } hitcount:       3835
{ len:       1067, common_pid:    3361200 } hitcount:       3880
{ len:       1067, common_pid:    3361202 } hitcount:       3885
{ len:       1067, common_pid:    3361198 } hitcount:       3901
{ len:       1094, common_pid:    3361198 } hitcount:       3935
{ len:       1094, common_pid:    3361194 } hitcount:       3936
{ len:       1094, common_pid:    3361200 } hitcount:       3962
{ len:       1094, common_pid:    3361202 } hitcount:       3966
{ len:       1067, common_pid:    3361204 } hitcount:       4003
{ len:       1094, common_pid:    3361208 } hitcount:       4057
{ len:       1067, common_pid:    3361206 } hitcount:       4071
{ len:       1094, common_pid:    3361204 } hitcount:       4077
{ len:       1067, common_pid:    3361208 } hitcount:       4086
{ len:       1094, common_pid:    3361206 } hitcount:       4112

Totals:
    Hits: 170237
    Entries: 171
    Dropped: 0
