cpu,102230631,443633,45327055,2952122484,1689296,0,4410766,0
cpu18,1981831,390,971314,83710077,27506,0,16005,0
cpu19,1775581,224,859048,84180590,31199,0,12677,0
sched_cpu18,31893478843655
sched_cpu19,28250523593153
