cpu,101902778,443633,45188097,2946708597,1686225,0,4385123,0
cpu18,1962142,390,963324,83573457,27506,0,16002,0
cpu19,1755607,224,851054,84042965,31199,0,12677,0
sched_cpu18,31602926295873
sched_cpu19,27968295021824
