thread,tid,last_cpu,allowed_cpus,core_pct,tick_delta
dmesh-main,3786938,3,3,9.6,96
dmesh-w0,3787284,15,15,2.2,22
dmesh-w1,3787286,0,0,47.4,474
dmesh-w2,3787288,8,8,2.1,21
dmesh-w3,3787290,10,10,2.2,22
