config,frame,threads,channels,window_per_worker,total_concurrency,rep,achieved,p50_us,p99_us,p999_us,avg_us,fail,drops,pending,worker_fail,credit_hold_dropped,eq_budget_exhausted,client_core,server_core,client_app_core,client_sidecar_core,server_app_core,server_sidecar_core,dpu_arm_cores,dpu_worker_cores,dpu_nonworker_cores,window_s
grpc-linkerd,8192,8,8,32,256,1,11331.0,22019.00,33160.00,37340.00,22601.34,0,0,0,0,0,0,0.9735,0.9040,0.2864,0.6871,0.2770,0.6263,0.0530,0.0424,0.0106,6.0720
grpc-linkerd,8192,8,8,32,256,2,11253.0,22126.00,34856.00,42433.00,22748.45,0,0,0,0,0,0,0.9695,0.9009,0.2852,0.6844,0.2767,0.6245,0.0500,0.0394,0.0106,6.0715
grpc-linkerd,8192,8,8,32,256,3,11342.0,22097.00,33105.00,36737.00,22578.80,0,0,0,0,0,0,0.9777,0.9137,0.2875,0.6888,0.2786,0.6337,0.0455,0.0364,0.0091,6.0617
