worker,opened,closed,active,pending,tasks,progress_age_ms,drains,progressed,completion_q,cross_q,deferred_recv,dma_inflight,dma_retries,dma_stalled,stalled_conns,emit_pending,ack_release_q,ack_retry,remote_fin,parked,wake_posted
0,15,15,0,0,0,1458,1006183,441696,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16,16,0,0,0,16074,802528,309086,0,0,0,0,0,0,0,0,0,0,0,0,0
2,15,15,0,0,0,16416,661838,220584,0,0,0,0,0,0,0,0,0,0,0,0,0
3,16,16,0,0,0,16808,656980,218683,0,0,0,0,0,0,0,0,0,0,0,0,0
4,17,17,0,0,0,17144,661470,219855,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,15,0,0,0,3201,998264,436619,0,0,0,0,0,0,0,0,0,0,0,0,0
6,15,15,0,0,0,3534,1002580,440157,0,0,0,0,0,0,0,0,0,0,0,0,0
7,15,15,0,0,0,3899,1002307,438785,0,0,0,0,0,0,0,0,0,0,0,0,0
