EVENT=commit
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#

{ len:      16206, common_pid:    3299672 } hitcount:          1
{ len:        307, common_pid:    3299684 } hitcount:          1
{ len:      15955, common_pid:    3299674 } hitcount:          1
{ len:        162, common_pid:    3299670 } hitcount:          1
{ len:        216, common_pid:    3299678 } hitcount:          1
{ len:        320, common_pid:    3299680 } hitcount:          1
{ len:      15955, common_pid:    3299676 } hitcount:          1
{ len:        264, common_pid:    3299680 } hitcount:          1
{ len:        216, common_pid:    3299682 } hitcount:          1
{ len:      16184, common_pid:    3299674 } hitcount:          1
{ len:        390, common_pid:    3299672 } hitcount:          1
{ len:      16081, common_pid:    3299684 } hitcount:          1
{ len:      15955, common_pid:    3299684 } hitcount:          1
{ len:      16067, common_pid:    3299682 } hitcount:          1
{ len:        198, common_pid:    3299678 } hitcount:          1
{ len:        390, common_pid:    3299670 } hitcount:          1
{ len:        343, common_pid:    3299680 } hitcount:          1
{ len:      16081, common_pid:    3299674 } hitcount:          1
{ len:        264, common_pid:    3299682 } hitcount:          1
{ len:      16081, common_pid:    3299672 } hitcount:          1
{ len:        195, common_pid:    3299672 } hitcount:          1
{ len:      16094, common_pid:    3299684 } hitcount:          1
{ len:        231, common_pid:    3299672 } hitcount:          1
{ len:      16193, common_pid:    3299678 } hitcount:          1
{ len:        231, common_pid:    3299678 } hitcount:          1
{ len:        446, common_pid:    3299684 } hitcount:          1
{ len:        217, common_pid:    3299672 } hitcount:          1
{ len:         30, common_pid:    3299678 } hitcount:          1
{ len:      16094, common_pid:    3299670 } hitcount:          1
{ len:        208, common_pid:    3299678 } hitcount:          1
{ len:        264, common_pid:    3299676 } hitcount:          1
{ len:        217, common_pid:    3299674 } hitcount:          1
{ len:      16011, common_pid:    3299670 } hitcount:          1
{ len:        473, common_pid:    3299674 } hitcount:          1
{ len:        417, common_pid:    3299674 } hitcount:          1
{ len:        320, common_pid:    3299684 } hitcount:          1
{ len:        320, common_pid:    3299672 } hitcount:          1
{ len:         30, common_pid:    3299684 } hitcount:          1
{ len:         10, common_pid:    3299680 } hitcount:          1
{ len:        307, common_pid:    3299672 } hitcount:          1
{ len:        473, common_pid:    3299676 } hitcount:          1
{ len:      16011, common_pid:    3299672 } hitcount:          1
{ len:        390, common_pid:    3299678 } hitcount:          1
{ len:        231, common_pid:    3299670 } hitcount:          1
{ len:        320, common_pid:    3299674 } hitcount:          1
{ len:        231, common_pid:    3299676 } hitcount:          1
{ len:      16184, common_pid:    3299672 } hitcount:          1
{ len:        334, common_pid:    3299670 } hitcount:          1
{ len:      16011, common_pid:    3299678 } hitcount:          1
{ len:      16184, common_pid:    3299682 } hitcount:          2
{ len:        231, common_pid:    3299684 } hitcount:          2
{ len:        189, common_pid:    3299680 } hitcount:          2
{ len:        334, common_pid:    3299672 } hitcount:          2
{ len:      16206, common_pid:    3299674 } hitcount:          2
{ len:        307, common_pid:    3299674 } hitcount:          2
{ len:        217, common_pid:    3299682 } hitcount:          2
{ len:      16081, common_pid:    3299680 } hitcount:          2
{ len:        198, common_pid:    3299674 } hitcount:          2
{ len:        264, common_pid:    3299684 } hitcount:          2
{ len:      16184, common_pid:    3299678 } hitcount:          2
{ len:        217, common_pid:    3299678 } hitcount:          2
{ len:        216, common_pid:    3299670 } hitcount:          2
{ len:      16094, common_pid:    3299682 } hitcount:          2
{ len:      16094, common_pid:    3299674 } hitcount:          2
{ len:        216, common_pid:    3299680 } hitcount:          3
{ len:        162, common_pid:    3299682 } hitcount:          3
{ len:      16206, common_pid:    3299670 } hitcount:          3
{ len:        334, common_pid:    3299682 } hitcount:          3
{ len:      16094, common_pid:    3299672 } hitcount:          3
{ len:        162, common_pid:    3299676 } hitcount:          3
{ len:        195, common_pid:    3299670 } hitcount:          3
{ len:        162, common_pid:    3299672 } hitcount:          3
{ len:        189, common_pid:    3299676 } hitcount:          3
{ len:        216, common_pid:    3299676 } hitcount:          3
{ len:        189, common_pid:    3299684 } hitcount:          4
{ len:      16206, common_pid:    3299678 } hitcount:          4
{ len:      16094, common_pid:    3299676 } hitcount:          4
{ len:        216, common_pid:    3299674 } hitcount:          4
{ len:        216, common_pid:    3299672 } hitcount:          4
{ len:        198, common_pid:    3299684 } hitcount:          4
{ len:        198, common_pid:    3299670 } hitcount:          4
{ len:        195, common_pid:    3299678 } hitcount:          4
{ len:        307, common_pid:    3299676 } hitcount:          4
{ len:        189, common_pid:    3299672 } hitcount:          5
{ len:        165, common_pid:    3299674 } hitcount:          5
{ len:        189, common_pid:    3299678 } hitcount:          6
{ len:        189, common_pid:    3299674 } hitcount:          6
{ len:        189, common_pid:    3299670 } hitcount:          6
{ len:        189, common_pid:    3299682 } hitcount:          6
{ len:        162, common_pid:    3299674 } hitcount:          7
{ len:        162, common_pid:    3299684 } hitcount:          8
{ len:        162, common_pid:    3299680 } hitcount:          8
{ len:         36, common_pid:    3299674 } hitcount:          8
{ len:         36, common_pid:    3299670 } hitcount:          8
{ len:         36, common_pid:    3299684 } hitcount:          8
{ len:         36, common_pid:    3299682 } hitcount:          8
{ len:         36, common_pid:    3299680 } hitcount:          8
{ len:         36, common_pid:    3299678 } hitcount:          8
{ len:         36, common_pid:    3299676 } hitcount:          8
{ len:         36, common_pid:    3299672 } hitcount:          8
{ len:        162, common_pid:    3299678 } hitcount:          9
{ len:        165, common_pid:    3299672 } hitcount:         10
{ len:        217, common_pid:    3299684 } hitcount:         11
{ len:      16184, common_pid:    3299684 } hitcount:         11
{ len:        165, common_pid:    3299676 } hitcount:         12
{ len:         17, common_pid:    3299674 } hitcount:         16
{ len:         17, common_pid:    3299672 } hitcount:         17
{ len:         17, common_pid:    3299670 } hitcount:         17
{ len:         17, common_pid:    3299682 } hitcount:         17
{ len:         17, common_pid:    3299678 } hitcount:         17
{ len:         17, common_pid:    3299680 } hitcount:         19
{ len:         17, common_pid:    3299676 } hitcount:         19
{ len:        165, common_pid:    3299682 } hitcount:         19
{ len:         17, common_pid:    3299684 } hitcount:         21
{ len:        165, common_pid:    3299680 } hitcount:         41
{ len:        165, common_pid:    3299670 } hitcount:         42
{ len:        165, common_pid:    3299684 } hitcount:         42
{ len:        135, common_pid:    3299674 } hitcount:         45
{ len:        165, common_pid:    3299678 } hitcount:         50
{ len:        135, common_pid:    3299682 } hitcount:         59
{ len:        135, common_pid:    3299676 } hitcount:         65
{ len:        135, common_pid:    3299672 } hitcount:         76
{ len:        135, common_pid:    3299680 } hitcount:        150
{ len:        135, common_pid:    3299678 } hitcount:        154
{ len:        135, common_pid:    3299684 } hitcount:        158
{ len:        135, common_pid:    3299670 } hitcount:        203
{ len:         26, common_pid:    3299678 } hitcount:        287
{ len:         26, common_pid:    3299682 } hitcount:        307
{ len:         26, common_pid:    3299674 } hitcount:        308
{ len:         26, common_pid:    3299672 } hitcount:        310
{ len:         26, common_pid:    3299680 } hitcount:        317
{ len:         26, common_pid:    3299684 } hitcount:        326
{ len:         26, common_pid:    3299676 } hitcount:        346
{ len:         26, common_pid:    3299670 } hitcount:        349
{ len:        132, common_pid:    3299672 } hitcount:        401
{ len:        132, common_pid:    3299682 } hitcount:        423
{ len:        132, common_pid:    3299676 } hitcount:        426
{ len:        132, common_pid:    3299674 } hitcount:        429
