worker,opened,closed,active,pending,tasks,progress_age_ms,drains,progressed,completion_q,cross_q,deferred_recv,dma_inflight,dma_retries,dma_stalled,stalled_conns,emit_pending,ack_release_q,ack_retry,remote_fin,parked,wake_posted
0,22,22,0,0,0,15734,1077983,442235,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,24,0,0,0,1094,1212717,528161,0,0,0,0,0,0,0,0,0,0,0,0,0
2,23,23,0,0,0,1464,1066992,437498,0,0,0,0,0,0,0,0,0,0,0,0,0
3,24,24,0,0,0,1798,1058522,434395,0,0,0,0,0,0,0,0,0,0,0,0,0
4,25,25,0,0,0,2154,1068384,437717,0,0,0,0,0,0,0,0,0,0,0,0,0
5,22,22,0,0,0,17486,1070163,437185,0,0,0,0,0,0,0,0,0,0,0,0,0
6,22,22,0,0,0,17852,1074486,440724,0,0,0,0,0,0,0,0,0,0,0,0,0
7,22,22,0,0,0,18196,1074048,439323,0,0,0,0,0,0,0,0,0,0,0,0,0
