channels,reactors,frame,rep,offered,achieved,ratio,p50_us,p99_us,p999_us,fail,drops,pending,worker_fail,credit_hold_dropped,eq_budget_exhausted,client_core,server_core,client_app_core,client_sidecar_core,server_app_core,server_sidecar_core,dpu_core_total,dpu_core_workers,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,window_s
8,8,64,1,99000,98138.0,0.9913,4519.00,513376.00,575188.00,0,0,0,0,0,0,3.7721,4.6288,3.7049,0.0000,4.5566,0.0000,7.968164,7.880586,0.980272,0.995636,0.981808,0.997173,0.980272,0.983345,0.981808,0.980272,0,0,0,0,0,0,0,0,6.5084
8,8,64,2,99000,97944.0,0.9893,5059.00,777100.00,844817.00,0,0,0,0,0,0,3.7747,4.7153,3.7130,0.0000,4.6470,0.0000,7.979124,7.893409,0.984189,0.988781,0.984189,0.997964,0.984189,0.987250,0.982658,0.984189,0,0,0,0,0,0,0,0,6.5333
