run_id,phase,config,payload_bytes,reply_bytes,threads,arrival,rate_index,offered_rps,reported_offered_rps,rep,duration_s,achieved_rps,gbps,p50_us,p95_us,p99_us,p999_us,p9999_us,avg_us,min_us,max_us,ok,scheduled,pending,fail,drops,overflow,reorder,client_app_cores,client_app_user_cores,client_app_system_cores,server_app_cores,server_app_user_cores,server_app_system_cores,client_sidecar_cores,client_sidecar_user_cores,client_sidecar_system_cores,server_sidecar_cores,server_sidecar_user_cores,server_sidecar_system_cores,host_cgroup_cores,host_cgroup_user_cores,host_cgroup_system_cores,host_busy_cores,host_user_cores,host_system_cores,host_irq_cores,host_softirq_cores,system_softirq_cores,dpu_arm_cores,nr_throttled,throttled_seconds,core_list,mpstat_file,perf_data,validation_status
idle-0-q0-envoy-permissive-r1,idle,envoy-permissive,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004050,0.000976,0.003075,0.003566,0.002036,0.001530,0.007616,0.003012,0.004605,0.019990,0.013993,0.005997,0.000000,0.000000,0.007996,NA,0.000000,0.000000,22;23,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-envoy-permissive-r1.txt,NA,ok
idle-0-q0-envoy-strict-r1,idle,envoy-strict,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003646,0.000922,0.002723,0.003259,0.001392,0.001868,0.006905,0.002314,0.004591,0.019991,0.013993,0.005997,0.000000,0.000000,0.015992,NA,0.000000,0.000000,24;25,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-envoy-strict-r1.txt,NA,ok
idle-0-q0-dpumesh-preload-r1,idle,dpumesh-preload,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000082,0.000021,0.000061,0.000076,0.000017,0.000059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000158,0.000038,0.000120,0.021989,0.015992,0.005997,0.000000,0.000000,0.005997,0.151852,0.000000,0.000000,18;19,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-dpumesh-preload-r1.txt,NA,ok
idle-0-q0-plain-r1,idle,plain,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013993,0.009995,0.003998,0.000000,0.000000,0.007996,NA,0.000000,0.000000,20;21,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-plain-r1.txt,NA,ok
idle-0-q0-envoy-strict-r2,idle,envoy-strict,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003662,0.001945,0.001717,0.003187,0.000917,0.002270,0.006849,0.002862,0.003987,0.015992,0.009995,0.005997,0.000000,0.000000,0.011994,NA,0.000000,0.000000,24;25,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-envoy-strict-r2.txt,NA,ok
idle-0-q0-dpumesh-preload-r2,idle,dpumesh-preload,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000076,0.000019,0.000057,0.000075,0.000017,0.000058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000151,0.000036,0.000115,0.023989,0.017991,0.005997,0.000000,0.000000,0.005997,0.142857,0.000000,0.000000,18;19,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-dpumesh-preload-r2.txt,NA,ok
idle-0-q0-plain-r2,idle,plain,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.013993,0.007996,0.005997,0.000000,0.000000,0.009995,NA,0.000000,0.000000,20;21,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-plain-r2.txt,NA,ok
idle-0-q0-envoy-permissive-r2,idle,envoy-permissive,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003766,0.000446,0.003320,0.003681,0.000804,0.002877,0.007447,0.001250,0.006197,0.009995,0.007996,0.001999,0.000000,0.000000,0.005997,NA,0.000000,0.000000,22;23,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-envoy-permissive-r2.txt,NA,ok
idle-0-q0-dpumesh-preload-r3,idle,dpumesh-preload,0,8,4,none,0,0,0,3,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000070,0.000018,0.000052,0.000077,0.000077,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000147,0.000095,0.000052,0.017991,0.011994,0.005997,0.000000,0.000000,0.005997,0.142857,0.000000,0.000000,18;19,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-dpumesh-preload-r3.txt,NA,ok
idle-0-q0-plain-r3,idle,plain,0,8,4,none,0,0,0,3,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027985,0.017991,0.007996,0.000000,0.001999,0.003998,NA,0.000000,0.000000,20;21,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-022756/raw/mpstat/idle-0-q0-plain-r3.txt,NA,ok
