# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles'
# Event count (approx.): 47092007097
#
# Overhead  Command          Shared Object            Symbol                                          IPC   [IPC Coverage]
# ........  ...............  .......................  ..............................................  ....................
#
     0.91%  bench_sock       [kernel.kallsyms]        [k] skb_csum_hwoffload_help                     -      -            
     0.75%  wrk:worker_33    [kernel.kallsyms]        [k] __tcp_transmit_skb                          -      -            
     0.61%  wrk:worker_11    [nf_conntrack]           [k] __nf_conntrack_find_get                     -      -            
     0.54%  bench_sock       [kernel.kallsyms]        [k] _raw_spin_lock_irqsave                      -      -            
     0.52%  wrk:worker_11    [kernel.kallsyms]        [k] _raw_spin_lock_irqsave                      -      -            
     0.51%  wrk:worker_11    [nf_conntrack]           [k] ipv4_confirm                                -      -            
     0.50%  swapper          [kernel.kallsyms]        [k] mwait_idle_with_hints.constprop.0           -      -            
     0.49%  wrk:worker_11    libc.so.6                [.] pthread_mutex_unlock@@GLIBC_2.2.5           -      -            
     0.48%  echo_sock        [kernel.kallsyms]        [k] _raw_spin_lock_irqsave                      -      -            
     0.42%  wrk:worker_11    [kernel.kallsyms]        [k] psi_group_change                            -      -            
     0.40%  wrk:worker_19    [kernel.kallsyms]        [k] psi_group_change                            -      -            
     0.39%  echo_sock        libc.so.6                [.] __memmove_avx512_unaligned_erms             -      -            
     0.38%  wrk:worker_11    [kernel.kallsyms]        [k] copy_user_enhanced_fast_string              -      -            
     0.38%  echo_sock        [kernel.kallsyms]        [k] native_queued_spin_lock_slowpath.part.0     -      -            
     0.38%  wrk:worker_33    [kernel.kallsyms]        [k] _raw_spin_lock_irqsave                      -      -            
     0.32%  bench_sock       [kernel.kallsyms]        [k] net_rx_action                               -      -            
     0.32%  bench_sock       [kernel.kallsyms]        [k] _raw_spin_lock_bh                           -      -            
     0.32%  bench_sock       [kernel.kallsyms]        [k] __calc_delta                                -      -            
     0.32%  bench_sock       [kernel.kallsyms]        [k] __update_load_avg_cfs_rq                    -      -            
     0.32%  bench_sock       [kernel.kallsyms]        [k] psi_group_change                            -      -            
     0.32%  wrk:worker_22    [kernel.kallsyms]        [k] aa_label_sk_perm.part.0                     -      -            
     0.32%  bench_sock       [kernel.kallsyms]        [k] __update_load_avg_se                        -      -            
     0.32%  bench_sock       [kernel.kallsyms]        [k] aa_label_sk_perm.part.0                     -      -            
     0.32%  bench_sock       [kernel.kallsyms]        [k] vfs_write                                   -      -            
     0.32%  wrk:worker_22    [kernel.kallsyms]        [k] psi_group_change                            -      -            
     0.31%  wrk:worker_11    [nf_conntrack]           [k] resolve_normal_ct                           -      -            
     0.31%  wrk:worker_11    [kernel.kallsyms]        [k] aa_label_sk_perm.part.0                     -      -            
     0.31%  wrk:worker_11    [vdso]                   [.] 0x00000000000006e5                          -      -            
     0.31%  echo_sock        [kernel.kallsyms]        [k] __update_load_avg_cfs_rq                    -      -            
     0.30%  wrk:worker_11    [kernel.kallsyms]        [k] __update_load_avg_se                        -      -            
     0.30%  echo_sock        [kernel.kallsyms]        [k] arch_exit_to_user_mode_prepare.constprop.0  -      -            
     0.30%  wrk:worker_19    libc.so.6                [.] pthread_mutex_lock@@GLIBC_2.2.5             -      -            
     0.29%  wrk:worker_5     [kernel.kallsyms]        [k] psi_group_change                            -      -            
     0.29%  echo_sock        [kernel.kallsyms]        [k] psi_group_change                            -      -            
     0.29%  wrk:worker_5     [kernel.kallsyms]        [k] memset_erms                                 -      -            
     0.29%  wrk:worker_5     libc.so.6                [.] pthread_mutex_lock@@GLIBC_2.2.5             -      -            
     0.29%  wrk:worker_5     [nf_tables]              [k] nft_do_chain                                -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
