# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles'
# Event count (approx.): 43461050806
#
# Overhead  Command          Shared Object               Symbol                                          IPC   [IPC Coverage]
# ........  ...............  ..........................  ..............................................  ....................
#
     0.38%  echo_sock        [kernel.kallsyms]           [k] x64_sys_call                                -      -            
     0.38%  echo_sock        [kernel.kallsyms]           [k] entry_SYSCALL_64                            -      -            
     0.38%  echo_sock        [kernel.kallsyms]           [k] fput_many                                   -      -            
     0.38%  echo_sock        [kernel.kallsyms]           [k] update_curr                                 -      -            
     0.37%  echo_sock        [kernel.kallsyms]           [k] cpuacct_charge                              -      -            
     0.34%  bench_sock       libc.so.6                   [.] read                                        -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] vfs_write                                   -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] send_call_function_single_ipi               -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] ktime_get_ts64                              -      -            
     0.33%  bench_sock       libc.so.6                   [.] __GI___lll_lock_wake                        -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] kmem_cache_alloc_node                       -      -            
     0.33%  bench_sock       [kernel.kallsyms]           [k] syscall_enter_from_user_mode                -      -            
     0.33%  bench_sock       libc.so.6                   [.] __GI___pthread_disable_asynccancel          -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] update_cfs_group                            -      -            
     0.29%  echo_sock        [kernel.kallsyms]           [k] do_syscall_64                               -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] update_min_vruntime                         -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] switch_fpu_return                           -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] finish_task_switch.isra.0                   -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] exit_to_user_mode_loop                      -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] futex_wait                                  -      -            
     0.28%  echo_sock        libc.so.6                   [.] epoll_wait                                  -      -            
     0.28%  echo_sock        [kernel.kallsyms]           [k] __put_user_nocheck_4                        -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
