# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 982  of event 'cycles'
# Event count (approx.): 48191658794
#
# Overhead  Command          Shared Object      Symbol                                       IPC   [IPC Coverage]
# ........  ...............  .................  ...........................................  ....................
#
     0.32%  bench_sock       [kernel.kallsyms]  [k] kmem_cache_free                          -      -            
     0.32%  bench_sock       [kernel.kallsyms]  [k] enqueue_to_backlog                       -      -            
     0.31%  echo_sock        [nft_compat]       [k] nft_match_eval                           -      -            
     0.31%  echo_sock        [kernel.kallsyms]  [k] ip_finish_output2                        -      -            
     0.31%  echo_sock        [br_netfilter]     [k] br_nf_forward_finish                     -      -            
     0.31%  echo_sock        [nf_conntrack]     [k] nf_ct_seq_offset                         -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] do_softirq                               -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] tcp_event_new_data_sent                  -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] update_load_avg                          -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] tcp_write_xmit                           -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] __siphash_unaligned                      -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] __ip_finish_output                       -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] __ksize                                  -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] __check_object_size.part.0               -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] __dev_queue_xmit                         -      -            
     0.29%  echo_sock        [kernel.kallsyms]  [k] kmem_cache_alloc_node                    -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
