# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1K of event 'cycles'
# Event count (approx.): 48333326195
#
# Overhead  Command          Shared Object      Symbol                                          IPC   [IPC Coverage]
# ........  ...............  .................  ..............................................  ....................
#
     1.29%  wrk:worker_10    [kernel.kallsyms]  [k] copy_user_enhanced_fast_string              -      -            
     0.74%  wrk:worker_20    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave                      -      -            
     0.66%  wrk:worker_29    [nf_conntrack]     [k] tcp_in_window                               -      -            
     0.63%  wrk:worker_32    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave                      -      -            
     0.53%  swapper          [kernel.kallsyms]  [k] mwait_idle_with_hints.constprop.0           -      -            
     0.53%  wrk:worker_32    [kernel.kallsyms]  [k] psi_group_change                            -      -            
     0.53%  bench_sock       [kernel.kallsyms]  [k] psi_group_change                            -      -            
     0.42%  bench_sock       [kernel.kallsyms]  [k] aa_compute_perms                            -      -            
     0.42%  wrk:worker_10    [kernel.kallsyms]  [k] update_load_avg                             -      -            
     0.40%  echo_sock        [kernel.kallsyms]  [k] read_tsc                                    -      -            
     0.40%  wrk:worker_30    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave                      -      -            
     0.40%  wrk:worker_30    [kernel.kallsyms]  [k] aa_dfa_match_len                            -      -            
     0.40%  wrk:worker_7     [nf_tables]        [k] nft_do_chain                                -      -            
     0.39%  wrk:worker_29    [nf_tables]        [k] nft_do_chain                                -      -            
     0.38%  wrk:worker_30    [kernel.kallsyms]  [k] update_load_avg                             -      -            
     0.38%  wrk:worker_7     [kernel.kallsyms]  [k] psi_group_change                            -      -            
     0.32%  wrk:worker_10    [kernel.kallsyms]  [k] psi_group_change                            -      -            
     0.32%  wrk:worker_32    [kernel.kallsyms]  [k] __tcp_transmit_skb                          -      -            
     0.32%  wrk:worker_6     [kernel.kallsyms]  [k] _raw_spin_lock_irqsave                      -      -            
     0.32%  wrk:worker_6     [kernel.kallsyms]  [k] __update_load_avg_se                        -      -            
     0.32%  bench_sock       [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe              -      -            
     0.32%  wrk:worker_20    [nf_conntrack]     [k] __nf_conntrack_find_get                     -      -            
     0.32%  bench_sock       [kernel.kallsyms]  [k] select_estimate_accuracy                    -      -            
     0.32%  wrk:worker_6     libc.so.6          [.] pthread_mutex_lock@@GLIBC_2.2.5             -      -            
     0.32%  wrk:worker_10    [kernel.kallsyms]  [k] _raw_spin_lock_irqsave                      -      -            
     0.32%  wrk:worker_32    [kernel.kallsyms]  [k] tcp_sendmsg_locked                          -      -            
     0.32%  wrk:worker_10    [kernel.kallsyms]  [k] ip_finish_output2                           -      -            
     0.32%  bench_sock       [kernel.kallsyms]  [k] lock_sock_nested                            -      -            
     0.32%  wrk:worker_10    envoy              [.] 0x00000000036e82ae                          -      -            
     0.32%  wrk:worker_32    [kernel.kallsyms]  [k] __fget_files                                -      -            
     0.32%  wrk:worker_20    [kernel.kallsyms]  [k] mutex_lock                                  -      -            
     0.31%  echo_sock        [kernel.kallsyms]  [k] _raw_spin_lock_bh                           -      -            
     0.31%  wrk:worker_8     [kernel.kallsyms]  [k] decode_session4                             -      -            
     0.30%  wrk:worker_7     libc.so.6          [.] pthread_mutex_unlock@@GLIBC_2.2.5           -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] update_curr                                 -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] reweight_entity                             -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] psi_group_change                            -      -            
     0.30%  wrk:worker_29    [kernel.kallsyms]  [k] __fget_files                                -      -            
     0.30%  echo_sock        [kernel.kallsyms]  [k] __inet_lookup_established                   -      -            
     0.30%  wrk:worker_7     [nf_conntrack]     [k] tcp_in_window                               -      -            
     0.30%  wrk:worker_7     [kernel.kallsyms]  [k] syscall_return_via_sysret                   -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
