worker,opened,closed,active,pending,tasks,progress_age_ms,drains,progressed,completion_q,cross_q,deferred_recv,dma_inflight,dma_retries,dma_stalled,stalled_conns,emit_pending,ack_release_q,ack_retry,remote_fin,parked,wake_posted
0,10,10,0,0,0,4854,614082,221667,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12,12,0,0,0,5226,750551,308329,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,11,0,0,0,5559,609851,219825,0,0,0,0,0,0,0,0,0,0,0,0,0
3,11,11,0,0,0,5903,605290,217946,0,0,0,0,0,0,0,0,0,0,0,0,0
4,12,12,0,0,0,6268,609611,219121,0,0,0,0,0,0,0,0,0,0,0,0,0
5,10,10,0,0,0,6602,612614,220020,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,10,0,0,0,6933,613190,220822,0,0,0,0,0,0,0,0,0,0,0,0,0
7,10,10,0,0,0,7255,613597,220388,0,0,0,0,0,0,0,0,0,0,0,0,0
