EVENT=commit
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#

{ len:      16839, common_pid:    3429639 } hitcount:          1
{ len:      16713, common_pid:    3429644 } hitcount:          1
{ len:        102, common_pid:    3429639 } hitcount:          1
{ len:      16623, common_pid:    3429644 } hitcount:          1
{ len:      16081, common_pid:    3429639 } hitcount:          1
{ len:        178, common_pid:    3429613 } hitcount:          1
{ len:      16520, common_pid:    3429644 } hitcount:          1
{ len:        231, common_pid:    3429617 } hitcount:          1
{ len:        145, common_pid:    3429615 } hitcount:          1
{ len:      16603, common_pid:    3429613 } hitcount:          1
{ len:      16590, common_pid:    3429617 } hitcount:          1
{ len:        437, common_pid:    3429617 } hitcount:          1
{ len:      16590, common_pid:    3429639 } hitcount:          1
{ len:      16747, common_pid:    3429615 } hitcount:          1
{ len:      16537, common_pid:    3429617 } hitcount:          1
{ len:      16504, common_pid:    3429617 } hitcount:          1
{ len:         43, common_pid:    3429639 } hitcount:          1
{ len:      16448, common_pid:    3429639 } hitcount:          1
{ len:      16747, common_pid:    3429644 } hitcount:          1
{ len:      16448, common_pid:    3429615 } hitcount:          1
{ len:      16713, common_pid:    3429621 } hitcount:          1
{ len:      16253, common_pid:    3429619 } hitcount:          1
{ len:      16747, common_pid:    3429621 } hitcount:          1
{ len:      16206, common_pid:    3429639 } hitcount:          1
{ len:        155, common_pid:    3429644 } hitcount:          1
{ len:      16493, common_pid:    3429621 } hitcount:          1
{ len:        231, common_pid:    3429619 } hitcount:          1
{ len:      16656, common_pid:    3429613 } hitcount:          1
{ len:      16504, common_pid:    3429619 } hitcount:          1
{ len:      16557, common_pid:    3429639 } hitcount:          1
{ len:      16601, common_pid:    3429617 } hitcount:          1
{ len:      16614, common_pid:    3429613 } hitcount:          1
{ len:        155, common_pid:    3429639 } hitcount:          1
{ len:      16726, common_pid:    3429639 } hitcount:          1
{ len:        198, common_pid:    3429621 } hitcount:          1
{ len:      16746, common_pid:    3429613 } hitcount:          1
{ len:      16253, common_pid:    3429617 } hitcount:          1
{ len:         43, common_pid:    3429619 } hitcount:          1
{ len:      16623, common_pid:    3429617 } hitcount:          1
{ len:      16634, common_pid:    3429615 } hitcount:          1
{ len:        155, common_pid:    3429617 } hitcount:          1
{ len:      16554, common_pid:    3429613 } hitcount:          1
{ len:      16184, common_pid:    3429613 } hitcount:          1
{ len:      16634, common_pid:    3429619 } hitcount:          1
{ len:      16782, common_pid:    3429613 } hitcount:          1
{ len:      16590, common_pid:    3429621 } hitcount:          1
{ len:      16520, common_pid:    3429621 } hitcount:          1
{ len:      16094, common_pid:    3429615 } hitcount:          1
{ len:      16448, common_pid:    3429619 } hitcount:          1
{ len:      16520, common_pid:    3429615 } hitcount:          1
