worker,opened,closed,active,pending,tasks,progress_age_ms,drains,progressed,completion_q,cross_q,deferred_recv,dma_inflight,dma_retries,dma_stalled,stalled_conns,emit_pending,ack_release_q,ack_retry,remote_fin,parked,wake_posted
0,0,0,0,0,0,13799,13915,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,1840,377388,233109,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,2173,375781,232116,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,0,2536,368834,228650,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,2871,372675,230504,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,15439,15563,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,15746,15885,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,16063,16221,3,0,0,0,0,0,0,0,0,0,0,0,0,0
