channels,reactors,frame,rep,offered,achieved,ratio,p50_us,p99_us,p999_us,fail,drops,pending,worker_fail,credit_hold_dropped,eq_budget_exhausted,client_core,server_core,client_app_core,client_sidecar_core,server_app_core,server_sidecar_core,dpu_core_total,dpu_core_workers,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,window_s
8,8,64,1,98000,87558.0,0.8934,439190.00,3742021.59,3742021.59,0,5945,0,0,0,0,3.3750,3.9173,3.3714,0.0000,3.9121,0.0000,7.609211,7.569540,0.944476,0.953631,0.942950,0.952105,0.942950,0.944476,0.944476,0.944476,0,0,0,0,0,0,0,0,6.5539
