config,frame,kind,offered,achieved,client,server,p99,drop,clean
envoy-permissive,64,common,435986,435983.0,0.9911154985192497,0.7924528301886793,1035.0,0.0,1
envoy-permissive,64,common,871973,871981.0,0.9921026653504442,0.9012833168805529,855.0,0.0,1
envoy-permissive,64,common,1307959,1307882.0,0.991106719367589,0.6703967446592065,1200.0,8.264901958460648e-05,1
envoy-permissive,64,bound,1900000,1899958.0,0.9901283316880553,0.700502512562814,1204.0,5.452729154100652e-05,1
envoy-permissive,64,bound,1980000,1979757.0,0.9910979228486647,0.717201166180758,1135.0,0.00015252782546937914,1
envoy-permissive,64,bound,2060000,2059736.0,0.991106719367589,0.6663296258847321,1295.0,0.0001641797862837449,1
envoy-strict,64,common,435986,435979.0,0.9901185770750988,0.9431372549019608,843.0,0.0,1
envoy-strict,64,common,871973,871949.0,0.9921026653504442,0.9702380952380952,1028.0,0.0,1
envoy-strict,64,common,1307959,1307999.0,0.9911154985192497,0.908820614469772,956.0,0.0,1
envoy-strict,64,bound,1960000,1621491.0,0.9901283316880553,0.29142300194931775,11490.0,0.1724465920100843,0
envoy-strict,64,bound,2050000,2048601.0,0.9901185770750988,0.6863727454909819,1582.0,0.0007703011750275882,1
envoy-strict,64,bound,2130000,2118455.0,0.9910891089108911,0.616,2182.0,0.005482114417436021,0
dpumesh-preload,64,common,435986,435994.0,0.9850597609561753,0.7523219814241486,556.0,0.0,1
dpumesh-preload,64,common,871973,871806.0,0.9304347826086956,0.6133909287257019,1257.0,0.00018991461640687968,1
dpumesh-preload,64,common,1307959,1307950.0,0.9891304347826086,0.7577639751552795,352.0,0.0,1
dpumesh-preload,64,bound,4650000,4648258.0,0.9910979228486647,0.7383660806618407,464.0,0.00038101244880810544,1
dpumesh-preload,64,bound,4880000,4877908.0,0.9900990099009901,0.7573904179408767,473.0,0.0004380964437999148,1
dpumesh-preload,64,bound,5100000,5097004.0,0.9910802775024777,0.7425025853154085,488.0,0.0006008433375360144,1
dpumesh-native,64,common,435986,435985.0,0.6465324384787472,0.3216494845360825,540.0,0.0,1
dpumesh-native,64,common,871973,872000.0,0.7041284403669725,0.29855371900826444,558.0,0.0,1
dpumesh-native,64,common,1307959,1307950.0,0.7597701149425288,0.2910602910602911,480.0,0.0,1
