config,frame,kind,offered,achieved,client,server,p99,drop,clean
dpumesh-native,64,bound,7800000,7797763.0,0.9910891089108911,0.6733193277310925,857.0,0.00029365729474464087,1
dpumesh-native,64,bound,8200000,8204625.999999999,0.991106719367589,0.7122002085505735,1004.0,0.0002631471950872426,1
dpumesh-native,64,bound,8550000,8553806.0,0.9910979228486647,0.7213983050847458,1506.0,0.00028607377227257534,1
envoy-permissive,1024,common,88741,88740.0,0.9910891089108911,0.9851924975320829,836.0,0.0,1
envoy-permissive,1024,common,177483,177478.0,0.9901283316880553,0.9802371541501976,889.0,0.0,1
envoy-permissive,1024,common,266224,266222.0,0.9910979228486647,0.9762140733399405,935.0,0.0,1
envoy-permissive,1024,bound,720000,718361.0,0.9901283316880553,0.8081510934393639,2288.0,0.002445355214026222,0
envoy-permissive,1024,bound,757000,756875.0,0.9901283316880553,0.8878968253968254,1744.0,0.00028983351482054565,1
envoy-permissive,1024,bound,790000,789025.0,0.9910979228486647,0.8731417244796829,1960.0,0.0013980084834962466,0
envoy-strict,1024,common,88741,88739.0,0.9910979228486647,0.9841897233201581,956.0,0.0,1
envoy-strict,1024,common,177483,177480.0,0.9901185770750988,0.9851778656126482,1023.0,0.0,1
envoy-strict,1024,common,266224,266219.0,0.9901283316880553,0.8809523809523809,1394.0,0.0,1
envoy-strict,1024,bound,420000,420024.0,0.9891304347826086,0.9496047430830039,2302.0,1.8809734299407638e-05,1
envoy-strict,1024,bound,442000,441916.0,0.9891625615763546,0.9637254901960784,2703.0,0.00022353214270038593,1
envoy-strict,1024,bound,465000,464198.0,0.9881656804733728,0.9415262636273538,3163.0,0.0017099590328139653,0
dpumesh-preload,1024,common,88741,88740.0,0.7831858407079646,0.6309148264984227,389.0,0.0,1
dpumesh-preload,1024,common,177483,177404.0,0.9326315789473684,0.7375661375661375,320.0,0.0004428600646710919,1
dpumesh-preload,1024,common,266224,266221.0,0.984015984015984,0.7560718057022175,325.0,0.0,1
dpumesh-preload,1024,bound,200000,200006.0,0.9501039501039501,0.7373417721518988,318.0,0.0,1
dpumesh-preload,1024,bound,300000,281053.0,0.98,0.7718550106609808,417.0,0.06312741750322334,0
dpumesh-preload,1024,bound,550000,550010.0,0.9900990099009901,0.7770897832817337,363.0,0.0,1
dpumesh-native,1024,common,88741,88740.0,0.49777777777777776,0.33705583756345175,540.0,0.0,1
dpumesh-native,1024,common,177483,177487.0,0.5940706955530216,0.32744282744282743,533.0,0.0,1
dpumesh-native,1024,common,266224,266222.0,0.6006787330316742,0.2949117341640706,622.0,0.0,1
dpumesh-native,1024,bound,1110000,1109843.0,0.9840796019900497,0.3812038014783527,1454.0,0.0,1
dpumesh-native,1024,bound,1165000,1122209.0,0.9900990099009901,0.3522975929978118,38967.0,0.03641284908533327,0
dpumesh-native,1024,bound,1220000,1124887.0,0.9911154985192497,0.3739495798319328,73290.0,0.07763208326325112,0
envoy-permissive,8192,common,13853,13852.0,0.591,0.45174129353233833,624.0,0.0,1
envoy-permissive,8192,common,27707,27705.0,0.9722222222222222,0.9205561072492552,761.0,0.0,1
envoy-permissive,8192,common,41560,41559.0,0.9901185770750988,0.9663699307616221,849.0,0.0,1
envoy-permissive,8192,bound,143000,143098.0,0.9891411648568608,0.9752229930624381,4029.0,0.00013427033513735786,1
envoy-permissive,8192,bound,150000,150066.0,0.9891625615763546,0.9812992125984252,4823.0,1.0000620038442384e-05,1
envoy-permissive,8192,bound,157000,157050.0,0.987192118226601,0.9812992125984252,8089.0,0.0003560559447329835,1
envoy-strict,8192,common,13853,13852.0,0.6285998013902682,0.5428571428571428,803.0,0.0,1
envoy-strict,8192,common,27707,27706.0,0.990108803165183,0.9653121902874133,790.0,0.0,1
envoy-strict,8192,common,41560,41558.0,0.990108803165183,0.9861796643632774,1402.0,0.0,1
envoy-strict,8192,bound,70000,70027.0,0.9862340216322517,0.9783464566929134,6906.0,0.0,1
envoy-strict,8192,bound,73500,73514.0,0.9823529411764705,0.9735812133072407,31472.0,0.0,0
envoy-strict,8192,bound,77000,76587.0,0.985236220472441,0.9744847890088322,213525.0,0.002513143676488924,0
dpumesh-preload,8192,common,13853,13852.0,0.13955928646379853,0.133,519.0,0.0,1
dpumesh-preload,8192,common,27707,27706.0,0.3025302530253025,0.2606924643584521,498.0,0.0,1
dpumesh-preload,8192,common,41560,41559.0,0.46496815286624205,0.394655704008222,470.0,0.0,1
dpumesh-preload,8192,bound,100000,99999.0,0.9537037037037037,0.8516260162601627,275.0,0.0,1
dpumesh-preload,8192,bound,128000,112068.0,0.9900596421471173,0.8800813008130082,306.0,0.12424628788482482,0
dpumesh-preload,8192,bound,145000,144990.0,0.9910802775024777,0.9576612903225806,386.0,6.275875053534593e-05,1
dpumesh-native,8192,common,13853,13852.0,0.09420289855072464,0.08054393305439331,587.0,0.0,1
dpumesh-native,8192,common,27707,27707.0,0.18823529411764706,0.15417106652587118,521.0,0.0,1
dpumesh-native,8192,common,41560,41559.0,0.2948038176033934,0.2198364008179959,493.0,0.0,1
dpumesh-native,8192,bound,162000,161999.0,0.9099378881987578,0.4390992835209826,581.0,0.0,1
dpumesh-native,8192,bound,170000,169999.0,0.9438775510204082,0.43782117163412126,753.0,0.0,1
dpumesh-native,8192,bound,178000,175764.0,0.9901283316880553,0.4118873826903024,25354.0,0.01227193079538898,0
