config,body,rate,role,layer,site,samples,cores,share
envoy-strict,48,260000,client,envoy,kernel-syscall,307,0.04929,0.0493
envoy-strict,48,260000,client,app,kernel-other,221,0.03548,0.03549
envoy-strict,48,260000,client,envoy,libc,186,0.02986,0.02987
envoy-strict,48,260000,client,app,kernel-syscall,165,0.02649,0.0265
envoy-strict,48,260000,client,envoy,kernel-poll,135,0.02168,0.02168
envoy-strict,48,260000,client,app,app-code,79,0.01268,0.01269
envoy-strict,48,260000,client,kernel-only,kernel-syscall,78,0.01252,0.01253
envoy-strict,48,260000,client,app,libc,46,0.00739,0.00739
envoy-strict,48,260000,client,app,vdso,44,0.00706,0.00707
envoy-strict,48,260000,client,app,kernel-poll,40,0.00642,0.00642
envoy-strict,48,260000,client,envoy,vdso,18,0.00289,0.00289
envoy-strict,48,260000,client,kernel-only,kernel-other,6,0.00096,0.00096
envoy-strict,48,260000,client,kernel-only,kernel-sched,5,0.0008,0.0008
envoy-strict,48,260000,client,softirq,kernel-sched,1,0.00016,0.00016
envoy-strict,48,260000,server,envoy,kernel-net,1280,0.2069,0.21832
envoy-strict,48,260000,server,envoy,kernel-sched,1027,0.16601,0.17517
envoy-strict,48,260000,server,envoy,envoy-code,895,0.14467,0.15265
envoy-strict,48,260000,server,envoy,kernel-other,684,0.11056,0.11666
envoy-strict,48,260000,server,app,kernel-sched,454,0.07339,0.07743
envoy-strict,48,260000,server,app,kernel-net,328,0.05302,0.05594
envoy-strict,48,260000,server,envoy,kernel-syscall,308,0.04979,0.05253
envoy-strict,48,260000,server,envoy,libc,224,0.03621,0.03821
envoy-strict,48,260000,server,app,kernel-other,211,0.03411,0.03599
envoy-strict,48,260000,server,envoy,kernel-poll,145,0.02344,0.02473
envoy-strict,48,260000,server,kernel-only,kernel-syscall,99,0.016,0.01689
envoy-strict,48,260000,server,app,kernel-syscall,83,0.01342,0.01416
envoy-strict,48,260000,server,app,libc,32,0.00517,0.00546
envoy-strict,48,260000,server,envoy,vdso,21,0.00339,0.00358
envoy-strict,48,260000,server,app,kernel-poll,21,0.00339,0.00358
envoy-strict,48,260000,server,kernel-only,kernel-other,18,0.00291,0.00307
envoy-strict,48,260000,server,app,app-code,15,0.00242,0.00256
envoy-strict,48,260000,server,kernel-only,kernel-sched,12,0.00194,0.00205
envoy-strict,48,260000,server,app,vdso,6,0.00097,0.00102
envoy-strict,48,400000,client,envoy,kernel-net,1312,0.21061,0.21066
envoy-strict,48,400000,client,envoy,kernel-sched,989,0.15876,0.1588
envoy-strict,48,400000,client,envoy,envoy-code,924,0.14833,0.14836
envoy-strict,48,400000,client,envoy,kernel-other,766,0.12296,0.12299
envoy-strict,48,400000,client,app,kernel-sched,475,0.07625,0.07627
envoy-strict,48,400000,client,app,kernel-net,382,0.06132,0.06134
envoy-strict,48,400000,client,app,kernel-other,270,0.04334,0.04335
envoy-strict,48,400000,client,envoy,kernel-syscall,267,0.04286,0.04287
envoy-strict,48,400000,client,envoy,libc,186,0.02986,0.02987
envoy-strict,48,400000,client,app,kernel-syscall,164,0.02633,0.02633
envoy-strict,48,400000,client,app,app-code,121,0.01942,0.01943
envoy-strict,48,400000,client,envoy,kernel-poll,109,0.0175,0.0175
envoy-strict,48,400000,client,kernel-only,kernel-syscall,77,0.01236,0.01236
envoy-strict,48,400000,client,app,vdso,61,0.00979,0.00979
envoy-strict,48,400000,client,app,kernel-poll,59,0.00947,0.00947
envoy-strict,48,400000,client,app,libc,43,0.0069,0.0069
envoy-strict,48,400000,client,envoy,vdso,8,0.00128,0.00128
envoy-strict,48,400000,client,kernel-only,kernel-other,8,0.00128,0.00128
envoy-strict,48,400000,client,kernel-only,kernel-sched,6,0.00096,0.00096
envoy-strict,48,400000,client,softirq,kernel-sched,1,0.00016,0.00016
envoy-strict,48,400000,server,envoy,kernel-net,1255,0.20217,0.21702
envoy-strict,48,400000,server,envoy,kernel-sched,1021,0.16447,0.17655
envoy-strict,48,400000,server,envoy,envoy-code,908,0.14627,0.15701
envoy-strict,48,400000,server,envoy,kernel-other,681,0.1097,0.11776
envoy-strict,48,400000,server,app,kernel-sched,403,0.06492,0.06969
envoy-strict,48,400000,server,app,kernel-net,338,0.05445,0.05845
envoy-strict,48,400000,server,envoy,kernel-syscall,336,0.05413,0.0581
envoy-strict,48,400000,server,envoy,libc,202,0.03254,0.03493
envoy-strict,48,400000,server,app,kernel-other,200,0.03222,0.03458
envoy-strict,48,400000,server,envoy,kernel-poll,130,0.02094,0.02248
envoy-strict,48,400000,server,app,kernel-syscall,94,0.01514,0.01625
envoy-strict,48,400000,server,kernel-only,kernel-syscall,79,0.01273,0.01366
envoy-strict,48,400000,server,app,libc,40,0.00644,0.00692
envoy-strict,48,400000,server,app,app-code,36,0.0058,0.00623
envoy-strict,48,400000,server,app,kernel-poll,21,0.00338,0.00363
envoy-strict,48,400000,server,kernel-only,kernel-sched,12,0.00193,0.00208
envoy-strict,48,400000,server,kernel-only,kernel-other,12,0.00193,0.00208
envoy-strict,48,400000,server,envoy,vdso,11,0.00177,0.0019
envoy-strict,48,400000,server,app,vdso,2,0.00032,0.00035
envoy-strict,48,400000,server,softirq,kernel-sched,2,0.00032,0.00035
envoy-strict,1008,300000,client,envoy,envoy-code,1473,0.23666,0.2367
envoy-strict,1008,300000,client,envoy,kernel-net,1184,0.19022,0.19026
envoy-strict,1008,300000,client,envoy,kernel-other,877,0.1409,0.14093
envoy-strict,1008,300000,client,envoy,kernel-sched,692,0.11118,0.1112
envoy-strict,1008,300000,client,app,kernel-sched,390,0.06266,0.06267
envoy-strict,1008,300000,client,app,kernel-net,364,0.05848,0.05849
envoy-strict,1008,300000,client,app,kernel-other,287,0.04611,0.04612
envoy-strict,1008,300000,client,envoy,kernel-syscall,217,0.03486,0.03487
envoy-strict,1008,300000,client,envoy,libc,177,0.02844,0.02844
envoy-strict,1008,300000,client,app,kernel-syscall,136,0.02185,0.02185
envoy-strict,1008,300000,client,envoy,kernel-poll,95,0.01526,0.01527
envoy-strict,1008,300000,client,app,libc,92,0.01478,0.01478
envoy-strict,1008,300000,client,app,app-code,77,0.01237,0.01237
envoy-strict,1008,300000,client,kernel-only,kernel-syscall,69,0.01109,0.01109
envoy-strict,1008,300000,client,app,kernel-poll,42,0.00675,0.00675
envoy-strict,1008,300000,client,app,vdso,37,0.00594,0.00595
envoy-strict,1008,300000,client,envoy,vdso,7,0.00112,0.00112
envoy-strict,1008,300000,client,kernel-only,kernel-other,5,0.0008,0.0008
envoy-strict,1008,300000,client,kernel-only,kernel-sched,2,0.00032,0.00032
envoy-strict,1008,300000,server,envoy,kernel-net,1495,0.24059,0.24654
envoy-strict,1008,300000,server,envoy,envoy-code,1479,0.23802,0.2439
envoy-strict,1008,300000,server,envoy,kernel-other,877,0.14114,0.14462
envoy-strict,1008,300000,server,envoy,kernel-sched,679,0.10927,0.11197
envoy-strict,1008,300000,server,app,kernel-net,266,0.04281,0.04387
envoy-strict,1008,300000,server,app,kernel-sched,248,0.03991,0.0409
envoy-strict,1008,300000,server,envoy,kernel-syscall,247,0.03975,0.04073
envoy-strict,1008,300000,server,app,kernel-other,233,0.0375,0.03842
envoy-strict,1008,300000,server,envoy,libc,187,0.03009,0.03084
envoy-strict,1008,300000,server,envoy,kernel-poll,87,0.014,0.01435
envoy-strict,1008,300000,server,app,app-code,67,0.01078,0.01105
envoy-strict,1008,300000,server,app,kernel-syscall,63,0.01014,0.01039
envoy-strict,1008,300000,server,kernel-only,kernel-syscall,58,0.00933,0.00956
envoy-strict,1008,300000,server,app,libc,42,0.00676,0.00693
envoy-strict,1008,300000,server,app,kernel-poll,13,0.00209,0.00214
envoy-strict,1008,300000,server,envoy,vdso,12,0.00193,0.00198
envoy-strict,1008,300000,server,kernel-only,kernel-sched,5,0.0008,0.00082
envoy-strict,1008,300000,server,kernel-only,kernel-other,5,0.0008,0.00082
envoy-strict,1008,300000,server,app,vdso,1,0.00016,0.00016
