config,body,role,layer,dso,symbol,samples,cores
envoy-strict,48,server,kernel,[kernel.kallsyms],__calc_delta,49,0.00789
envoy-strict,48,server,kernel,[kernel.kallsyms],update_load_avg,47,0.00757
envoy-strict,48,server,kernel,[kernel.kallsyms],tcp_check_space,45,0.00725
envoy-strict,48,server,kernel,[kernel.kallsyms],__siphash_unaligned,45,0.00725
envoy-strict,48,server,kernel,[kernel.kallsyms],__schedule,43,0.00693
envoy-strict,48,server,kernel,[kernel.kallsyms],arch_exit_to_user_mode_prepare.constprop.0,41,0.0066
envoy-strict,48,server,kernel,[kernel.kallsyms],__tcp_transmit_skb,40,0.00644
envoy-strict,48,server,kernel,[kernel.kallsyms],pick_next_task_fair,39,0.00628
envoy-strict,48,server,kernel,[kernel.kallsyms],fput_many,36,0.0058
envoy-strict,48,server,kernel,[kernel.kallsyms],__dev_queue_xmit,35,0.00564
envoy-strict,48,server,kernel,[kernel.kallsyms],__update_load_avg_cfs_rq,35,0.00564
envoy-strict,48,server,runtime,libc.so.6,pthread_mutex_unlock,35,0.00564
envoy-strict,48,server,kernel,[kernel.kallsyms],__ksize,34,0.00548
envoy-strict,48,server,kernel,[kernel.kallsyms],nf_hook_slow,34,0.00548
envoy-strict,48,server,kernel,[kernel.kallsyms],skb_release_data,34,0.00548
envoy-strict,48,server,kernel,[kernel.kallsyms],nf_conntrack_in,33,0.00532
envoy-strict,48,server,kernel,[kernel.kallsyms],tcp_sendmsg_locked,32,0.00515
envoy-strict,48,server,kernel,[kernel.kallsyms],enqueue_entity,32,0.00515
envoy-strict,48,server,kernel,[kernel.kallsyms],restore_fpregs_from_fpstate,32,0.00515
envoy-strict,1008,client,envoy,envoy,_aesni_ctr32_ghash_6x,825,0.13255
envoy-strict,1008,client,kernel,[kernel.kallsyms],copy_user_enhanced_fast_string,398,0.06394
envoy-strict,1008,client,kernel,[kernel.kallsyms],psi_group_change,124,0.01992
envoy-strict,1008,client,kernel,[kernel.kallsyms],_raw_spin_lock_irqsave,107,0.01719
envoy-strict,1008,client,kernel,[kernel.kallsyms],entry_SYSCALL_64,84,0.0135
envoy-strict,1008,client,kernel,[kernel.kallsyms],__nf_conntrack_find_get,82,0.01317
envoy-strict,1008,client,kernel,[kernel.kallsyms],tcp_sendmsg_locked,79,0.01269
envoy-strict,1008,client,kernel,[kernel.kallsyms],__fget_files,70,0.01125
envoy-strict,1008,client,kernel,[kernel.kallsyms],nft_do_chain,68,0.01093
envoy-strict,1008,client,runtime,libc.so.6,[unknown],64,0.01028
envoy-strict,1008,client,runtime,libc.so.6,__memmove_avx512_unaligned_erms,56,0.009
envoy-strict,1008,client,kernel,[kernel.kallsyms],aa_dfa_match_len,55,0.00884
envoy-strict,1008,client,kernel,[kernel.kallsyms],_raw_spin_lock_bh,54,0.00868
envoy-strict,1008,client,kernel,[kernel.kallsyms],update_load_avg,50,0.00803
envoy-strict,1008,client,kernel,[kernel.kallsyms],__siphash_unaligned,50,0.00803
envoy-strict,1008,client,kernel,[kernel.kallsyms],_raw_spin_lock,50,0.00803
envoy-strict,1008,client,kernel,[kernel.kallsyms],read_tsc,49,0.00787
envoy-strict,1008,client,envoy,envoy,Envoy::Buffer::OwnedImpl::reserveWithMaxLength,48,0.00771
envoy-strict,1008,client,kernel,[kernel.kallsyms],__tcp_transmit_skb,45,0.00723
envoy-strict,1008,client,kernel,[kernel.kallsyms],update_cfs_group,45,0.00723
envoy-strict,1008,client,kernel,[kernel.kallsyms],__inet_lookup_established,43,0.00691
envoy-strict,1008,client,kernel,[kernel.kallsyms],enqueue_task_fair,42,0.00675
envoy-strict,1008,client,vdso,[vdso],[unknown],41,0.00659
envoy-strict,1008,client,runtime,libc.so.6,pthread_mutex_unlock,38,0.00611
envoy-strict,1008,client,kernel,[kernel.kallsyms],ip_finish_output2,37,0.00594
envoy-strict,1008,client,kernel,[kernel.kallsyms],arch_exit_to_user_mode_prepare.constprop.0,37,0.00594
envoy-strict,1008,client,app,bench_sock,on_reply,37,0.00594
envoy-strict,1008,client,kernel,[kernel.kallsyms],__calc_delta,35,0.00562
envoy-strict,1008,client,envoy,envoy,TCMallocInternalDeleteArrayAlignedNothrow,35,0.00562
envoy-strict,1008,client,runtime,libc.so.6,pthread_mutex_lock,32,0.00514
envoy-strict,1008,client,kernel,[kernel.kallsyms],strncpy,32,0.00514
envoy-strict,1008,client,kernel,[kernel.kallsyms],__schedule,32,0.00514
envoy-strict,1008,client,kernel,[kernel.kallsyms],aa_label_sk_perm.part.0,31,0.00498
envoy-strict,1008,client,kernel,[kernel.kallsyms],enqueue_entity,30,0.00482
envoy-strict,1008,client,kernel,[kernel.kallsyms],dst_release,30,0.00482
envoy-strict,1008,client,kernel,[kernel.kallsyms],timerqueue_add,29,0.00466
envoy-strict,1008,client,kernel,[kernel.kallsyms],__check_object_size.part.0,28,0.0045
envoy-strict,1008,client,kernel,[kernel.kallsyms],aa_profile_af_perm,27,0.00434
envoy-strict,1008,client,kernel,[kernel.kallsyms],update_curr,27,0.00434
envoy-strict,1008,client,kernel,[kernel.kallsyms],__update_load_avg_cfs_rq,27,0.00434
envoy-strict,1008,server,envoy,envoy,_aesni_ctr32_ghash_6x,764,0.12295
envoy-strict,1008,server,kernel,[kernel.kallsyms],copy_user_enhanced_fast_string,404,0.06502
envoy-strict,1008,server,kernel,[kernel.kallsyms],nft_do_chain,115,0.01851
envoy-strict,1008,server,kernel,[kernel.kallsyms],psi_group_change,100,0.01609
envoy-strict,1008,server,kernel,[kernel.kallsyms],__nf_conntrack_find_get,93,0.01497
envoy-strict,1008,server,kernel,[kernel.kallsyms],tcp_sendmsg_locked,82,0.0132
envoy-strict,1008,server,kernel,[kernel.kallsyms],entry_SYSCALL_64,78,0.01255
envoy-strict,1008,server,kernel,[kernel.kallsyms],_raw_spin_lock,75,0.01207
envoy-strict,1008,server,kernel,[kernel.kallsyms],_raw_spin_lock_irqsave,71,0.01143
envoy-strict,1008,server,kernel,[kernel.kallsyms],__fget_files,70,0.01127
envoy-strict,1008,server,kernel,[kernel.kallsyms],aa_dfa_match_len,63,0.01014
envoy-strict,1008,server,runtime,libc.so.6,[unknown],55,0.00885
envoy-strict,1008,server,envoy,envoy,Envoy::Buffer::OwnedImpl::reserveWithMaxLength,54,0.00869
envoy-strict,1008,server,kernel,[kernel.kallsyms],strncpy,53,0.00853
envoy-strict,1008,server,kernel,[kernel.kallsyms],read_tsc,52,0.00837
envoy-strict,1008,server,kernel,[kernel.kallsyms],_raw_spin_lock_bh,48,0.00772
envoy-strict,1008,server,runtime,libc.so.6,pthread_mutex_lock,46,0.0074
envoy-strict,1008,server,kernel,[kernel.kallsyms],update_load_avg,44,0.00708
envoy-strict,1008,server,kernel,[kernel.kallsyms],__siphash_unaligned,43,0.00692
envoy-strict,1008,server,app,echo_sock,on_request,42,0.00676
envoy-strict,1008,server,kernel,[kernel.kallsyms],nf_conntrack_in,41,0.0066
envoy-strict,1008,server,kernel,[kernel.kallsyms],dst_release,39,0.00628
envoy-strict,1008,server,kernel,[kernel.kallsyms],__tcp_transmit_skb,38,0.00612
envoy-strict,1008,server,runtime,libc.so.6,pthread_mutex_unlock,38,0.00612
envoy-strict,1008,server,kernel,[kernel.kallsyms],__update_load_avg_se,35,0.00563
envoy-strict,1008,server,kernel,[kernel.kallsyms],skb_release_data,35,0.00563
envoy-strict,1008,server,envoy,envoy,TCMallocInternalDeleteArrayAlignedNothrow,34,0.00547
envoy-strict,1008,server,kernel,[kernel.kallsyms],ip_finish_output2,34,0.00547
envoy-strict,1008,server,kernel,[kernel.kallsyms],update_curr,34,0.00547
envoy-strict,1008,server,kernel,[kernel.kallsyms],tcp_recvmsg_locked,31,0.00499
envoy-strict,1008,server,kernel,[kernel.kallsyms],__update_load_avg_cfs_rq,31,0.00499
envoy-strict,1008,server,kernel,[kernel.kallsyms],__inet_lookup_established,31,0.00499
envoy-strict,1008,server,kernel,[kernel.kallsyms],update_cfs_group,30,0.00483
envoy-strict,1008,server,kernel,[kernel.kallsyms],enqueue_task_fair,29,0.00467
envoy-strict,1008,server,kernel,[kernel.kallsyms],__calc_delta,28,0.00451
envoy-strict,1008,server,kernel,[kernel.kallsyms],ipv4_conntrack_defrag,28,0.00451
envoy-strict,1008,server,kernel,[kernel.kallsyms],enqueue_entity,27,0.00435
envoy-strict,1008,server,kernel,[kernel.kallsyms],ktime_get,27,0.00435
envoy-strict,1008,server,kernel,[kernel.kallsyms],tcp_ack,26,0.00418
envoy-strict,1008,server,kernel,[kernel.kallsyms],prepare_task_switch,26,0.00418
