thread,tid,last_cpu,allowed_cpus,core_pct,tick_delta
dmesh-main,1264391,13,13,9.8,98
dmesh-w0,1264951,0,0,0.9,9
dmesh-w1,1264953,15,15,0.6,6
dmesh-w2,1264955,10,10,25.7,257
dmesh-w3,1264957,8,8,0.6,6
