run_id,phase,config,payload_bytes,reply_bytes,threads,arrival,rate_index,offered_rps,reported_offered_rps,rep,duration_s,achieved_rps,gbps,p50_us,p95_us,p99_us,p999_us,p9999_us,avg_us,min_us,max_us,ok,scheduled,pending,fail,drops,overflow,reorder,client_app_cores,client_app_user_cores,client_app_system_cores,server_app_cores,server_app_user_cores,server_app_system_cores,client_sidecar_cores,client_sidecar_user_cores,client_sidecar_system_cores,server_sidecar_cores,server_sidecar_user_cores,server_sidecar_system_cores,host_cgroup_cores,host_cgroup_user_cores,host_cgroup_system_cores,host_busy_cores,host_user_cores,host_system_cores,host_irq_cores,host_softirq_cores,system_softirq_cores,dpu_arm_cores,nr_throttled,throttled_seconds,core_list,mpstat_file,perf_data,validation_status
idle-0-q0-envoy-permissive-r1,idle,envoy-permissive,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003421,0.001653,0.001769,0.003045,0.001531,0.001513,0.006466,0.003184,0.003282,0.023989,0.013993,0.009995,0.000000,0.000000,0.007996,NA,0.000000,0.000000,22;23,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-envoy-permissive-r1.txt,NA,ok
idle-0-q0-envoy-strict-r1,idle,envoy-strict,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002932,0.000579,0.002353,0.002844,0.001040,0.001804,0.005776,0.001619,0.004157,0.023988,0.017991,0.005997,0.000000,0.000000,0.005997,NA,0.000000,0.000000,24;25,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-envoy-strict-r1.txt,NA,ok
idle-0-q0-dpumesh-preload-r1,idle,dpumesh-preload,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000078,0.000020,0.000058,0.000080,0.000018,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000158,0.000038,0.000120,0.015993,0.011994,0.003998,0.000000,0.000000,0.003998,0.142857,0.000000,0.000000,18;19,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-dpumesh-preload-r1.txt,NA,ok
idle-0-q0-plain-r1,idle,plain,0,8,4,none,0,0,0,1,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.021989,0.015992,0.005997,0.000000,0.000000,0.009995,NA,0.000000,0.000000,20;21,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-plain-r1.txt,NA,ok
idle-0-q0-envoy-strict-r2,idle,envoy-strict,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002743,0.000087,0.002656,0.003015,0.001783,0.001231,0.005758,0.001870,0.003887,0.031986,0.017992,0.013994,0.000000,0.000000,0.003998,NA,0.000000,0.000000,24;25,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-envoy-strict-r2.txt,NA,ok
idle-0-q0-dpumesh-preload-r2,idle,dpumesh-preload,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000079,0.000020,0.000059,0.000078,0.000018,0.000060,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000157,0.000038,0.000119,0.013993,0.011994,0.001999,0.000000,0.000000,0.005997,0.144444,0.000000,0.000000,18;19,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-dpumesh-preload-r2.txt,NA,ok
idle-0-q0-plain-r2,idle,plain,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025987,0.015992,0.009995,0.000000,0.000000,0.003998,NA,0.000000,0.000000,20;21,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-plain-r2.txt,NA,ok
idle-0-q0-envoy-permissive-r2,idle,envoy-permissive,0,8,4,none,0,0,0,2,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003612,0.001358,0.002254,0.002802,0.000392,0.002410,0.006414,0.001750,0.004664,0.011994,0.005997,0.005997,0.000000,0.000000,0.007996,NA,0.000000,0.000000,22;23,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-envoy-permissive-r2.txt,NA,ok
idle-0-q0-dpumesh-preload-r3,idle,dpumesh-preload,0,8,4,none,0,0,0,3,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000073,0.000000,0.000073,0.000063,0.000014,0.000049,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000136,0.000014,0.000122,0.037983,0.017992,0.019991,0.000000,0.000000,0.009995,0.146296,0.000000,0.000000,18;19,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-dpumesh-preload-r3.txt,NA,ok
idle-0-q0-plain-r3,idle,plain,0,8,4,none,0,0,0,3,5,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027987,0.017991,0.007996,0.000000,0.001999,0.005997,NA,0.000000,0.000000,20;21,/home/jukebox/DPUmesh/bench/report/data/l4-20260728-021656/raw/mpstat/idle-0-q0-plain-r3.txt,NA,ok
