EVENT=commit
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#

{ len:         30, common_pid:    3417512 } hitcount:          1
{ len:       1090, common_pid:    3417516 } hitcount:          1
{ len:       6426, common_pid:    3417514 } hitcount:          1
{ len:       7493, common_pid:    3417520 } hitcount:          1
{ len:       3225, common_pid:    3417514 } hitcount:          1
{ len:       1091, common_pid:    3417524 } hitcount:          1
{ len:       4292, common_pid:    3417512 } hitcount:          1
{ len:       4292, common_pid:    3417514 } hitcount:          1
{ len:       5358, common_pid:    3417510 } hitcount:          1
{ len:       5359, common_pid:    3417510 } hitcount:          1
{ len:       6425, common_pid:    3417514 } hitcount:          1
{ len:       1090, common_pid:    3417512 } hitcount:          1
{ len:       7482, common_pid:    3417518 } hitcount:          1
{ len:       1090, common_pid:    3417518 } hitcount:          1
{ len:       2157, common_pid:    3417510 } hitcount:          1
{ len:       1091, common_pid:    3417514 } hitcount:          1
{ len:         30, common_pid:    3417518 } hitcount:          1
{ len:       7493, common_pid:    3417512 } hitcount:          1
{ len:       2157, common_pid:    3417512 } hitcount:          1
{ len:       3224, common_pid:    3417518 } hitcount:          1
{ len:         30, common_pid:    3417520 } hitcount:          1
{ len:       1054, common_pid:    3417518 } hitcount:          1
{ len:       4291, common_pid:    3417514 } hitcount:          1
{ len:       2158, common_pid:    3417520 } hitcount:          1
{ len:       3225, common_pid:    3417518 } hitcount:          1
{ len:       1090, common_pid:    3417514 } hitcount:          1
{ len:       3224, common_pid:    3417516 } hitcount:          1
{ len:       2158, common_pid:    3417516 } hitcount:          1
{ len:       7493, common_pid:    3417514 } hitcount:          1
{ len:       3225, common_pid:    3417520 } hitcount:          1
{ len:       5358, common_pid:    3417524 } hitcount:          1
{ len:       1091, common_pid:    3417518 } hitcount:          1
{ len:       4292, common_pid:    3417510 } hitcount:          1
{ len:       2158, common_pid:    3417518 } hitcount:          1
{ len:       2157, common_pid:    3417518 } hitcount:          1
{ len:       2157, common_pid:    3417516 } hitcount:          1
{ len:       4291, common_pid:    3417512 } hitcount:          1
{ len:       1091, common_pid:    3417510 } hitcount:          1
{ len:       1090, common_pid:    3417510 } hitcount:          1
{ len:       7705, common_pid:    3417510 } hitcount:          2
{ len:       5359, common_pid:    3417524 } hitcount:          2
{ len:       4292, common_pid:    3417518 } hitcount:          2
{ len:       1091, common_pid:    3417516 } hitcount:          2
{ len:       1054, common_pid:    3417512 } hitcount:          2
{ len:       1091, common_pid:    3417520 } hitcount:          2
{ len:       3224, common_pid:    3417524 } hitcount:          2
{ len:       3225, common_pid:    3417516 } hitcount:          2
{ len:       2158, common_pid:    3417524 } hitcount:          2
{ len:       7482, common_pid:    3417512 } hitcount:          2
{ len:       3225, common_pid:    3417510 } hitcount:          2
{ len:       1047, common_pid:    3417510 } hitcount:          2
{ len:       1091, common_pid:    3417512 } hitcount:          3
{ len:       1054, common_pid:    3417520 } hitcount:          3
{ len:       1054, common_pid:    3417516 } hitcount:          3
{ len:       7482, common_pid:    3417520 } hitcount:          3
{ len:       2157, common_pid:    3417520 } hitcount:          3
{ len:       7482, common_pid:    3417516 } hitcount:          3
{ len:       7482, common_pid:    3417510 } hitcount:          4
{ len:       1054, common_pid:    3417510 } hitcount:          4
{ len:       1054, common_pid:    3417514 } hitcount:          5
{ len:       1047, common_pid:    3417514 } hitcount:          5
{ len:       7705, common_pid:    3417514 } hitcount:          5
{ len:       7482, common_pid:    3417514 } hitcount:          5
{ len:       7482, common_pid:    3417524 } hitcount:          6
{ len:       1054, common_pid:    3417524 } hitcount:          6
{ len:       1047, common_pid:    3417518 } hitcount:          6
{ len:       7705, common_pid:    3417518 } hitcount:          6
{ len:       1047, common_pid:    3417512 } hitcount:          8
{ len:       7705, common_pid:    3417512 } hitcount:          8
{ len:       1047, common_pid:    3417524 } hitcount:         11
{ len:       1047, common_pid:    3417520 } hitcount:         11
{ len:       7705, common_pid:    3417520 } hitcount:         11
{ len:       7705, common_pid:    3417524 } hitcount:         11
{ len:       1047, common_pid:    3417516 } hitcount:         12
{ len:       7705, common_pid:    3417516 } hitcount:         12
{ len:         17, common_pid:    3417524 } hitcount:         16
{ len:         17, common_pid:    3417512 } hitcount:         16
{ len:         17, common_pid:    3417518 } hitcount:         16
{ len:         17, common_pid:    3417520 } hitcount:         16
{ len:         17, common_pid:    3417510 } hitcount:         17
{ len:         17, common_pid:    3417516 } hitcount:         18
{ len:         17, common_pid:    3417514 } hitcount:         18
{ len:         13, common_pid:    3417518 } hitcount:        183
{ len:         13, common_pid:    3417516 } hitcount:        183
{ len:         13, common_pid:    3417524 } hitcount:        186
{ len:         13, common_pid:    3417514 } hitcount:        187
{ len:         13, common_pid:    3417512 } hitcount:        187
{ len:       7469, common_pid:    3417516 } hitcount:        196
{ len:         13, common_pid:    3417520 } hitcount:        197
{ len:       7469, common_pid:    3417510 } hitcount:        198
{ len:         13, common_pid:    3417510 } hitcount:        198
{ len:       7469, common_pid:    3417514 } hitcount:        199
{ len:       7469, common_pid:    3417512 } hitcount:        214
{ len:       7469, common_pid:    3417520 } hitcount:        216
{ len:       7469, common_pid:    3417518 } hitcount:        232
{ len:       7658, common_pid:    3417510 } hitcount:        248
{ len:       7469, common_pid:    3417524 } hitcount:        249
{ len:       7658, common_pid:    3417514 } hitcount:        267
{ len:       7658, common_pid:    3417520 } hitcount:        276
{ len:       7658, common_pid:    3417512 } hitcount:        277
{ len:       7658, common_pid:    3417516 } hitcount:        302
{ len:       7658, common_pid:    3417524 } hitcount:        310
{ len:       7658, common_pid:    3417518 } hitcount:        333
{ len:       6564, common_pid:    3417514 } hitcount:        547
{ len:       6402, common_pid:    3417520 } hitcount:        557
{ len:       6402, common_pid:    3417514 } hitcount:        566
{ len:       6564, common_pid:    3417518 } hitcount:        567
{ len:       6402, common_pid:    3417512 } hitcount:        572
{ len:       6564, common_pid:    3417520 } hitcount:        592
{ len:       6564, common_pid:    3417512 } hitcount:        593
{ len:       6402, common_pid:    3417510 } hitcount:        598
{ len:       6564, common_pid:    3417516 } hitcount:        598
{ len:       6564, common_pid:    3417510 } hitcount:        599
{ len:       6402, common_pid:    3417516 } hitcount:        599
{ len:       6402, common_pid:    3417518 } hitcount:        604
{ len:       6564, common_pid:    3417524 } hitcount:        609
{ len:       6402, common_pid:    3417524 } hitcount:        686
{ len:       5470, common_pid:    3417516 } hitcount:       1020
{ len:       5335, common_pid:    3417512 } hitcount:       1067
{ len:       5335, common_pid:    3417524 } hitcount:       1074
{ len:       5470, common_pid:    3417518 } hitcount:       1087
{ len:       5470, common_pid:    3417512 } hitcount:       1088
{ len:       5335, common_pid:    3417520 } hitcount:       1093
{ len:       5335, common_pid:    3417514 } hitcount:       1100
{ len:       5470, common_pid:    3417520 } hitcount:       1103
{ len:       5335, common_pid:    3417518 } hitcount:       1118
{ len:       5470, common_pid:    3417524 } hitcount:       1130
{ len:       5335, common_pid:    3417516 } hitcount:       1130
{ len:       5470, common_pid:    3417514 } hitcount:       1145
{ len:       5335, common_pid:    3417510 } hitcount:       1154
{ len:       5470, common_pid:    3417510 } hitcount:       1172
{ len:       4268, common_pid:    3417524 } hitcount:       1391
{ len:       4268, common_pid:    3417518 } hitcount:       1426
{ len:       4268, common_pid:    3417516 } hitcount:       1435
{ len:       4376, common_pid:    3417524 } hitcount:       1452
{ len:       4268, common_pid:    3417514 } hitcount:       1491
{ len:       4268, common_pid:    3417512 } hitcount:       1517
{ len:       4376, common_pid:    3417518 } hitcount:       1534
{ len:       4376, common_pid:    3417516 } hitcount:       1552
{ len:       4376, common_pid:    3417512 } hitcount:       1553
{ len:       4376, common_pid:    3417514 } hitcount:       1571
{ len:       4268, common_pid:    3417510 } hitcount:       1617
{ len:       4268, common_pid:    3417520 } hitcount:       1663
{ len:       4376, common_pid:    3417510 } hitcount:       1714
{ len:       4376, common_pid:    3417520 } hitcount:       1750
{ len:       3282, common_pid:    3417516 } hitcount:       1784
{ len:       3201, common_pid:    3417516 } hitcount:       1833
