arm,protocol,size,mode,rep,symbol,self_percent
lean,grpc,64,capacity,1,<core::pin::Pin<P> as core::future::future::Future>::poll,0.19
lean,grpc,64,capacity,1,h2::proto::streams::streams::StreamRef<B>::send_data,0.19
lean,grpc,64,capacity,1,http::header::map::HeaderMap<T>::contains_key,0.19
lean,grpc,64,capacity,1,"<linkerd_io::sensor::SensorIo<T,S> as tokio::io::async_read::AsyncRead>::poll_read",0.19
lean,grpc,64,capacity,1,"<linkerd_http_prom::record_response::ResponseFuture<L,F> as core::future::future::Future>::poll",0.19
lean,grpc,64,capacity,1,linkerd_http_prom::record_response::end_stream,0.19
lean,grpc,64,capacity,1,"linkerd_http_prom::status::RecordStatusFuture<F,SL,L>::on_eos",0.19
lean,grpc,64,capacity,1,tokio::sync::oneshot::Sender<T>::send,0.19
lean,grpc,64,capacity,1,__arm64_sys_epoll_pwait,0.18
lean,grpc,64,capacity,1,__aarch64_ldadd4_relax,0.18
lean,grpc,64,capacity,1,h2::hpack::decoder::Table::get,0.18
lean,grpc,64,capacity,1,<tokio::runtime::io::scheduled_io::Readiness as core::future::future::Future>::poll,0.18
lean,grpc,64,capacity,1,dmesh_l7_driver_drain,0.18
lean,grpc,64,capacity,1,memcmp,0.18
lean,grpc,64,capacity,1,<bytes::bytes::Bytes as bytes::buf::buf_impl::Buf>::remaining,0.18
lean,grpc,64,capacity,1,"<alloc::sync::Arc<T,A> as alloc::sync::ArcEqIdent<T,A>>::eq",0.18
lean,grpc,64,capacity,1,hyper::client::conn::http2::SendRequest<B>::send_request::{{closure}},0.18
lean,grpc,64,capacity,1,tokio::runtime::task::waker::wake_by_val,0.18
lean,grpc,64,capacity,1,h2::proto::streams::store::Ptr::unlink,0.18
lean,grpc,64,capacity,1,do_rallocx,0.17
lean,grpc,64,capacity,1,<tokio::sync::notify::Notified as core::future::future::Future>::poll,0.17
lean,grpc,64,capacity,1,tokio::runtime::time::<impl tokio::runtime::time::handle::Handle>::process_at_time,0.17
lean,grpc,64,capacity,1,dmesh_l7::pump_side,0.17
lean,grpc,64,capacity,1,linkerd_http_prom::body_data::metrics::RequestBodyFamilies<L>::metrics,0.17
lean,grpc,64,capacity,1,0x000000000001da18,0.17
lean,grpc,64,capacity,1,http::request::Builder::and_then,0.17
lean,grpc,64,capacity,1,"<linkerd_app_core::errors::respond::Respond<R> as linkerd_error_respond::Respond<http::response::Response<B>,alloc::boxed::Box<dyn core::error::Error+core::marker::Sync+core::marker::Send>>>::respond",0.17
lean,grpc,64,capacity,1,h2::proto::streams::prioritize::Prioritize::reclaim_frame,0.17
lean,grpc,64,capacity,1,http::header::map::HeaderMap<T>::get,0.16
lean,grpc,64,capacity,1,<&mut S as tower_service::Service<Request>>::poll_ready,0.16
lean,grpc,64,capacity,1,__aarch64_ldadd8_acq_rel,0.16
lean,grpc,64,capacity,1,px_l7_caller_conn,0.16
lean,grpc,64,capacity,1,<hyper::proto::h2::PipeToSendStream<S> as core::future::future::Future>::poll,0.16
lean,grpc,64,capacity,1,"<futures_util::stream::try_stream::try_filter_map::TryFilterMap<St,Fut,F> as futures_core::stream::Stream>::poll_next",0.16
lean,grpc,64,capacity,1,"hyper::proto::h2::client::ClientTask<B,E,T>::poll_pipe",0.16
lean,grpc,64,capacity,1,tokio::runtime::scheduler::current_thread::Core::next_task,0.16
lean,grpc,64,capacity,1,"<linkerd_stack_tracing::Instrument<T,G,S> as tower_service::Service<Req>>::call",0.16
lean,grpc,64,capacity,1,tokio::runtime::task::list::OwnedTasks<S>::bind_inner,0.16
lean,grpc,64,capacity,1,tokio::runtime::task::raw::dealloc,0.16
lean,grpc,64,capacity,1,"tokio::sync::mpsc::chan::Rx<T,S>::recv",0.16
lean,grpc,64,capacity,1,http::extensions::Extensions::remove,0.16
lean,grpc,64,capacity,1,eventfd_read,0.15
lean,grpc,64,capacity,1,<linkerd_app_outbound::http::logical::Concrete<T> as core::clone::Clone>::clone,0.15
lean,grpc,64,capacity,1,bytes::bytes::shared_clone,0.15
lean,grpc,64,capacity,1,<linkerd_app_core::errors::respond::NewRespond<R> as linkerd_error_respond::NewRespond<http::request::Request<B>>>::new_respond,0.15
lean,grpc,64,capacity,1,__aarch64_swp1_acq,0.15
lean,grpc,64,capacity,1,"core::ptr::drop_in_place<linkerd_http_metrics::requests::service::ResponseFuture<core::pin::Pin<alloc::boxed::Box<dyn core::future::future::Future+Output = core::result::Result<http::response::Response<linkerd_http_box::body::BoxBody>,alloc::boxed::Box<dyn core::error::Error+core::marker::Sync+core::marker::Send>>+core::marker::Send>>,linkerd_app_core::classify::Response>>",0.15
lean,grpc,64,capacity,1,doca_dma_task_memcpy_alloc_init,0.15
lean,grpc,64,capacity,1,"<linkerd_http_body_eos::BodyWithEosFn<B,F> as http_body::Body>::poll_frame",0.15
lean,grpc,64,capacity,1,"<linkerd_http_metrics::requests::service::ResponseFuture<F,C> as core::future::future::Future>::poll",0.15
lean,grpc,64,capacity,1,h2::share::RecvStream::is_end_stream,0.15
lean,grpc,64,capacity,1,tokio::runtime::scheduler::current_thread::<impl tokio::runtime::task::Schedule for alloc::sync::Arc<tokio::runtime::scheduler::current_thread::Handle>>::schedule,0.15
lean,grpc,64,capacity,1,h2::proto::streams::prioritize::Prioritize::reserve_capacity,0.15
lean,grpc,64,capacity,1,"hashbrown::raw::RawTable<T,A>::reserve_rehash",0.15
lean,grpc,64,capacity,1,hyper::headers::content_length_parse_all,0.14
lean,grpc,64,capacity,1,dmesh_doca::io::DmeshIo::poll_transmit,0.14
lean,grpc,64,capacity,1,<dmesh_doca::io::DmeshIo as tokio::io::async_read::AsyncRead>::poll_read,0.14
lean,grpc,64,capacity,1,http::header::map::Entry<T>::or_try_insert_with,0.14
lean,grpc,64,capacity,1,0x0000000000076f48,0.14
lean,grpc,64,capacity,1,bytes::bytes_mut::BytesMut::reserve_inner,0.14
lean,grpc,64,capacity,1,"<linkerd_stack::either::vendor::Either<A,B> as tower_service::Service<Request>>::call",0.14
lean,grpc,64,capacity,1,<linkerd_proxy_http::h2::Connection<B> as tower_service::Service<http::request::Request<B>>>::call,0.14
lean,grpc,64,capacity,1,tokio::runtime::task::raw::schedule,0.14
lean,grpc,64,capacity,1,h2::frame::headers::HeaderBlock::into_encoding,0.14
lean,grpc,64,capacity,1,"<linkerd_http_metrics::requests::service::HttpMetrics<S,C> as tower_service::Service<http::request::Request<A>>>::call",0.14
lean,grpc,64,capacity,1,l7_worker_run,0.14
