arm,protocol,size,mode,kind,rep,valid,elapsed,cpu_seconds,scheduled,rps,p50_us,p99_us,cpu_us_per_scheduled_rpc,dmesh_tx_writer_wakes_total,dmesh_worker_drain_progressed_total,dmesh_worker_pe_progressed_total,dmesh_worker_drain_pending_total,dmesh_tx_errors_total,dmesh_worker_maintenances_total,dmesh_worker_cross_in_total,dmesh_tx_accepted_bytes_total,dmesh_tx_reserve_attempts_total,dmesh_worker_arms_total,dmesh_worker_local_completions_total,dmesh_worker_drain_calls_total,dmesh_worker_drain_idle_total,dmesh_worker_cross_out_total,dmesh_tx_publications_total,dmesh_worker_data_progressed_total,dmesh_tx_retries_total,dmesh_tx_arena_copy_bytes_total,dmesh_worker_notification_clears_total
lean3,grpc,64,capacity,clean,2,True,8.48557959496975,52.29,298538,36121.0,1784.0,2608.0,175.15358178858304,0.0,1468007.0,220109.0,124006.0,0.0,65478.0,0.0,70463107.0,220386.0,509514.0,220109.0,2315409.0,723396.0,0.0,220386.0,1468007.0,0.0,70463107.0,509514.0
lean3,grpc,64,capacity,clean,3,True,8.51087869296316,52.17,297795,35895.0,1791.0,2662.0,175.18762907369162,0.0,1460951.0,219379.0,124026.0,0.0,68663.0,0.0,70287501.0,219639.0,509684.0,219379.0,2309054.0,724077.0,0.0,219639.0,1460951.0,0.0,70287501.0,509684.0
lean3,grpc,64,capacity,profile,1,True,16.520002108067274,103.56,574647,35267.0,1823.0,2873.0,180.21498415549024,0.0,2822010.0,425034.0,233397.0,0.0,124358.0,0.0,135629817.0,425503.0,967724.0,425034.0,4432269.0,1376862.0,0.0,425503.0,2822010.0,0.0,135629817.0,967724.0
lean3,grpc,64,matched,clean,1,True,8.459288940997794,52.0,159999,20000.0,979.0,1967.0,325.00203126269537,0.0,1684758.0,261095.0,121554.0,0.0,65632.0,0.0,37768240.0,261292.0,531575.0,261095.0,2576655.0,770343.0,0.0,261292.0,1684758.0,0.0,37768240.0,531575.0
lean3,grpc,64,matched,clean,2,True,8.511532144038938,52.1,160000,19999.0,950.0,1911.0,325.625,0.0,1685134.0,261723.0,121847.0,0.0,65372.0,0.0,37768442.0,261917.0,531393.0,261723.0,2578288.0,771307.0,0.0,261917.0,1685134.0,0.0,37768442.0,531393.0
lean3,grpc,64,matched,clean,3,True,8.520570160937496,52.13,159999,19999.0,974.0,1916.0,325.81453634085216,0.0,1687538.0,261907.0,122132.0,0.0,68736.0,0.0,37768165.0,262101.0,536462.0,261907.0,2590074.0,780404.0,0.0,262101.0,1687538.0,0.0,37768165.0,536462.0
lean3,grpc,65536,capacity,clean,1,True,8.536973402951844,63.44,109643,13213.0,4792.0,7740.0,578.6051093093039,8.0,2677267.0,1900912.0,33031.0,0.0,67817.0,0.0,14396781136.0,1478997.0,138251.0,1900912.0,2898385.0,188087.0,0.0,1478997.0,2677267.0,8.0,14396781136.0,138251.0
lean3,grpc,65536,capacity,clean,2,True,8.481650406960398,63.39,109571,13200.0,4780.0,7954.0,578.5289903350339,0.0,2677032.0,1898953.0,33442.0,0.0,67635.0,0.0,14387140107.0,1477117.0,138761.0,1898953.0,2898269.0,187795.0,0.0,1477117.0,2677032.0,0.0,14387140107.0,138761.0
lean3,grpc,65536,capacity,clean,3,True,8.53263045300264,63.62,110046,13252.0,4804.0,7289.0,578.1218763062719,8.0,2689895.0,1907841.0,33010.0,0.0,67931.0,0.0,14449541106.0,1484760.0,137672.0,1907841.0,2909083.0,186178.0,0.0,1484760.0,2689895.0,8.0,14449541106.0,137672.0
lean3,grpc,65536,capacity,profile,1,True,16.534945691004395,124.95,213466,13100.0,4852.0,7347.0,585.3391172364686,8.0,5184620.0,3701695.0,63270.0,0.0,129409.0,0.0,28030623771.0,2881319.0,258329.0,3701695.0,5594430.0,346540.0,0.0,2881319.0,5184620.0,8.0,28030623771.0,258329.0
lean3,grpc,65536,capacity,stat,1,True,12.542540875962004,90.87,155901,12666.0,4811.0,8026.0,582.8698982046299,8.0,3801699.0,2703335.0,46174.0,0.0,96823.0,0.0,20471360169.0,2103525.0,194936.0,2703335.0,4113005.0,265132.0,0.0,2103525.0,3801699.0,8.0,20471360169.0,194936.0
lean3,grpc,65536,capacity,stat,2,True,12.518501468002796,83.18,143874,11687.0,4753.0,7184.0,578.1447655587529,8.0,3448841.0,2491200.0,47537.0,0.0,95509.0,0.0,18891021562.0,1938705.0,182835.0,2491200.0,3747698.0,251320.0,0.0,1938705.0,3448841.0,8.0,18891021562.0,182835.0
lean3,grpc,65536,capacity,stat,3,True,12.537641268922016,82.8,143166,11634.0,4770.0,7429.0,578.3496081471858,8.0,3463035.0,2480021.0,49790.0,0.0,92472.0,0.0,18798829070.0,1929653.0,186620.0,2480021.0,3766569.0,253744.0,0.0,1929653.0,3463035.0,8.0,18798829070.0,186620.0
lean3,grpc,65536,matched,clean,1,True,8.456174540915526,15.1,16000,2000.0,1412.0,2532.0,943.75,0.0,888110.0,290142.0,47352.0,0.0,47130.0,0.0,2100719759.0,200510.0,233293.0,290142.0,1306713.0,371251.0,0.0,200510.0,888110.0,0.0,2100719759.0,233293.0
lean3,grpc,65536,matched,clean,2,True,8.469677238026634,15.09,16000,2000.0,1420.0,2716.0,943.125,0.0,886479.0,290012.0,47572.0,0.0,47005.0,0.0,2100718732.0,200293.0,233372.0,290012.0,1305113.0,371062.0,0.0,200293.0,886479.0,0.0,2100718732.0,233372.0
lean3,grpc,65536,matched,clean,3,True,8.51233622606378,15.06,16000,2000.0,1408.0,2506.0,941.25,0.0,884044.0,289732.0,47385.0,0.0,46967.0,0.0,2100714528.0,199702.0,232582.0,289732.0,1301196.0,369767.0,0.0,199702.0,884044.0,0.0,2100714528.0,232582.0
lean3,grpc,8192,capacity,clean,1,True,8.476719049038365,54.19,178684,21525.0,2947.0,4295.0,303.27281681627903,1.0,1085175.0,416011.0,32869.0,0.0,65202.0,0.0,2947718343.0,424351.0,157540.0,416011.0,1361508.0,243464.0,0.0,424351.0,1085175.0,1.0,2947718343.0,157540.0
lean3,grpc,8192,capacity,clean,2,True,8.48069569899235,54.03,177024,21323.0,2970.0,4945.0,305.212852494577,1.0,1088317.0,413492.0,33841.0,0.0,65555.0,0.0,2920233402.0,421752.0,158891.0,413492.0,1365610.0,243452.0,0.0,421752.0,1088317.0,1.0,2920233402.0,158891.0
lean3,grpc,8192,capacity,clean,3,True,8.519897402031347,54.17,178164,21465.0,2950.0,4584.0,304.04571069351834,1.0,1085004.0,415172.0,33085.0,0.0,68042.0,0.0,2939147801.0,423493.0,160171.0,415172.0,1366212.0,248123.0,0.0,423493.0,1085004.0,1.0,2939147801.0,160171.0
lean3,grpc,8192,matched,clean,1,True,8.458033704082482,42.82,80000,9999.0,1691.0,2249.0,535.25,0.0,2007545.0,313866.0,171748.0,0.0,65348.0,0.0,1319791297.0,317722.0,605724.0,313866.0,2999352.0,820059.0,0.0,317722.0,2007545.0,0.0,1319791297.0,605724.0
lean3,grpc,8192,matched,clean,2,True,8.520067156059667,42.71,80000,9999.0,1698.0,2301.0,533.875,0.0,1998543.0,313478.0,170205.0,0.0,65555.0,0.0,1319783122.0,317332.0,601654.0,313478.0,2983141.0,814393.0,0.0,317332.0,1998543.0,0.0,1319783122.0,601654.0
lean3,grpc,8192,matched,clean,3,True,8.4684848790057,42.77,80000,9999.0,1673.0,2236.0,534.625,0.0,2009196.0,314660.0,169646.0,0.0,68246.0,0.0,1319791314.0,318517.0,607402.0,314660.0,3007575.0,828733.0,0.0,318517.0,2009196.0,0.0,1319791314.0,607402.0
lean3,opaque,1024,capacity,clean,1,True,8.190794245922007,23.27,1076453,134756.0,438.0,1099.0,21.61729309129149,0.0,5068493.0,647837.0,530232.0,0.0,65723.0,0.0,2239022240.0,647813.0,2123172.0,647837.0,8779020.0,3180295.0,0.0,647813.0,5068493.0,0.0,2239022240.0,2123172.0
lean3,opaque,1024,capacity,clean,2,True,8.206386900972575,22.53,1041029,130805.0,450.0,1120.0,21.642048396346308,0.0,4905559.0,626685.0,510408.0,0.0,65389.0,0.0,2165340320.0,626661.0,2052228.0,626685.0,8494649.0,3078682.0,0.0,626661.0,4905559.0,0.0,2165340320.0,2052228.0
lean3,opaque,1024,capacity,clean,3,True,8.265580635052174,22.66,1047022,131095.0,449.0,1121.0,21.64233416298798,0.0,4928990.0,630288.0,513911.0,0.0,65913.0,0.0,2177805760.0,630264.0,2065097.0,630288.0,8539867.0,3096966.0,0.0,630264.0,4928990.0,0.0,2177805760.0,2065097.0
lean3,opaque,1024,matched,clean,1,True,8.202479584957473,10.95,160000,19999.0,244.0,478.0,68.4375,0.0,2407260.0,319254.0,255014.0,0.0,59501.0,0.0,332800000.0,319181.0,1042960.0,319254.0,4236725.0,1574451.0,0.0,319181.0,2407260.0,0.0,332800000.0,1042960.0
lean3,opaque,1024,matched,clean,2,True,8.200395503081381,11.08,160000,19998.0,247.0,494.0,69.25,0.0,2385103.0,319020.0,249222.0,0.0,59959.0,0.0,332800000.0,318914.0,1037545.0,319020.0,4209811.0,1575486.0,0.0,318914.0,2385103.0,0.0,332800000.0,1037545.0
lean3,opaque,1024,matched,clean,3,True,8.251903633004986,10.97,160000,19999.0,247.0,489.0,68.5625,0.0,2386186.0,319098.0,243849.0,0.0,60394.0,0.0,332800000.0,319025.0,1034655.0,319098.0,4210730.0,1580695.0,0.0,319025.0,2386186.0,0.0,332800000.0,1034655.0
lean3,opaque,64,capacity,clean,1,True,8.276586228981614,22.45,1132364,141604.0,421.0,1107.0,19.825780402768014,0.0,4966642.0,680164.0,496548.0,0.0,66117.0,0.0,181178240.0,680148.0,2189889.0,680164.0,8843798.0,3380608.0,0.0,680148.0,4966642.0,0.0,181178240.0,2189889.0
lean3,opaque,64,capacity,clean,2,True,8.236476512043737,22.84,1156091,144780.0,413.0,1084.0,19.756230262150645,0.0,5071705.0,694340.0,505974.0,0.0,66068.0,0.0,184974560.0,694316.0,2234382.0,694340.0,9028054.0,3450375.0,0.0,694316.0,5071705.0,0.0,184974560.0,2234382.0
lean3,opaque,64,capacity,clean,3,True,8.213350848993286,22.37,1127110,141002.0,422.0,1126.0,19.847219880934425,0.0,4947038.0,677128.0,492377.0,0.0,66119.0,0.0,180337600.0,677104.0,2178865.0,677128.0,8806583.0,3367168.0,0.0,677104.0,4947038.0,0.0,180337600.0,2178865.0
lean3,opaque,64,matched,clean,1,True,8.2609422999667,10.64,160000,19999.0,259.0,484.0,66.5,0.0,2305538.0,319140.0,231506.0,0.0,59754.0,0.0,25600000.0,319002.0,1027871.0,319140.0,4128949.0,1591905.0,0.0,319002.0,2305538.0,0.0,25600000.0,1027871.0
lean3,opaque,64,matched,clean,2,True,8.210477835033089,10.65,160000,20001.0,259.0,484.0,66.5625,0.0,2304949.0,319352.0,236720.0,0.0,59531.0,0.0,25600000.0,319249.0,1030416.0,319352.0,4127445.0,1585776.0,0.0,319249.0,2304949.0,0.0,25600000.0,1030416.0
lean3,opaque,64,matched,clean,3,True,8.241622691042721,10.64,160000,19999.0,247.0,495.0,66.5,0.0,2296209.0,318691.0,232951.0,0.0,62813.0,0.0,25600000.0,318588.0,1029556.0,318691.0,4121287.0,1592127.0,0.0,318588.0,2296209.0,0.0,25600000.0,1029556.0
