arm,rep,req,conc,threads,mrps,p50,p99,fail,client_core,server_core,host_core,arm_core,host_us_per_req,arm_us_per_req
dpumesh,1,1024,32,1,0.093581,316.00,542.00,0,0.1098,0.0992,0.2090,0.7268,2.233,7.766
dpumesh,2,1024,32,1,0.090454,316.00,654.00,0,0.1147,0.1036,0.2183,0.7580,2.413,8.380
dpumesh,3,1024,32,1,0.093503,316.00,555.00,0,0.1187,0.1073,0.2260,0.7701,2.417,8.236
dpumesh,4,1024,32,1,0.091673,316.00,538.00,0,0.1228,0.1105,0.2333,0.7479,2.545,8.158
