arm,protocol,size,mode,rep,window_seconds,whole_run_rps,estimated_window_rpcs,ipc,cores,cycles,cycles_per_rpc_estimate,instructions,instructions_per_rpc_estimate,cache_misses,cache_misses_per_rpc_estimate,context_switches,context_switches_per_rpc_estimate,cpu_migrations,cpu_migrations_per_rpc_estimate
batch,grpc,65536,capacity,1,8.0,12697.0,101576.0,0.43905234950091915,7.79214625,132547538910.0,1304910.0073836339,58195308379.0,572923.8046290462,1016604961.0,10008.318510278019,18295.0,0.18011144364810586,0.0,0.0
batch,grpc,65536,capacity,2,8.0,11037.0,88296.0,0.43692708686015125,6.81252375,115879290105.0,1312395.6929532483,50630800653.0,573421.2269298723,886058811.0,10035.095712150041,20050.0,0.22707710428558486,0.0,0.0
batch,grpc,65536,capacity,3,8.0,11065.0,88520.0,0.43909962190516,6.8100024999999995,115840322502.0,1308634.4611613194,50865441812.0,574620.8971079981,884394015.0,9990.894882512426,20775.0,0.234692724807953,0.0,0.0
lean,grpc,65536,capacity,1,8.0,12979.0,103832.0,0.4296834664676403,7.734975,131549838684.0,1266948.9048077664,56524790699.0,544386.9972551814,1018133279.0,9805.582854996534,19914.0,0.19179058479081593,0.0,0.0
lean,grpc,65536,capacity,2,8.0,12988.0,103904.0,0.4318227767628542,7.7143625,131202489868.0,1262727.9976516785,56656223493.0,545274.7102421466,1016851220.0,9786.4492223591,20867.0,0.20082961194949184,0.0,0.0
lean,grpc,65536,capacity,3,8.0,13057.0,104456.0,0.4328443301125753,7.73476625,131554902986.0,1259428.8790112583,56942793856.0,545136.6494600597,1019512223.0,9760.207388756988,20360.0,0.194914605192617,0.0,0.0
