arm,protocol,size,mode,kind,rep,valid,elapsed,cpu_seconds,scheduled,rps,p50_us,p99_us,cpu_us_per_scheduled_rpc,dmesh_worker_drain_calls_total,dmesh_worker_arms_total,dmesh_tx_writer_wakes_total,dmesh_tx_accepted_bytes_total,dmesh_worker_maintenances_total,dmesh_worker_local_completions_total,dmesh_worker_drain_progressed_total,dmesh_worker_drain_idle_total,dmesh_tx_publications_total,dmesh_tx_reserve_attempts_total,dmesh_tx_retries_total,dmesh_tx_budget_wait_total,dmesh_tx_errors_total,dmesh_worker_notification_clears_total,dmesh_worker_cross_out_total,dmesh_worker_cross_in_total,dmesh_worker_drain_pending_total,dmesh_worker_data_progressed_total,dmesh_tx_arena_copy_bytes_total,dmesh_worker_pe_progressed_total
lean,grpc,8192,capacity,clean,2,True,8.508067448972724,54.71,179098,21580.0,2944.0,4407.0,305.47521468693117,1436088.0,187924.0,1.0,2954622326.0,65367.0,418483.0,1100416.0,302049.0,426858.0,426858.0,1.0,,0.0,187924.0,0.0,0.0,33623.0,1100416.0,2954622326.0,418483.0
lean,grpc,8192,capacity,clean,3,True,8.467057966976427,54.72,179484,21621.0,2936.0,4685.0,304.87397205321923,1423705.0,184741.0,0.0,2960932641.0,65000.0,418188.0,1092732.0,298376.0,426576.0,426576.0,0.0,,0.0,184741.0,0.0,0.0,32597.0,1092732.0,2960932641.0,418188.0
lean,grpc,8192,capacity,trace,1,True,12.483974190894514,80.35,227216,18470.0,3407.0,6375.0,353.6282656150975,1744413.0,223664.0,1.0,3748365200.0,95053.0,525094.0,1336698.0,372725.0,535689.0,535689.0,1.0,,0.0,223664.0,0.0,0.0,34990.0,1336698.0,3748365200.0,525094.0
lean,grpc,8192,matched,clean,1,True,8.518490012036636,43.25,80000,9999.0,1695.0,2264.0,540.625,3318769.0,764964.0,0.0,1319774879.0,65435.0,313519.0,2002660.0,1150973.0,317377.0,317377.0,0.0,,0.0,764964.0,0.0,0.0,165136.0,2002660.0,1319774879.0,313519.0
lean,grpc,8192,matched,clean,2,True,8.522441948065534,43.31,80000,9999.0,1692.0,2275.0,541.375,3307984.0,759132.0,0.0,1319766721.0,65435.0,313893.0,2001730.0,1143164.0,317754.0,317754.0,0.0,,0.0,759132.0,0.0,0.0,163090.0,2001730.0,1319766721.0,313893.0
lean,grpc,8192,matched,clean,3,True,8.514688601950184,43.32,80000,9999.0,1698.0,2264.0,541.5,3312003.0,761648.0,0.0,1319774947.0,65258.0,313673.0,2002433.0,1145071.0,317542.0,317542.0,0.0,,0.0,761648.0,0.0,0.0,164499.0,2002433.0,1319774947.0,313673.0
lean,opaque,1024,capacity,clean,1,True,8.21694698301144,24.09,927397,117052.0,502.0,1177.0,25.9759304806895,8067249.0,2103175.0,0.0,1928985760.0,65273.0,558498.0,4285404.0,3351973.0,558474.0,558474.0,0.0,,0.0,2103175.0,0.0,0.0,429872.0,4285404.0,1928985760.0,558498.0
lean,opaque,1024,capacity,clean,2,True,8.191725992015563,25.75,984090,123579.0,474.0,1162.0,26.166305927303398,8550839.0,2231736.0,0.0,2046907200.0,68526.0,592607.0,4536367.0,3561539.0,592583.0,592583.0,0.0,,0.0,2231736.0,0.0,0.0,452933.0,4536367.0,2046907200.0,592607.0
lean,opaque,1024,capacity,clean,3,True,8.234365754993632,24.06,930710,116617.0,504.0,1180.0,25.851231855250294,8095215.0,2109811.0,0.0,1935876800.0,65502.0,560522.0,4300983.0,3363588.0,560498.0,560498.0,0.0,,0.0,2109811.0,0.0,0.0,430644.0,4300983.0,1935876800.0,560522.0
lean,opaque,1024,capacity,trace,1,True,12.273070771014318,40.35,1287633,107429.0,561.0,1236.0,31.336568727269338,10927531.0,2881334.0,0.0,2678276640.0,98011.0,775895.0,5715571.0,4664632.0,775871.0,775871.0,0.0,,0.0,2881334.0,0.0,0.0,547328.0,5715571.0,2678276640.0,775895.0
lean,opaque,1024,matched,clean,1,True,8.18599541799631,12.85,160000,19999.0,251.0,476.0,80.3125,4502755.0,1200575.0,0.0,332800000.0,59487.0,319423.0,2334510.0,1925463.0,319349.0,319349.0,0.0,,0.0,1200575.0,0.0,0.0,242782.0,2334510.0,332800000.0,319423.0
lean,opaque,1024,matched,clean,2,True,8.268056325032376,12.91,160000,19999.0,255.0,479.0,80.6875,4494381.0,1203461.0,0.0,332800000.0,62828.0,319415.0,2320814.0,1931035.0,319319.0,319319.0,0.0,,0.0,1203461.0,0.0,0.0,242532.0,2320814.0,332800000.0,319415.0
lean,opaque,1024,matched,clean,3,True,8.182207294972613,13.01,160000,19999.0,242.0,471.0,81.3125,4498653.0,1203000.0,0.0,332800000.0,59095.0,319140.0,2330225.0,1923777.0,319004.0,319004.0,0.0,,0.0,1203000.0,0.0,0.0,244651.0,2330225.0,332800000.0,319140.0
lean,opaque,64,capacity,clean,1,True,8.254874975071289,24.76,1051219,131532.0,448.0,1144.0,23.553607763938817,8739527.0,2341661.0,0.0,168195040.0,65764.0,631696.0,4503363.0,3770778.0,631680.0,631680.0,0.0,,0.0,2341661.0,0.0,0.0,465386.0,4503363.0,168195040.0,631696.0
lean,opaque,64,capacity,clean,2,True,8.223755189101212,25.05,1072964,134353.0,443.0,1116.0,23.34654284766311,8915141.0,2383586.0,0.0,171674240.0,65742.0,644548.0,4597943.0,3841998.0,644524.0,644524.0,0.0,,0.0,2383586.0,0.0,0.0,475200.0,4597943.0,171674240.0,644548.0
lean,opaque,64,capacity,clean,3,True,8.189002136001363,25.98,1113684,139349.0,428.0,1106.0,23.327981725516395,9251040.0,2471785.0,0.0,178189440.0,65787.0,669042.0,4772487.0,3987434.0,669018.0,669018.0,0.0,,0.0,2471785.0,0.0,0.0,491119.0,4772487.0,178189440.0,669042.0
lean,opaque,64,capacity,trace,1,True,12.278948844061233,38.29,1365020,113907.0,520.0,1209.0,28.050871049508434,11271166.0,3035498.0,0.0,218403200.0,98292.0,820530.0,5769818.0,4928681.0,820506.0,820506.0,0.0,,0.0,3035498.0,0.0,0.0,572667.0,5769818.0,218403200.0,820530.0
lean,opaque,64,matched,clean,1,True,8.262364259921014,12.44,160000,19999.0,273.0,483.0,77.75,4409093.0,1188879.0,0.0,25600000.0,60721.0,319260.0,2255062.0,1919991.0,319135.0,319135.0,0.0,,0.0,1188879.0,0.0,0.0,234040.0,2255062.0,25600000.0,319260.0
lean,opaque,64,matched,clean,2,True,8.200139387045056,12.4,160000,19999.0,259.0,478.0,77.5,4411611.0,1190394.0,0.0,25600000.0,59086.0,319050.0,2256412.0,1915235.0,318956.0,318956.0,0.0,,0.0,1190394.0,0.0,0.0,239964.0,2256412.0,25600000.0,319050.0
lean,opaque,64,matched,clean,3,True,8.183463033055887,12.55,160000,20000.0,248.0,492.0,78.4375,4390921.0,1181706.0,0.0,25600000.0,59785.0,318624.0,2245207.0,1910850.0,318346.0,318346.0,0.0,,0.0,1181706.0,0.0,0.0,234864.0,2245207.0,25600000.0,318624.0
