arm,protocol,size,mode,reps,ipc,ipc_min,ipc_max,cores,cores_min,cores_max,cycles_per_rpc_estimate,cycles_per_rpc_estimate_min,cycles_per_rpc_estimate_max,instructions_per_rpc_estimate,instructions_per_rpc_estimate_min,instructions_per_rpc_estimate_max,cache_misses_per_rpc_estimate,cache_misses_per_rpc_estimate_min,cache_misses_per_rpc_estimate_max,context_switches_per_rpc_estimate,context_switches_per_rpc_estimate_min,context_switches_per_rpc_estimate_max
batch,grpc,65536,capacity,3,0.43905234950091915,0.43692708686015125,0.43909962190516,6.81252375,6.8100024999999995,7.79214625,1308634.4611613194,1304910.0073836339,1312395.6929532483,573421.2269298723,572923.8046290462,574620.8971079981,10008.318510278019,9990.894882512426,10035.095712150041,0.22707710428558486,0.18011144364810586,0.234692724807953
lean,grpc,65536,capacity,3,0.4318227767628542,0.4296834664676403,0.4328443301125753,7.73476625,7.7143625,7.734975,1262727.9976516785,1259428.8790112583,1266948.9048077664,545136.6494600597,544386.9972551814,545274.7102421466,9786.4492223591,9760.207388756988,9805.582854996534,0.194914605192617,0.19179058479081593,0.20082961194949184
