worker,opened,closed,active,pending,tasks,progress_age_ms,drains,progressed,completion_q,cross_q,deferred_recv,dma_inflight,dma_retries,dma_stalled,stalled_conns,emit_pending,ack_release_q,ack_retry,remote_fin,parked,wake_posted
0,26,26,0,0,0,717,1960818,661329,0,0,0,0,0,0,0,0,0,0,0,0,0
1,27,27,0,0,0,14748,1758827,530348,0,0,0,0,0,0,0,0,0,0,0,0,0
2,26,26,0,0,0,15126,1612918,439696,0,0,0,0,0,0,0,0,0,0,0,0,0
3,27,27,0,0,0,15473,1603705,436572,0,0,0,0,0,0,0,0,0,0,0,0,0
4,28,28,0,0,0,15816,1614234,439887,0,0,0,0,0,0,0,0,0,0,0,0,0
5,26,26,0,0,0,2468,1953356,656967,0,0,0,0,0,0,0,0,0,0,0,0,0
6,26,26,0,0,0,2812,1957940,661321,0,0,0,0,0,0,0,0,0,0,0,0,0
7,26,26,0,0,0,3149,1958177,660201,0,0,0,0,0,0,0,0,0,0,0,0,0
