worker,opened,closed,active,pending,tasks,progress_age_ms,drains,progressed,completion_q,cross_q,deferred_recv,dma_inflight,dma_retries,dma_stalled,stalled_conns,emit_pending,ack_release_q,ack_retry,remote_fin,parked,wake_posted
0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,101,339,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,134,687,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,441,1003,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,778,1337,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,1086,1641,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,1382,1947,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,1691,2257,3,0,0,0,0,0,0,0,0,0,0,0,0,0
