EVENT=commit
# event histogram
#
# trigger info: hist:keys=len,common_pid:vals=hitcount:sort=hitcount:size=4096 [paused]
#

{ len:        338, common_pid:    3283717 } hitcount:          1
{ len:        443, common_pid:    3283717 } hitcount:          1
{ len:        443, common_pid:    3283711 } hitcount:          1
{ len:        338, common_pid:    3283715 } hitcount:          1
{ len:        233, common_pid:    3283707 } hitcount:          1
{ len:        338, common_pid:    3283711 } hitcount:          1
{ len:        233, common_pid:    3283709 } hitcount:          1
{ len:        548, common_pid:    3283711 } hitcount:          1
{ len:        233, common_pid:    3283715 } hitcount:          1
{ len:        338, common_pid:    3283709 } hitcount:          1
{ len:        548, common_pid:    3283709 } hitcount:          1
{ len:        338, common_pid:    3283719 } hitcount:          1
{ len:        338, common_pid:    3283707 } hitcount:          2
{ len:        338, common_pid:    3283713 } hitcount:          2
{ len:        233, common_pid:    3283713 } hitcount:          2
{ len:        653, common_pid:    3283705 } hitcount:          2
{ len:        233, common_pid:    3283711 } hitcount:          2
{ len:        128, common_pid:    3283705 } hitcount:          2
{ len:        233, common_pid:    3283719 } hitcount:          2
{ len:        233, common_pid:    3283705 } hitcount:          2
{ len:        548, common_pid:    3283705 } hitcount:          2
{ len:        548, common_pid:    3283719 } hitcount:          2
{ len:        233, common_pid:    3283717 } hitcount:          2
{ len:        128, common_pid:    3283715 } hitcount:          3
{ len:        128, common_pid:    3283711 } hitcount:          3
{ len:        840, common_pid:    3283707 } hitcount:          3
{ len:        128, common_pid:    3283719 } hitcount:          3
{ len:        840, common_pid:    3283709 } hitcount:          3
{ len:        443, common_pid:    3283715 } hitcount:          3
{ len:        128, common_pid:    3283717 } hitcount:          4
{ len:        128, common_pid:    3283713 } hitcount:          4
{ len:        840, common_pid:    3283711 } hitcount:          4
{ len:        840, common_pid:    3283717 } hitcount:          4
{ len:        128, common_pid:    3283707 } hitcount:          5
{ len:        128, common_pid:    3283709 } hitcount:          5
{ len:        840, common_pid:    3283705 } hitcount:          7
{ len:        840, common_pid:    3283713 } hitcount:          8
{ len:       1048, common_pid:    3283719 } hitcount:          9
{ len:        840, common_pid:    3283719 } hitcount:          9
{ len:       1048, common_pid:    3283707 } hitcount:          9
{ len:       1048, common_pid:    3283709 } hitcount:         10
{ len:       1048, common_pid:    3283705 } hitcount:         10
{ len:       1048, common_pid:    3283711 } hitcount:         10
{ len:         13, common_pid:    3283711 } hitcount:         12
{ len:        840, common_pid:    3283715 } hitcount:         12
{ len:         13, common_pid:    3283707 } hitcount:         13
{ len:         13, common_pid:    3283709 } hitcount:         13
{ len:         13, common_pid:    3283717 } hitcount:         13
{ len:         13, common_pid:    3283713 } hitcount:         14
{ len:         13, common_pid:    3283715 } hitcount:         14
{ len:       1048, common_pid:    3283715 } hitcount:         14
{ len:       1048, common_pid:    3283713 } hitcount:         14
{ len:         13, common_pid:    3283705 } hitcount:         14
{ len:         13, common_pid:    3283719 } hitcount:         14
{ len:       1048, common_pid:    3283717 } hitcount:         15
{ len:         17, common_pid:    3283707 } hitcount:         16
{ len:         17, common_pid:    3283705 } hitcount:         16
{ len:         17, common_pid:    3283715 } hitcount:         16
{ len:         17, common_pid:    3283717 } hitcount:         17
{ len:         17, common_pid:    3283709 } hitcount:         17
{ len:         17, common_pid:    3283719 } hitcount:         17
{ len:         17, common_pid:    3283713 } hitcount:         18
{ len:         17, common_pid:    3283711 } hitcount:         18
{ len:        735, common_pid:    3283709 } hitcount:        167
{ len:        735, common_pid:    3283707 } hitcount:        181
{ len:        735, common_pid:    3283717 } hitcount:        185
{ len:        735, common_pid:    3283711 } hitcount:        193
{ len:        735, common_pid:    3283715 } hitcount:        193
{ len:        735, common_pid:    3283719 } hitcount:        195
{ len:        735, common_pid:    3283713 } hitcount:        199
{ len:        735, common_pid:    3283705 } hitcount:        200
{ len:        917, common_pid:    3283705 } hitcount:        285
{ len:        917, common_pid:    3283713 } hitcount:        289
{ len:        917, common_pid:    3283719 } hitcount:        297
{ len:        917, common_pid:    3283709 } hitcount:        300
{ len:        917, common_pid:    3283715 } hitcount:        308
{ len:        917, common_pid:    3283707 } hitcount:        310
{ len:        917, common_pid:    3283717 } hitcount:        323
{ len:        917, common_pid:    3283711 } hitcount:        352
{ len:        630, common_pid:    3283713 } hitcount:        549
{ len:        630, common_pid:    3283707 } hitcount:        552
{ len:        630, common_pid:    3283705 } hitcount:        554
{ len:        630, common_pid:    3283709 } hitcount:        565
{ len:        630, common_pid:    3283715 } hitcount:        585
{ len:        786, common_pid:    3283709 } hitcount:        594
{ len:        786, common_pid:    3283707 } hitcount:        596
{ len:        630, common_pid:    3283711 } hitcount:        599
{ len:        786, common_pid:    3283717 } hitcount:        610
{ len:        786, common_pid:    3283713 } hitcount:        610
{ len:        630, common_pid:    3283719 } hitcount:        618
{ len:        786, common_pid:    3283711 } hitcount:        629
{ len:        630, common_pid:    3283717 } hitcount:        632
