worker,opened,closed,active,pending,tasks,progress_age_ms,drains,progressed,completion_q,cross_q,deferred_recv,dma_inflight,dma_retries,dma_stalled,stalled_conns,emit_pending,ack_release_q,ack_retry,remote_fin,parked,wake_posted
0,0,0,0,0,0,74644,72957,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,0,0,62663,436464,233109,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,0,0,0,62993,434787,232116,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1,0,0,0,63360,427812,228650,0,0,0,0,0,0,0,0,0,0,0,0,0
4,1,1,0,0,0,63734,431817,230504,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,76324,74701,3,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,76632,75005,3,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,76980,75305,3,0,0,0,0,0,0,0,0,0,0,0,0,0
