channels,reactors,frame,rep,offered,achieved,ratio,p50_us,p99_us,p999_us,fail,drops,pending,worker_fail,credit_hold_dropped,eq_budget_exhausted,client_core,server_core,client_app_core,client_sidecar_core,server_app_core,server_sidecar_core,dpu_core_total,dpu_core_workers,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,window_s
8,8,1024,1,75250,75244.0,0.9999,2352.00,17824.00,36501.00,0,0,0,0,0,0,3.3138,4.3230,3.2512,0.0000,4.2578,0.0000,7.931631,7.816967,0.972343,0.986103,0.975401,0.989161,0.975401,0.973872,0.973872,0.970814,0,0,0,0,0,0,0,0,6.5409
8,8,1024,2,75250,72974.0,0.9698,2425.00,2463302.08,2463302.08,13921,0,0,0,0,0,3.3164,4.1621,3.2432,0.0000,4.0818,0.0000,7.880564,7.770708,0.968859,0.981065,0.968859,0.978014,0.968859,0.971911,0.964282,0.968859,0,0,0,0,0,0,0,0,6.5541
