channels,reactors,frame,rep,offered,achieved,ratio,p50_us,p99_us,p999_us,fail,drops,pending,worker_fail,credit_hold_dropped,eq_budget_exhausted,client_core,server_core,client_app_core,client_sidecar_core,server_app_core,server_sidecar_core,dpu_core_total,dpu_core_workers,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,window_s
8,8,8192,1,27000,26971.0,0.9989,1851.00,84301.00,113638.00,0,0,0,0,0,0,1.7699,2.2984,1.7339,0.0000,2.2556,0.0000,8.005393,7.925707,0.988415,0.999142,0.991480,0.997609,0.989947,0.986882,0.986882,0.985350,0,0,0,0,0,0,0,0,6.5256
8,8,8192,2,27000,26972.0,0.9990,1863.00,77898.00,102883.00,0,0,0,0,0,0,1.7704,2.3344,1.7387,0.0000,2.2976,0.0000,8.017226,7.936291,0.989555,0.997190,0.991082,0.995663,0.991082,0.989555,0.991082,0.991082,0,0,0,0,0,0,0,0,6.5484
8,8,8192,3,27000,26999.0,1.0000,1847.00,72193.00,115651.00,0,0,0,0,0,0,1.7707,2.3317,1.7402,0.0000,2.2952,0.0000,8.019199,7.939710,0.990553,0.998196,0.993610,0.995139,0.992082,0.990553,0.990553,0.989024,0,0,0,0,0,0,0,0,6.5418
8,8,8192,1,28000,27953.0,0.9983,2065.00,91670.00,139131.00,0,0,0,0,0,0,1.7466,2.3945,1.7108,0.0000,2.3532,0.0000,8.033994,7.946868,0.992021,0.998135,0.993550,0.996607,0.992021,0.992021,0.990492,0.992021,0,0,0,0,0,0,0,0,6.5422
8,8,8192,2,28000,27941.0,0.9979,2096.00,111797.00,171303.00,0,0,0,0,0,0,1.7587,2.3722,1.7183,0.0000,2.3231,0.0000,8.022308,7.935887,0.989792,0.996543,0.992492,0.993842,0.991142,0.991142,0.991142,0.989792,0,0,0,0,0,0,0,0,7.4056
8,8,8192,3,28000,28009.0,1.0003,2066.00,119888.00,162744.00,0,0,0,0,0,0,1.7666,2.3827,1.7306,0.0000,2.3396,0.0000,8.032454,7.945360,0.988586,0.997754,0.991642,0.997754,0.993170,0.993170,0.991642,0.991642,0,0,0,0,0,0,0,0,6.5447
8,8,8192,1,29000,28992.0,0.9997,2653.00,363853.00,596662.00,0,0,0,0,0,0,1.7075,2.3940,1.6686,0.0000,2.3472,0.0000,8.038059,7.951004,0.991203,0.998839,0.992730,0.997312,0.991203,0.992730,0.992730,0.994257,0,0,0,0,0,0,0,0,6.5476
8,8,8192,2,29000,28993.0,0.9998,2436.00,158799.00,217884.00,0,0,0,0,0,0,1.7248,2.3871,1.6890,0.0000,2.3444,0.0000,8.038501,7.950859,0.991743,0.997894,0.993281,0.994818,0.993281,0.994818,0.991743,0.993281,0,0,0,0,0,0,0,0,6.5037
8,8,8192,3,29000,29000.0,1.0000,2508.00,183438.00,272381.00,0,0,0,0,0,0,1.7283,2.4032,1.6915,0.0000,2.3572,0.0000,8.045501,7.956820,0.993838,0.998425,0.993838,0.998425,0.992309,0.992309,0.993838,0.993838,0,0,0,0,0,0,0,0,6.5403
