run_id,stage,sequence,config,frame_bytes,offered_rps,duration_s,achieved_rps,p50_us,p99_us,scheduled,admission_drops,pending,fail,overflow,reorder,achieved_ratio,schedule_ratio,admission_drop_ratio,client_busy_cores,server_busy_cores,host_busy_cores,host_core_budget,dpu_arm_cores,tx_grow_waits,clean,reason,raw_result
scout-64-grpc-envoy-permissive-refine2-v1,refine,2,grpc-envoy-permissive,64,51180,10,51175.000,19205.00,31139.00,511436,0,0,0,0,0,0.999902,0.999289,0.000000,0.996185,0.948330,1.944515,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-permissive-refine2-v1.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine2-v2,refine,2,grpc-envoy-permissive,64,51180,10,51130.000,18869.00,31519.00,511509,0,0,0,0,0,0.999023,0.999431,0.000000,0.996293,0.945995,1.942288,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-permissive-refine2-v2.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine3-v1,refine,3,grpc-envoy-permissive,64,53137,10,49877.000,306279.00,701311.00,513199,0,0,0,0,0,0.938649,0.965803,0.000000,0.996472,0.930377,1.926849,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-permissive-refine3-v1.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine3-v2,refine,3,grpc-envoy-permissive,64,53137,10,49664.000,339653.00,738821.00,522267,0,0,0,0,0,0.934641,0.982869,0.000000,0.996284,0.932170,1.928454,2,NA,0,0,achieved,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-permissive-refine3-v2.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine4-v1,refine,4,grpc-envoy-permissive,64,52149,10,52044.000,29599.00,92801.00,520820,0,0,0,0,0,0.997987,0.998715,0.000000,0.996909,0.954398,1.951307,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-permissive-refine4-v1.result.attempt1.txt
scout-64-grpc-envoy-permissive-refine4-v2,refine,4,grpc-envoy-permissive,64,52149,10,51793.000,28818.00,173505.00,519572,0,0,0,0,0,0.993173,0.996322,0.000000,0.996216,0.956137,1.952353,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-permissive-refine4-v2.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot1-v1,pilot,1,grpc-envoy-strict,64,5000,2,4997.000,233.00,726.00,10000,0,0,0,0,0,0.999400,1.000000,0.000000,0.349081,0.512098,0.861179,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot1-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot2-v1,pilot,2,grpc-envoy-strict,64,6750,2,6747.000,187.00,249.00,13500,0,0,0,0,0,0.999556,1.000000,0.000000,0.485911,0.420580,0.906491,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot2-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot3-v1,pilot,3,grpc-envoy-strict,64,9113,2,9110.000,229.00,810.00,18226,0,0,0,0,0,0.999671,1.000000,0.000000,0.639901,0.624081,1.263982,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot3-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot4-v1,pilot,4,grpc-envoy-strict,64,12303,2,12301.000,202.00,404.00,24606,0,0,0,0,0,0.999837,1.000000,0.000000,0.876627,0.757379,1.634006,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot4-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot5-v1,pilot,5,grpc-envoy-strict,64,16609,2,16608.000,910.00,1335.00,33212,0,0,0,0,0,0.999940,0.999819,0.000000,0.981183,0.924577,1.905760,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot5-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot6-v1,pilot,6,grpc-envoy-strict,64,22422,2,22422.000,1243.00,1668.00,44836,0,0,0,0,0,1.000000,0.999822,0.000000,0.982079,0.933895,1.915974,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot6-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot7-v1,pilot,7,grpc-envoy-strict,64,30270,2,30271.000,1809.00,2540.00,60530,0,0,0,0,0,1.000033,0.999835,0.000000,0.981667,0.910108,1.891775,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot7-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot8-v1,pilot,8,grpc-envoy-strict,64,40865,2,40860.000,3989.00,6027.00,81718,0,0,0,0,0,0.999878,0.999853,0.000000,0.983152,0.929392,1.912544,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot8-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-pilot9-v1,pilot,9,grpc-envoy-strict,64,55168,2,46493.000,212035.00,366977.00,102763,0,0,0,0,0,0.842753,0.931364,0.000000,0.980763,0.980238,1.961001,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-pilot9-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-validate9-v1,validate,9,grpc-envoy-strict,64,55168,10,49119.000,589482.00,1256199.73,512386,0,0,0,29308,0,0.890353,0.928774,0.000000,0.996785,0.938759,1.935544,2,NA,0,0,overflow+achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-validate9-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-validate9-v2,validate,9,grpc-envoy-strict,64,55168,10,49333.000,560480.00,1215584.10,523977,0,0,0,19434,0,0.894232,0.949784,0.000000,0.996543,0.937410,1.933953,2,NA,0,0,overflow+achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-validate9-v2.result.attempt1.txt
scout-64-grpc-envoy-strict-backtrack8-v1,backtrack,8,grpc-envoy-strict,64,40865,10,40871.000,3600.00,5009.00,408611,0,0,0,0,0,1.000147,0.999905,0.000000,0.996252,0.897334,1.893586,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-backtrack8-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-backtrack8-v2,backtrack,8,grpc-envoy-strict,64,40865,10,40865.000,3645.00,5091.00,408621,0,0,0,0,0,1.000000,0.999929,0.000000,0.996304,0.890149,1.886453,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-backtrack8-v2.result.attempt1.txt
scout-64-grpc-envoy-strict-refine1-v1,refine,1,grpc-envoy-strict,64,47481,10,47470.000,12074.00,18657.00,474761,0,0,0,0,0,0.999768,0.999897,0.000000,0.996289,0.914934,1.911223,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-refine1-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-refine1-v2,refine,1,grpc-envoy-strict,64,47481,10,47479.000,12459.00,21159.00,474702,0,0,0,0,0,0.999958,0.999773,0.000000,0.996747,0.919212,1.915959,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-refine1-v2.result.attempt1.txt
scout-64-grpc-envoy-strict-refine2-v1,refine,2,grpc-envoy-strict,64,51180,10,51138.000,21959.00,39063.00,511370,0,0,0,0,0,0.999179,0.999160,0.000000,0.996205,0.959099,1.955304,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-refine2-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-refine2-v2,refine,2,grpc-envoy-strict,64,51180,10,51157.000,21903.00,40733.00,511583,0,0,0,0,0,0.999551,0.999576,0.000000,0.996144,0.959204,1.955348,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-refine2-v2.result.attempt1.txt
scout-64-grpc-envoy-strict-refine3-v1,refine,3,grpc-envoy-strict,64,53137,10,49211.000,366313.00,775751.00,516818,0,0,0,0,0,0.926116,0.972614,0.000000,0.995876,0.944540,1.940416,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-refine3-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-refine3-v2,refine,3,grpc-envoy-strict,64,53137,10,49269.000,389290.00,752566.00,515917,0,0,0,0,0,0.927207,0.970919,0.000000,0.996565,0.936762,1.933327,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-refine3-v2.result.attempt1.txt
scout-64-grpc-envoy-strict-refine4-v1,refine,4,grpc-envoy-strict,64,52149,10,49399.000,268812.00,566051.00,510663,0,0,0,0,0,0.947266,0.979238,0.000000,0.996143,0.944173,1.940316,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-refine4-v1.result.attempt1.txt
scout-64-grpc-envoy-strict-refine4-v2,refine,4,grpc-envoy-strict,64,52149,10,49241.000,281114.00,624441.00,507716,0,0,0,0,0,0.944237,0.973587,0.000000,0.996114,0.954002,1.950116,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-envoy-strict-refine4-v2.result.attempt1.txt
scout-64-grpc-linkerd-pilot1-v1,pilot,1,grpc-linkerd,64,5000,2,4997.000,403.00,441.00,10000,0,0,0,0,0,0.999400,1.000000,0.000000,0.754117,0.637166,1.391283,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-pilot1-v1.result.attempt1.txt
scout-64-grpc-linkerd-pilot2-v1,pilot,2,grpc-linkerd,64,6750,2,6748.000,658.00,1280.00,13500,0,0,0,0,0,0.999704,1.000000,0.000000,0.945570,0.794848,1.740418,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-pilot2-v1.result.attempt1.txt
scout-64-grpc-linkerd-pilot3-v1,pilot,3,grpc-linkerd,64,9113,2,9106.000,1666.00,2675.00,18224,0,0,0,0,0,0.999232,0.999890,0.000000,0.972496,0.719058,1.691554,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-pilot3-v1.result.attempt1.txt
scout-64-grpc-linkerd-pilot4-v1,pilot,4,grpc-linkerd,64,12303,2,12294.000,3264.00,4369.00,24595,0,0,0,0,0,0.999268,0.999553,0.000000,0.982346,0.755659,1.738005,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-pilot4-v1.result.attempt1.txt
scout-64-grpc-linkerd-pilot5-v1,pilot,5,grpc-linkerd,64,16609,2,12826.000,177996.00,448022.00,33170,0,0,0,0,0,0.772232,0.998555,0.000000,0.979421,0.765770,1.745191,2,NA,0,0,achieved,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-pilot5-v1.result.attempt1.txt
scout-64-grpc-linkerd-validate5-v1,validate,5,grpc-linkerd,64,16609,10,9189.000,1603539.78,1603539.78,166075,0,0,62460,50973,0,0.553254,0.999910,0.000000,0.990790,0.482738,1.473528,2,NA,0,0,fail+overflow+achieved,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-validate5-v1.result.attempt1.txt
scout-64-grpc-linkerd-validate5-v2,validate,5,grpc-linkerd,64,16609,10,9732.000,1477429.90,1477429.90,166074,0,0,56814,50523,0,0.585947,0.999904,0.000000,0.996059,0.516935,1.512994,2,NA,0,0,fail+overflow+achieved,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-validate5-v2.result.attempt1.txt
scout-64-grpc-linkerd-backtrack4-v1,backtrack,4,grpc-linkerd,64,12303,10,12302.000,3237.00,4376.00,123026,0,0,0,0,0,0.999919,0.999967,0.000000,0.996334,0.766295,1.762629,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-backtrack4-v1.result.attempt1.txt
scout-64-grpc-linkerd-backtrack4-v2,backtrack,4,grpc-linkerd,64,12303,10,12301.000,3272.00,4389.00,123018,0,0,0,0,0,0.999837,0.999902,0.000000,0.996316,0.765046,1.761362,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-backtrack4-v2.result.attempt1.txt
scout-64-grpc-linkerd-refine1-v1,refine,1,grpc-linkerd,64,14295,10,14295.000,5683.00,8111.00,142950,0,0,0,0,0,1.000000,1.000000,0.000000,0.996292,0.823661,1.819953,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-refine1-v1.result.attempt1.txt
scout-64-grpc-linkerd-refine1-v2,refine,1,grpc-linkerd,64,14295,10,14297.000,5718.00,8095.00,142922,0,0,0,0,0,1.000140,0.999804,0.000000,0.996355,0.822963,1.819318,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-refine1-v2.result.attempt1.txt
scout-64-grpc-linkerd-refine2-v1,refine,2,grpc-linkerd,64,15409,10,15408.000,10038.00,16206.00,154068,0,0,0,0,0,0.999935,0.999857,0.000000,0.995917,0.851504,1.847421,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-refine2-v1.result.attempt1.txt
scout-64-grpc-linkerd-refine2-v2,refine,2,grpc-linkerd,64,15409,10,15401.000,10094.00,16360.00,154059,0,0,0,0,0,0.999481,0.999799,0.000000,0.996563,0.849255,1.845818,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-refine2-v2.result.attempt1.txt
scout-64-grpc-linkerd-refine3-v1,refine,3,grpc-linkerd,64,15998,10,12999.000,99404.00,1325520.53,159961,0,0,18498,17365,0,0.812539,0.999881,0.000000,0.996190,0.754085,1.750275,2,NA,0,0,fail+overflow+achieved,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-refine3-v1.result.attempt1.txt
scout-64-grpc-linkerd-refine3-v2,refine,3,grpc-linkerd,64,15998,10,12112.000,287393.00,1326087.86,159903,0,0,27373,28207,0,0.757095,0.999519,0.000000,0.995897,0.680019,1.675916,2,NA,0,0,fail+overflow+achieved,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-refine3-v2.result.attempt1.txt
scout-64-grpc-linkerd-refine4-v1,refine,4,grpc-linkerd,64,15701,10,15686.000,21965.00,42676.00,156963,0,0,0,0,0,0.999045,0.999701,0.000000,0.995985,0.859353,1.855338,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-refine4-v1.result.attempt1.txt
scout-64-grpc-linkerd-refine4-v2,refine,4,grpc-linkerd,64,15701,10,15694.000,16031.00,32214.00,156950,0,0,0,0,0,0.999554,0.999618,0.000000,0.995765,0.859555,1.855320,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-refine4-v2.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot1-v1,pilot,1,grpc-linkerd-opaque,64,5000,2,4997.000,220.00,630.00,10000,0,0,0,0,0,0.999400,1.000000,0.000000,0.296279,0.504174,0.800453,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot1-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot2-v1,pilot,2,grpc-linkerd-opaque,64,6750,2,6747.000,176.00,201.00,13500,0,0,0,0,0,0.999556,1.000000,0.000000,0.443740,0.390745,0.834485,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot2-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot3-v1,pilot,3,grpc-linkerd-opaque,64,9113,2,9110.000,196.00,624.00,18226,0,0,0,0,0,0.999671,1.000000,0.000000,0.576488,0.554444,1.130932,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot3-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot4-v1,pilot,4,grpc-linkerd-opaque,64,12303,2,12300.000,194.00,230.00,24606,0,0,0,0,0,0.999756,1.000000,0.000000,0.783328,0.705641,1.488969,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot4-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot5-v1,pilot,5,grpc-linkerd-opaque,64,16609,2,16607.000,270.00,733.00,33217,0,0,0,0,0,0.999880,0.999970,0.000000,0.946345,0.906430,1.852775,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot5-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot6-v1,pilot,6,grpc-linkerd-opaque,64,22422,2,22420.000,916.00,1264.00,44843,0,0,0,0,0,0.999911,0.999978,0.000000,0.980704,0.904788,1.885492,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot6-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot7-v1,pilot,7,grpc-linkerd-opaque,64,30270,2,30266.000,1363.00,1835.00,60537,0,0,0,0,0,0.999868,0.999950,0.000000,0.981819,0.892900,1.874719,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot7-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot8-v1,pilot,8,grpc-linkerd-opaque,64,40865,2,40916.000,3206.00,4799.00,81718,0,0,0,0,0,1.001248,0.999853,0.000000,0.944924,0.874043,1.818967,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot8-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-pilot9-v1,pilot,9,grpc-linkerd-opaque,64,55168,2,46544.000,205825.00,389385.00,100813,0,0,0,0,0,0.843677,0.913691,0.000000,0.981926,0.973366,1.955292,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-pilot9-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-validate9-v1,validate,9,grpc-linkerd-opaque,64,55168,10,48247.000,665520.00,1364444.81,515695,0,0,0,91731,0,0.874547,0.934772,0.000000,0.996524,0.922427,1.918951,2,NA,0,0,overflow+achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-validate9-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-validate9-v2,validate,9,grpc-linkerd-opaque,64,55168,10,48367.000,648906.00,1366354.79,519414,0,0,0,78892,0,0.876722,0.941513,0.000000,0.996708,0.924741,1.921449,2,NA,0,0,overflow+achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-validate9-v2.result.attempt1.txt
scout-64-grpc-linkerd-opaque-backtrack8-v1,backtrack,8,grpc-linkerd-opaque,64,40865,10,40868.000,3120.00,4562.00,408637,0,0,0,0,0,1.000073,0.999968,0.000000,0.996334,0.884566,1.880900,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-backtrack8-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-backtrack8-v2,backtrack,8,grpc-linkerd-opaque,64,40865,10,40866.000,3060.00,4293.00,408621,0,0,0,0,0,1.000024,0.999929,0.000000,0.996226,0.882653,1.878879,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-backtrack8-v2.result.attempt1.txt
scout-64-grpc-linkerd-opaque-refine1-v1,refine,1,grpc-linkerd-opaque,64,47481,10,47470.000,12401.00,20374.00,474749,0,0,0,0,0,0.999768,0.999872,0.000000,0.996152,0.905454,1.901606,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-refine1-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-refine1-v2,refine,1,grpc-linkerd-opaque,64,47481,10,47488.000,12493.00,23696.00,474715,0,0,0,0,0,1.000147,0.999800,0.000000,0.996229,0.910084,1.906313,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-refine1-v2.result.attempt1.txt
scout-64-grpc-linkerd-opaque-refine2-v1,refine,2,grpc-linkerd-opaque,64,51180,10,48449.000,258314.00,601873.00,498222,0,0,0,0,0,0.946639,0.973470,0.000000,0.995965,0.926892,1.922857,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-refine2-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-refine2-v2,refine,2,grpc-linkerd-opaque,64,51180,10,48465.000,273198.00,610996.00,500085,0,0,0,0,0,0.946952,0.977110,0.000000,0.996211,0.926645,1.922856,2,NA,0,0,achieved+scheduler,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-refine2-v2.result.attempt1.txt
scout-64-grpc-linkerd-opaque-refine3-v1,refine,3,grpc-linkerd-opaque,64,49296,10,49271.000,16591.00,29503.00,492850,0,0,0,0,0,0.999493,0.999777,0.000000,0.996325,0.929984,1.926309,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-refine3-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-refine3-v2,refine,3,grpc-linkerd-opaque,64,49296,10,49282.000,15784.00,24116.00,492778,0,0,0,0,0,0.999716,0.999631,0.000000,0.996141,0.930007,1.926148,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-refine3-v2.result.attempt1.txt
scout-64-grpc-linkerd-opaque-refine4-v1,refine,4,grpc-linkerd-opaque,64,50229,10,50188.000,21852.00,55070.00,501874,0,0,0,0,0,0.999184,0.999172,0.000000,0.996085,0.943224,1.939309,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-refine4-v1.result.attempt1.txt
scout-64-grpc-linkerd-opaque-refine4-v2,refine,4,grpc-linkerd-opaque,64,50229,10,50211.000,20325.00,38884.00,502009,0,0,0,0,0,0.999642,0.999441,0.000000,0.996181,0.939255,1.935436,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-64-grpc-linkerd-opaque-refine4-v2.result.attempt1.txt
scout-1024-grpc-tcp-pilot1-v1,pilot,1,grpc-tcp,1024,5000,2,4998.000,135.00,317.00,10000,0,0,0,0,0,0.999600,1.000000,0.000000,0.218521,0.224012,0.442533,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-1024-grpc-tcp-pilot1-v1.result.attempt1.txt
scout-1024-grpc-tcp-pilot2-v1,pilot,2,grpc-tcp,1024,6750,2,6748.000,137.00,548.00,13500,0,0,0,0,0,0.999704,1.000000,0.000000,0.301378,0.383985,0.685363,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-1024-grpc-tcp-pilot2-v1.result.attempt1.txt
scout-1024-grpc-tcp-pilot3-v1,pilot,3,grpc-tcp,1024,9113,2,9110.000,135.00,527.00,18226,0,0,0,0,0,0.999671,1.000000,0.000000,0.411127,0.383048,0.794175,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-1024-grpc-tcp-pilot3-v1.result.attempt1.txt
scout-1024-grpc-tcp-pilot4-v1,pilot,4,grpc-tcp,1024,12303,2,12301.000,159.00,216.00,24605,0,0,0,0,0,0.999837,0.999959,0.000000,0.559782,0.507877,1.067659,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-1024-grpc-tcp-pilot4-v1.result.attempt1.txt
scout-1024-grpc-tcp-pilot5-v1,pilot,5,grpc-tcp,1024,16609,2,16606.000,162.00,4727.00,33218,0,0,0,0,0,0.999819,1.000000,0.000000,0.753397,0.719939,1.473336,2,NA,0,1,clean,/home/jukebox/DPUmesh/integrations/linkerd/bench/report/data/linkerd-20260810/open/raw/scout-1024-grpc-tcp-pilot5-v1.result.attempt1.txt
